key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
553,14174,5,24,5326,1,5334,1,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,-1,0,0,True,50,50,80,58,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
554,14178,5,24,3345,1,5325,2,5334,1,5275,1,5057,1,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
555,14175,5,24,3065,1,5326,2,5335,1,5343,1,5057,1,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
556,14176,5,24,3062,1,5325,3,5335,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
557,14179,5,24,3348,1,5326,3,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
558,14177,5,24,3575,1,5326,1,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
559,14180,5,25,2727,1,5326,3,5465,1,5442,1,0,0,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
560,14181,5,25,3349,1,5326,1,5335,1,5277,1,5319,1,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
561,14182,5,25,3351,1,5326,1,5335,1,5277,1,5319,1,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
562,14183,5,25,3354,1,5326,2,5277,1,5319,1,0,0,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
563,14186,5,26,3066,1,5326,1,5335,1,5277,2,0,0,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
564,14184,5,26,2729,1,5326,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
565,14187,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
566,14191,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
567,14188,5,27,2733,1,5326,1,5325,1,5335,1,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
568,14189,5,27,3090,1,5326,4,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
569,14190,5,27,3355,1,5326,2,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
570,14192,5,28,2734,1,5326,1,5325,1,5335,1,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
571,14193,5,28,3092,1,5326,2,5335,2,5064,1,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
572,14196,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
573,14195,5,28,3823,1,5326,1,5325,1,5064,1,5510,1,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
574,14194,5,28,3365,1,5326,1,5335,1,5277,1,5319,1,5092,1,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
575,14198,5,29,3077,1,5326,2,5335,2,5064,1,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
576,14199,5,29,3583,1,5326,2,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
577,14197,5,29,2750,1,5326,1,5335,1,5355,1,5343,1,0,0,0,0,0,0,0,0,6,3,4,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
578,14203,5,30,3363,1,5326,2,5335,1,5057,1,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
579,14200,5,30,3104,1,5326,2,5335,1,5343,1,5064,1,0,0,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
580,14202,5,30,3370,1,5326,1,5335,1,5280,1,5320,1,5092,1,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
581,14201,5,30,3601,1,5326,2,5335,1,5343,1,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
582,14204,5,30,3831,1,5326,2,5335,1,5510,1,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
583,14209,5,31,3372,1,5326,1,5335,1,5280,1,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
584,14211,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
585,14207,5,31,3603,1,5326,2,5335,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
586,14205,5,31,3106,1,5326,3,5335,2,5064,1,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
587,14212,5,32,5336,2,5346,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,-1,0,0,True,0,50,80,50,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
588,14213,5,32,2763,1,5326,1,5335,1,5058,1,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
589,14214,5,32,3120,1,5326,1,5335,1,5277,1,5064,1,5527,1,0,0,0,0,0,0,6,3,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
590,14215,5,33,5327,1,5336,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,-1,0,0,True,50,50,80,50,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
591,14216,5,33,3121,1,5326,1,5335,1,5277,1,5064,1,5527,1,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
592,14218,5,33,3379,1,5327,3,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
593,14217,5,33,3607,1,5327,1,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
594,14222,5,34,3383,1,5327,1,5336,1,5277,1,5320,1,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
595,14223,5,34,3385,1,5327,1,5336,1,5277,1,5320,1,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
596,14221,5,34,3125,1,5327,1,5336,1,5277,2,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
597,14219,5,34,2776,1,5327,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
598,14228,5,35,3397,1,5327,2,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
599,14224,5,35,2779,1,5327,2,5336,1,5352,1,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
600,14225,5,35,3131,1,5327,3,5336,2,5465,1,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
601,14234,5,36,2778,1,5342,3,5284,1,5327,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
602,14237,5,36,3399,1,5327,1,5336,1,5280,1,5320,1,5093,1,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
603,14235,5,36,3140,1,5327,4,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
604,14239,5,37,2804,1,5327,2,5336,1,5066,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
605,14242,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
606,14241,5,37,3849,1,5327,1,5326,1,5066,1,5510,1,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
607,14240,5,37,3404,1,5327,1,5336,1,5326,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
608,14244,5,38,5337,2,5347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,-1,0,0,True,0,50,80,50,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
609,14245,5,38,2805,1,5327,2,5336,1,5066,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
610,14246,5,38,3144,1,5327,2,5336,2,5066,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
611,14247,5,38,3145,1,5327,2,5336,2,5066,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
612,14248,5,38,3621,1,5327,2,5336,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
613,14250,5,39,5328,1,5337,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,-1,0,0,True,50,50,80,50,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
614,14252,5,39,2806,1,5328,1,5336,1,5277,1,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
615,14253,5,39,3147,1,5328,1,5337,1,5277,2,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
616,14251,5,39,2810,1,5328,3,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
617,14259,5,40,2808,1,5328,1,5336,1,5277,1,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
618,14263,5,40,3408,1,5328,1,5337,1,5277,1,5320,1,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
619,14264,5,40,3410,1,5328,1,5337,1,5277,1,5320,1,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
620,14260,5,40,2814,1,5328,2,5337,1,5355,1,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
621,14261,5,40,2816,1,5327,1,5326,1,5336,2,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
622,14271,5,41,3413,1,5328,2,5337,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
623,14267,5,41,3160,1,5328,3,5337,2,5065,1,0,0,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
624,14268,5,41,3162,1,5327,2,5326,1,5336,1,5517,1,0,0,0,0,0,0,0,0,6,5,4,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
625,14287,5,42,3415,1,5327,2,5336,1,5282,1,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
626,14282,5,42,3163,1,5327,2,5336,1,5282,1,5058,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
627,14288,5,42,3425,1,5328,2,5327,1,5337,1,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
628,14277,5,42,2829,1,5328,1,5337,1,5348,1,5359,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
629,14275,5,42,2825,1,5328,1,5335,1,5282,1,5359,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
630,14283,5,42,3176,1,5328,2,5327,1,5337,1,5065,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
631,14286,5,42,3421,1,5328,1,5327,1,5337,1,5282,1,5058,1,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
632,14284,5,42,3645,1,5282,1,5277,1,5328,1,5321,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
633,14280,5,42,3172,1,5328,2,5337,1,5277,1,5321,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
634,14289,5,42,3429,1,5328,1,5335,1,5280,2,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
635,14278,5,42,2832,1,5328,1,5337,1,5360,1,5063,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
636,14294,5,43,3647,1,5328,1,5337,1,5282,1,5065,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
637,14295,5,43,3648,1,5328,2,5337,1,5280,1,5343,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
638,14296,5,43,3427,1,5328,1,5337,1,5282,1,5322,1,5099,1,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
639,14293,5,43,3178,1,5328,3,5337,1,5280,1,5321,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
640,14291,5,43,5329,1,5347,2,5349,1,5522,1,0,0,0,0,0,0,0,0,0,0,6,5,-1,0,0,True,50,50,80,50,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
641,14292,5,43,2835,1,5329,1,5337,1,5277,1,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
642,14299,5,44,2837,1,5329,1,5337,1,5277,1,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
643,14302,5,44,3187,1,5328,2,5327,1,5337,1,5517,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
644,14300,5,44,2854,1,5328,2,5337,2,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
645,14303,5,44,3188,1,5328,2,5337,1,5285,1,5059,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
646,14301,5,44,2852,1,5329,2,5337,1,5360,1,5066,1,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
647,14304,5,44,3185,1,5329,3,5337,2,5066,1,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
648,14305,5,44,3442,1,5328,2,5337,1,5285,1,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
649,14311,5,45,3193,1,5328,3,5327,1,5337,1,0,0,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
650,14317,5,45,3456,1,5329,2,5328,1,5337,1,0,0,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
651,14310,5,45,3201,1,5329,2,5337,1,5282,1,5322,1,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
652,14307,5,45,2882,1,5329,1,5337,1,5282,1,5359,1,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
653,14312,5,45,3205,1,5329,2,5337,1,5348,1,5059,1,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
654,14316,5,45,3454,1,5329,1,5328,1,5337,1,5285,1,5065,1,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
655,14315,5,45,3680,1,5329,1,5337,1,5282,1,5066,1,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
656,14322,5,46,3678,1,5282,2,5329,1,5322,1,0,0,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
657,14321,5,46,2886,1,5329,1,5337,1,5348,1,5359,1,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
658,14323,5,46,3681,1,5329,2,5337,1,5282,1,5343,1,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
659,14330,5,47,3467,1,5329,1,5337,1,5282,2,0,0,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
660,14326,5,47,2891,1,5329,1,5337,1,5359,1,5065,1,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
661,14333,5,48,3211,1,5329,3,5337,1,5282,1,5322,1,0,0,0,0,0,0,0,0,6,6,4,6,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
662,14337,5,48,3473,1,5329,1,5337,1,5285,1,5322,1,5094,1,0,0,0,0,0,0,6,6,4,6,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
663,15628,3,1,5062,1,5106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
664,15629,3,2,1681,1,5432,2,5318,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
665,15630,3,3,2056,1,5197,1,5432,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
666,15631,3,4,5086,1,5062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,50,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
667,15632,3,5,2106,1,5197,1,5433,1,5432,1,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
668,15633,3,5,4305,1,5062,2,5275,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
669,15634,3,5,4091,1,5062,1,5086,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
670,15635,3,6,5258,1,5228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
671,15636,3,6,4197,1,5062,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
672,15637,3,7,4422,1,5062,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
673,15638,3,7,4421,1,5432,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
674,15639,3,8,2443,1,5062,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
675,15640,3,8,4306,1,5433,2,5086,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
676,15642,3,9,4307,1,5062,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
677,15641,3,9,2107,1,5197,1,5434,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
678,15644,3,10,2057,1,5197,1,5062,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
679,15645,3,10,4093,1,5433,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
680,15643,3,10,1683,1,5434,2,5318,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
681,15646,3,11,4198,1,5062,2,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
682,15647,3,12,2058,1,5197,1,5056,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
683,15648,3,12,2445,1,5442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
684,15649,3,13,5169,1,5128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
685,15650,3,13,5170,1,5129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
686,15651,3,13,5173,1,5132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
687,15652,3,13,2108,1,2106,1,5433,1,5442,2,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,150,75,100,0,0,0,0,0,0,0,False,True,True,0,0,False,False,0
688,15656,3,14,5063,1,5106,2,5110,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
689,15653,3,14,5172,1,5131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
690,15654,3,14,5171,1,5130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
691,15655,3,14,5174,1,5133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,67,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
692,15658,3,14,2668,1,5063,1,5512,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0
