key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
78,"Vous appelez votre mascotte bébé Bahamut. Un dragon miniature sorti tout droit d'un Dalamud mécanique fracturé.","Une curieuse créature sortie d'un Dalamud mécanique fracturé. La guilde des orfèvres, qui a fabriqué le Dalamud mécanique, affirme n'avoir rien à voir avec la présence de ce qui ressemble à un dragon.","Grooooh<Indent/>!","Petit brasier","Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.",70,40,3,True,False,False,False,False,"Damage"
79,"Vous appelez votre mascotte poupée mog. Une mascotte inspirée de la charmante créature amicale. Il adore la danse, kupo<Indent/>!","Jaloux des pantins des aventuriers, les Mogs auraient cédé à l'envie d'avoir eux aussi leur mascotte. Ces Mogs miniatures aiment la musique comme leurs créateurs et forment spontanément des rondes lorsqu'ils se rassemblent.","Kupo kupo<Indent/>!","Danse mog","Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.",40,40,2,True,False,False,False,False,"Damage"
80,"Vous appelez votre mascotte bébé opo-opo. Un jeune simien friand de pommes de Sombrelinceul.","Ce jeune simien aurait découvert du fromage alors qu'il s'est glissé dans le Bivouac de Brayflox à la recherche de nourriture. Mais l'odeur forte du mets fermenté l'aurait fait s'évanouir. Vous l'avez sauvé et il vous en est re<SoftHyphen/>con<SoftHyphen/>nais<SoftHyphen/>sant.","Ou-hou-ha-ha-ha<Indent/>!","Singerie","Ajoute le type “Créature” aux points faibles des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",40,25,4,False,False,False,False,False,"Enfeeblement"
81,"Vous appelez votre mascotte balai enchanté. Avant, arrière, et un coup d'balai enchanté<Indent/>!
Voici la formule d'un bien étrange sort<Indent/>:
“macf/ etxet ednammoC”
Mais peut-être est-ce une simple farce<Indent/>?","Un balai enchanté qui bouge tout seul, sans être guère efficace pour le ménage avec ses mouvements aléatoires. Un objet de cette forme est, dit-on, très difficile à enchanter. Celui-ci semble avoir un penchant pour les farces...","Fwit, fwit","Coup de balai","Dissipe les effets de tous les alliés et ennemis dans l'aire d'effet.",50,60,2,True,False,False,False,False,"Disarming"
82,"Vous appelez votre mascotte poupée succube. Cette poupée semble tout droit venue du monde du néant. Prenez garde à ne pas la laisser vous prendre votre âme...","Cette poupée appartenait à un certain orfèvre qui aurait tenté d'invoquer une entité. Après avoir fabriqué cette poupée, il serait passé à la vitesse supérieure en essayant d'invoquer réellement une de ces créatures.","Sacrifice... humain<Indent/>!","Sex-appeal","Augmente de 20 l'attaque des alliés dans l'aire d'effet, ou de 40 s'ils sont de type “Monstre”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",55,25,3,False,False,True,False,False,"Enhancement"
83,"Vous appelez votre mascotte poussin zu. Ce petit zu est encore trop jeune pour être agressif.","Les zus sont à l'origine des oiseaux migrateurs qui avaient pour habitude d'élever leurs petits dans les terres du Proche-Orient, mais depuis la catastrophe du septième fléau, il n'est pas rare de les voir pondre leurs œufs un peu partout
en Éorzéa.","K.O.<Indent/>! K.O.<Indent/>!","Éveil sauvage","Augmente de 60 l'attaque des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",30,25,3,True,False,False,False,False,"Enhancement"
84,"Vous appelez votre mascotte Nanamo miniature. Cette poupée à l'air altier ressemble à s'y méprendre à la sultane d'Ul'dah.","Ce pantin à l'effigie de la 17e sultane d'Ul'dah a été fabriqué par la guilde des orfèvres pour commémorer le dixième anniversaire de l'accès au trône de la jeune monarque, alors seulement âgée de quinze ans.","Notre véritable trésor, c'est vous<Indent/>!","Sang des Ul","Augmente son attaque et sa défense. Les montants sont majorés de 10 pour l'attaque et de 5 pour la défense par tranche de 5% de PV perdus.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",35,40,2,True,False,True,False,False,"Enhancement"
85,"Vous appelez votre mascotte pantin Gilgamesh. Le grand, le fantasque, l'inénarrable Gilgamesh est en miniature<Indent/>! Gardez quand même un œil sur vos armes...","Ce pantin aurait été fabriqué avec des pièces en trop par un certain orfèvre d'exception qui venait de réparer son propre automate. Il l'a façonné à l'image d'un ami de son fils. Peut-être espère-t-il qu'il veillera sur le fils en question...","Je suis le fantasque, l'inénarrable Gilgamesh<Indent/>!","Éradication","Inflige des dégâts d'attaque 300 aux ennemis dans l'aire d'effet. Les mascottes qui ont utilisé des PdT sont au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment renvoyées.",40,55,4,True,False,False,False,False,"Damage"
86,"Vous appelez votre mascotte Prince oignon. Le Prince oignon, du gang des légumes, est devenu inoffensif<Indent/>! Il vous fera quand même pleurer si vous l'épluchez...","Apprenant qu'il était le fruit, ou plutôt le légume, d'un mariage stratégique, le Prince sombra un temps vers le côté obscur. Mais l'amour de ses parents le remit dans le droit chemin, et il est fier de porter le pollen du Roi tomate... 
Paraît-il.","●×▼...<Indent/>!","Jus d'oignon","Inflige des dégâts équivalents à 5% de sa solidité à la pierre arcanique ennemie la plus proche.",55,30,3,False,False,True,False,False,"Dismantling"
87,"Vous appelez votre mascotte Chevalier aubergine. Le Chevalier aubergine, du gang des légumes, est devenu inoffensif<Indent/>! Il a même l'air appétissant...","Apprenant que son ancêtre était frère de terreau du 18e aïeul du Roi tomate, le Chevalier ambitionna un temps d'aider à créer le royaume des mandragores. Il est aujourd'hui entraîneur du prince, avec toute la confiance du roi... 
Paraît-il.","◎◎×△□<Indent/>!!","Auberginvincible","Augmente de 10 la défense des alliés dans l'aire d'effet, ou de 30 s'ils sont de type “Créature”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",45,50,3,False,True,True,False,False,"Enhancement"
88,"Vous appelez votre mascotte Baron ail. Le Baron ail, du gang des légumes, est devenu inoffensif<Indent/>! Il sent assez fort, cela dit...","Fou du gang des légumes, il a été sauvé par le Chevalier aubergine alors qu'on allait le jeter en pot-au-feu. Il rêvait de se faire lui aussi adouber, mais à cause de son odeur, il a dû se contenter d'être Fou... Paraît-il.","××◎～<Indent/>!","Être à l'ail","Augmente de 20 l'attaque des alliés dans l'aire d'effet, ou de 40 s'ils sont de type “Créature”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",25,60,3,False,False,True,False,False,"Enhancement"
89,"Vous appelez votre mascotte Roi tomate. Le Roi tomate, du gang des légumes, est devenu inoffensif<Indent/>! Ne le laissez pas trop au soleil, il est déjà bien assez rouge...","Ayant levé une armée pour créer le royaume des mandragores, le Roi vit sa révolte noyée dans le sang, ou plutôt le jus (de tomate). Sa couleur rouge vif et l'acidité de sa chair sont le fruit d'années de répression légumière... 
Paraît-il.","■＄◎×△□◎◎... ♪","Rouge comme une tomate","Augmente de 40 l'attaque des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15s",80,45,4,False,False,False,False,False,"Enhancement"
90,"Vous appelez votre mascotte Reine mandragore. La Reine mandragore, du gang des légumes, est devenue inoffensive<Indent/>! Et puis, elle est mignonne avec cette jolie fleur sur la tête.","Cette beauté a épousé un peu à contrecœur le Roi tomate pour le bien du royaume des mandragores. Mais après l'avoir vu se battre contre les humains, des sentiments réels sont nés, permettant de faire fleurir de nouveaux liens... 
Paraît-il.","×□♪◎×◎... ","Photosynthèse","Soigne 100 PV aux alliés dans l'aire d'effet, ou 150 PV s'ils sont de type “Créature”.",50,75,2,False,True,False,True,False,"Restoration"
91,"Vous appelez votre mascotte Y'shtola miniature. Ce pantin reproduit les traits de l'érudite des Héritiers avec une telle perfection que son regard dénote une certaine in<SoftHyphen/>tel<SoftHyphen/>li<SoftHyphen/>gence.","C'est Tataru, la trésorière des Héritiers de la Septième Aube, qui a eu l'idée de commander cette poupée re<SoftHyphen/>pré<SoftHyphen/>sen<SoftHyphen/>tant Y'shtola, et dont les bottes ont été réalisées avec minutie par l'Atelier Fen-Yll.","Le savoirrr est la clef de la réussite.","Champ de force éthéréen","Augmente de 20 la défense des alliés dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",60,70,4,False,True,True,False,False,"Enhancement"
92,"Vous appelez votre mascotte poupée chevalier oignon. Cette adorable poupée est à l'effigie du chevalier oignon des temps anciens. Son épée a l'air très tranchante pour un jouet...","Une poupée découverte dans la Tour de Cristal. D'après Rammbroes, ce serait un jouet inspiré de la garde des chevaliers oignon. Il est écrit “Luneth” sous son pied, mais on ignore si c'est son nom ou celui du pro<SoftHyphen/>prié<SoftHyphen/>taire...","32 coups<Indent/>!","Armure oignon","Rend les mascottes qui ont utilisé des PdT invulnérables à toutes les attaques.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",30,60,4,False,False,True,False,False,"Enhancement"
93,"Vous appelez votre mascotte coffre au trésor mécanique. Un étrange coffre pourvu de dents comme on en trouve dans les donjons, paraît-il. Attention où vous mettez les doigts...","Une entité ressemblant comme deux gouttes d'eau à un coffre, retrouvée dans la réserve d'une grande compagnie. Ayant dévoré tous les insignes de ladite réserve, elle a été vendue pour l'exemple. Visiblement, elle 
regrette.","Tchomp... (désolé)","Miam miam","Inflige des dégâts d'attaque 120 aux ennemis dans l'aire d'effet, et augmente de 20 l'attaque des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",50,35,3,True,False,False,False,False,"Damage"
94,"Vous appelez votre mascotte petit tapir. Ce joli petit tapir se nourrirait soi-disant de rêves...","Cet animal venu d'Orient dévorerait les rêves, à ce qu'on raconte. Un marchand uldien l'avait vendu en pack avec un pyjama sous le nom “kit bonne nuit”. Le produit avait eu tant de succès que les prix ont depuis flambé...","Slurp slurp","Tapir soûlant","Ajoute le type “Créature” aux points faibles des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",45,25,2,False,True,True,False,False,"Enfeeblement"
95,"Vous appelez votre mascotte ourson de Nanakko. Cette poupée est une reproduction tout à fait inoffensive et adorable d'un petit ours.","L'ourson de Nanakko a été créé il y a 80 ans à Ul'dah, afin d'être offert à la princesse du même nom pour ses 8 ans. Elle avait lourdement insisté pour voir des ours et c'est la seule solution que ses parents avaient trouvée pour la faire taire.
C'est le cadeau dont tous
les enfants rêvent.","Grouh... ouh ouh... Graouuuh<Indent/>!","Patte d'ourson","Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.",45,30,2,False,True,True,False,False,"Damage"
96,"Vous appelez votre mascotte wagonnet mécanique. Ce petit wagonnet est le jouet préféré de tous les enfants d'Éorzéa.","Ce wagonnet a été conçu par Amajina et Fils pour montrer aux jeunes enfants d'Éorzéa à quel point le travail de mineur est fantastique. Bien des garnements chérissent ce jouet éducatif comme un trésor...","Klang klong...","Wagonnée précieuse","Augmente de 10 les PdT des mascottes dans l'aire d'effet, si elles n'en ont pas utilisé. Les mascottes dont la technique a le même effet ne sont pas concernées.",35,60,1,False,True,False,True,True,"Enhancement"
97,"Vous appelez votre mascotte écureuil grignoteur. Ce petit rongeur protège jalousement son délicieux gland.","L'exploratrice Millith Ironheart a rencontré cet écureuil par hasard au cours d'un voyage dans l'île de Vylbrand. Il rêve de découvrir le gland d'or caché quelque part dans le monde, et espère voyager avec un grand aventurier...","Squiiiik<Indent/>!","Ronger jusqu'a l'os","Place un piège qui peut être déclenché 10 secondes plus tard.
Piège<Indent/>: réduit de 70% la vitesse de déplacement des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s",100,50,4,False,False,False,False,False,"Trap"
98,"Vous appelez votre mascotte Minfilia miniature. Cette poupée ressemble comme deux gouttes d'eau au chef des Héritiers de la Septième Aube.","Cette poupée magique créée par la guilde des aventuriers pour célébrer la renaissance d'Éorzéa s'inspire de la ravissante leader des Héritiers de la Septième Aube. Pour une fois, c'est vous qui la menez par le bout du nez...","Allô<Indent/>? Ici Minfilia<Indent/>!","Non, mais allô, quoi<Indent/>!?","Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.",80,40,3,False,False,True,False,False,"Damage"
99,"Vous appelez votre mascotte Thancred miniature. Ce pantin à l'effigie de Thancred a autant de charme que l'original. Mieux vaut le tenir à l'écart des poupées féminines.","Cet automate créé par la guilde des aventuriers pour célébrer la renaissance d'Éorzéa s'inspire du charmant séducteur des Héritiers de la Septième Aube. Les femmes enthousiastes comme furieuses se l'arrachent...","On vous a déjà dit que vous aviez de beaux yeux<Indent/>?","Périls de l'amour","Place un piège qui peut être déclenché 10 secondes plus tard.
Piège<Indent/>: inflige des dégâts d'attaque 260 aux ennemis dans l'aire d'effet.",50,35,3,True,True,False,False,False,"Trap"
100,"Vous appelez votre mascotte micro-drone magitek. Échelle 1/9. Ultima Arma fournie séparément.","Cette version miniature du drone magitek garlemaldais reproduit ses moindres détails à la perfection. Ce drone est la preuve que les scien<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>ques de l'Empire sont les seuls à avoir percé les mystères de la
technologie allagoise.","Bzzzzz","Attaque totale","Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.",50,75,2,True,False,False,False,False,"Damage"
101,"Vous appelez votre mascotte nuage noir miniature. Que la foudre s'abatte sur toutes les têtes<Indent/>!","Cette poupée en provenance du Monde des Ténèbres semble avoir un certain lien avec la poupée succube. D'ailleurs, l'orfèvre soupçonné d'avoir voulu invoquer une créature du néant a mys<SoftHyphen/>té<SoftHyphen/>rieu<SoftHyphen/>se<SoftHyphen/>ment disparu...","Pouf pouf","Rayon miniature","Inflige des dégâts d'attaque 150 aux ennemis dans l'aire d'effet et réduit leur défense de 30%.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",70,60,4,False,False,True,False,False,"Damage"
102,"Vous appelez votre mascotte nanka narquois. Même s'il a l'air inoffensif de prime abord, ce petit nanka pourrait pondre des œufs et provoquer une invasion...","Le ninki nanka a pour curieuse habitude de couver ses œufs sur son dos, en y gardant ses petits jusqu'au sevrage. Apparemment, ce bébé a eu le malheur de tomber en chemin. Vous allez devoir veiller sur lui et l'élever.","Msah msah<Indent/>!","En-cas nanka","Augmente de 25 l'attaque des alliés dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",55,40,2,False,True,True,False,False,"Enhancement"
103,"Vous appelez votre mascotte petit panda pataud. Ce bébé panda est originaire du continent oriental d'Othard.","Une adorable peluche rapportée d'Orient par un vieux voyageur, inspirée de l'animal rare qui vit dans les régions frontalières du continent d'Othard. Les Éorzéens sont tombés sous son charme, mais attention car il s'agit en fait
d'une créature féroce<Indent/>!","Mnyuh mnyuh...","Guet-a-panda","Place un piège qui peut être déclenché 10 secondes plus tard.
Piège<Indent/>: inflige des dégâts d'attaque 260 aux ennemis dans l'aire d'effet.",30,40,2,True,False,False,True,False,"Trap"
104,"Vous appelez votre mascotte Orthros articulé. Les tentacules de cette reproduction de poulpe se meuvent avec une fluidité déconcertante.","Cette poupée a été réalisée par Godbert, l'orfèvre de génie, alors qu'il cherchait à créer un anneau inspiré par la grâce et la souplesse du monstre. Pour une raison étrange, il semble préférer la gent féminine.","Sploutch...","Tentacule","Augmente de 35% la vitesse de déplacement des alliés dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",50,45,2,True,False,False,False,False,"Enhancement"
105,"Vous appelez votre mascotte bébé bonhomme de neige. Ce pantin a tendance à fondre au soleil, comme l'original.","Un gentilhomme à la chevelure opaline aurait fabriqué cette créature afin de l'offrir à des enfants lors de la fête des étoiles. Inconditionnelle du froid, elle aime qu'on lui jette des boules de neige au visage.","Adieu...","Érosion glaciaire","Donne l'effet de destruction contre les pierres arcaniques aux mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",40,50,2,False,True,True,False,False,"Enhancement"
106,"Vous appelez votre mascotte bébé chocobo grassouillet. Ce jeune volatile a un gros appétit et ne fait pas beaucoup d'exercice.","Ce bébé chocobo est capable d'engloutir des tonz de nourriture et de flairer un mets à des yalms à la ronde. Il se laisse guider par n'importe quel fumet et rêve de croquer un jour une armure ou un bouclier.","Pyoh, pyoh<Indent/>!","Gourmandise","Double le montant de PV récupérés par les mascottes qui se trouvent à l'intérieur des portails.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s",35,75,2,False,True,False,False,False,"Special"
107,"Vous appelez votre mascotte Yda miniature. Elle ressemble tellement à l'originale qu'elle donne l'impression d'être prête à se battre à tout moment.","C'est Tataru, la trésorière des Héritiers de la Septième Aube, qui a eu l'idée de commander cette poupée re<SoftHyphen/>pré<SoftHyphen/>sen<SoftHyphen/>tant Yda et dont le masque est très réaliste... mais ne semble pas amovible.","Yaaah<Indent/>!","Ultime enfer","Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.",45,55,3,True,False,False,False,False,"Damage"
108,"Vous appelez votre mascotte Papalymo miniature. Ce petit pantin pourrait presque passer pour le vrai, mais il lui manque la parole.","C'est Tataru, la trésorière des Héritiers de la Septième Aube, qui a eu l'idée de commander ce pantin re<SoftHyphen/>pré<SoftHyphen/>sen<SoftHyphen/>tant Papalymo... qui au moins ne va faire la leçon à personne.","C'est bien ce que je pensais.","Petite foudre","Inflige 10 points de dégâts périodiques par seconde aux ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s",35,55,3,True,True,False,True,False,"Damage"
109,"Vous appelez votre mascotte Urianger miniature. Ce pantin à l'effigie du sage des Héritiers a un air tout aussi énigmatique que l'original.","Tataru a eu l'étrange idée de commander cet automate re<SoftHyphen/>pré<SoftHyphen/>sen<SoftHyphen/>tant Urianger. D'ailleurs, pour des raisons obscures, ce dernier n'ayant pas voulu retirer sa capuche, ses cheveux ne sont pas reproduits.","L'aube toujours resplendit...","Prophétie accomplie","Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.",55,60,2,False,True,False,True,False,"Damage"
110,"Vous appelez votre mascotte gros minou. Ce chaton a pas mal d'embonpoint, mais sait se déplacer rapidement.","Ce chat, aussi enrobé que mignon, vagabondait autrefois dans les cités. Un servant l'apprivoisa en lui offrant des restes de poisson dès qu'il croisait sa route en rentrant du travail. Sa loyauté n'a d'égale que son adiposité.","Meuh...iaou<Indent/>!","Embonpoint","Augmente de 10 la défense des alliés dans l'aire d'effet, ou de 30 s'ils sont de type “Créature”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",45,25,3,False,False,False,True,False,"Enhancement"
111,"Vous appelez votre mascotte petit yéti. Il s'agit d'une version miniature de l'abominable homme des neiges... en moins abominable.","Un servant à la recherche de plantes rares découvrit cette créature, seule et affaiblie, dans les hauteurs du Coerthas. Il lui donna à manger<Indent/>; elle lui emboîta le pas avec ses petites pattes.","Yéééti<Indent/>!","Zéro absolu","Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.",65,25,3,False,False,True,False,False,"Damage"
112,"Vous appelez votre mascotte mini-momie. Cette poupée mortuaire a été recouverte de bandages, mais semble pourtant bien vivante.","Cette poupée est sortie d'un petit cercueil découvert dans le Temple enseveli de Qarn. Il y a bien quelque chose qui s'agite sous ces bandelettes, mais personne n'a eu le courage de vérifier quoi.","Mamie<Indent/>? C'est toi<Indent/>?","Monstruosité","Ajoute le type “Monstre” aux points faibles des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15s",35,40,1,False,True,False,True,True,"Enfeeblement"
113,"Vous appelez votre mascotte maquette de l'Entreprise. C'est une réplique au 1/1000e du célèbre aéronef de Cid nan Garlond.","Cette maquette représente dans tous ses détails “l'Entreprise”, un aéronef que le génial Cid nan Garlond a mis au point du temps où il était à Garlemald.","En avant toute<Indent/>!","Bras mécanique","Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.",45,60,2,False,False,True,False,False,"Damage"
114,"Vous appelez votre mascotte poupée Mog postier. Cette marionnette à l'effigie de ces célèbres facteurs est tellement fidèle qu'on dirait qu'elle va vous donner une lettre, kupo<Indent/>!","Cet adorable pantin poilu et articulé a été réalisé par des Mogs. Par souci du détail, ils ont fabriqué une casquette et une besace authentiques en miniature.","J'ai une lettre pour toi, kupo<Indent/>!","Lettre de moquerie mog","Réduit de 25% la défense des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",45,60,3,True,True,False,False,False,"Enfeeblement"
115,"Vous appelez votre mascotte fretin assassin. Ce jeune betta assassin a préféré quitter le milieu aquatique pour jouer les filles de l'air.","Ce poisson a été extrait du ventre d'un betta ninja que des cuisiniers débitaient. Après des années d'enfermement, il ne savait plus nager... Il volait<Indent/>! Mais comment s'empêcher de piquer une tête en voyant la mer<Indent/>?","Blob... blooob<Indent/>!","Assassinat","Inflige des dégâts équivalents à cinq fois l'attaque aux ennemis dans l'aire d'effet.",40,25,3,False,False,False,False,False,"Damage"
116,"Vous appelez votre mascotte cadeau ambulant. Cette boîte qui marche est offerte en gage de re<SoftHyphen/>mer<SoftHyphen/>cie<SoftHyphen/>ment aux convives de la cérémonie du lien éternel.","Cette boîte est offerte tra<SoftHyphen/>di<SoftHyphen/>tion<SoftHyphen/>nel<SoftHyphen/>lement par un couple à ses invités lors de la cérémonie du lien éternel. Elle inspire le bonheur, mais se transforme en un véritable cadeau empoisonné lorsque les conjoints donateurs se séparent.","Pour l'éternité<Indent/>!","Échange de cadeaux","Enlève un piège mis en place par l'ennemi.",40,70,2,True,False,False,False,False,"Disarming"
117,"Vous appelez votre mascotte petit kappa. Cette créature étrange et singulière semble avoir perdu sa lance quelque part.","Ce kappa n'est indubitablement pas un pantin. Un être humain a cer<SoftHyphen/>tai<SoftHyphen/>ne<SoftHyphen/>ment fait appel à la magie pour prendre cette forme, mais qui cela peut-il bien être<Indent/>?","Kappappaaa<Indent/>!","Inkappacité","Réduit de 40% l'attaque des ennemis dans l'aire d'effet.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6s",60,30,2,True,False,False,True,False,"Enfeeblement"
118,"Vous appelez votre mascotte Louisoix miniature. Ce pantin reproduit fidèlement le sage sharlayanais qui a donné sa vie pour sauver Éorzéa.","La guilde des orfèvres a tenu à rendre hommage au sage qui s'est sacrifié lors de la chute de l'astre Dalamud en façonnant cette poupée à son image. Ne la laissez jamais s'approcher d'un bébé Bahamut<Indent/>!","L'avenir sera porteur d'espoir.","Feu résurrecteur","Soigne 100 PV aux alliés dans l'aire d'effet, ou 150 PV s'ils sont de type “Poupée”.",50,40,4,False,True,True,False,False,"Restoration"
119,"Vous appelez Midgardsormr.","Cette larve, engendrée par Midgardsormr, renferme l'âme du dragon originel. Malgré son aspect charmant, elle parle avec une voix caverneuse qui donne des frissons. Elle vous accompagne et vous observe en permanence.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. ","Tape-à-l'œil","Inflige des dégâts équivalents à 90% de sa solidité à l'œil scrutateur ennemi. N'a aucun effet si ce dernier est déjà détruit.",60,45,2,True,False,False,False,False,"Dismantling"
120,"","","","","",0,0,0,False,False,False,False,False,""
121,"Vous appelez votre mascotte pie pimpante. Cet oiseau serait annonciateur d'une victoire proche.","Si Menphina a autrefois envoyé cet oiseau semer le bonheur à tire-d'aile en Éorzéa, il a aujourd'hui disparu de la région. La légende qui le lie à la déesse a cependant encouragé certaines personnes à importer quelques
spécimens des
contrées orientales.","Kakakakakaka<Indent/>!","Sérénade","Augmente de 40 la défense des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",60,45,3,False,True,False,False,False,"Enhancement"
122,"Vous appelez votre mascotte Enkidu. La couleur de son plumage résiste au lavage.","Affamé au cours d'un de ses nombreux voyages, le guerrier de légende Gilgamesh a volé ce coq à des paysans. Il a voulu le dévorer tout cru, mais le volatile lui a troué le crâne à coups de bec<Indent/>!","Cocorico<Indent/>!","Onde lugubre","Dissipe tous les effets bénéfiques des ennemis dans l'aire d'effet.",55,45,4,False,False,True,False,False,"Disarming"
123,"Vous appelez votre mascotte poupée de méchant Sylphe. Cette poupée à l'air sinistre représente un Dénaturé, l'un des méchants Sylphes. Elle vous lancera pro<SoftHyphen/>ba<SoftHyphen/>ble<SoftHyphen/>ment le sort Foudre si vous lui tournez le dos.","Un pantin inspiré des Sylphes dénaturés et fabriqué par les Sylphes du Refuge pour faire des farces. Pour obtenir une couleur aussi réaliste que possible, ils ont expérimenté divers pigments jusqu'à trouver la teinte idéale<Indent/>: le chou rouge.","Ô grand Ramuh<Indent/>!
Protège-nous des intrus<Indent/>!","Sortilège sylphe","Rend les mascottes dans l'aire d'effet invulnérables aux attaques venant des ennemis de type “Créature”.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5s",50,35,2,False,False,False,False,False,"Enhancement"
124,"Vous appelez votre mascotte poupée du maître fondateur. Cette fière poupée représente le fondateur légendaire d'un ancien art martial amalj'aa.","Un pantin à l'effigie de Kerigg Roh poing-éclatant, fondateur d'un ancien art martial amalj'aa. Guerrier légendaire respecté de tous les Amalj'aa, notamment Hamujj Gah, son poing brillerait comme l'astre solaire, ce qui lui a valu son 
épithète.","Son ennemi, un  guerrier doit respecter.","Force d'âme","Augmente de 40 la défense des mascottes qui ont utilisé des PdT.
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Durée<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10s",40,45,3,False,False,True,False,False,"Enhancement"
