key,0
3109,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Enregistrement des missions<Indent/>: activé<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<If(Equal(IntegerParameter(1),1))>Un enregistrement peut être effectué.<Else/>L'enregistrement des missions étant <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>désactivé<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, aucun n'enregistrement ne sera effectué pour ce personnage.</If>"
3110,"Commencer"
3111,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Un appel d'enregistrement est en cours.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3112,"Appel d'enregistrement"
3113,""
3114,"Aucun"
3115,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Appel d'enregistrement<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Dès que tous les équipiers auront répondu “Oui”, l'enregistrement commencera et le compte à rebours du combat sera lancé."
3120,"<Gui(100)/>Inviter à revenir en Éorzéa"
3121,"Si vous appuyez sur le bouton Oui, l'équipe de gestion de FINAL FANTASY XIV enverra un e-mail en votre nom au joueur ci-dessous afin de l'inviter à revenir en Éorzéa.

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>- L'invitation ne sera envoyée que si toutes les conditions requises sont remplies.
- Cette fonction ne peut être utilisée que 5 fois pendant un certain laps de temps.
- Inviter plusieurs fois le même joueur réduira d'autant le quota mentionné ci-dessus.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

* Pour plus de détails, veuillez consulter le lien ci-dessous<Indent/>:
<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>https://sqex.to/callback<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

Inviter <UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow><Highlight>StringParameter(1)</Highlight><UIGlow>01</UIGlow><UIForeground>01</UIForeground> à revenir en Éorzéa<Indent/>?
"
3122,"Confirmer l'invitation"
3130,"Paramètres de recherche d'objets"
3131,"Renseignez une série de lettres contenues dans le nom de l'objet recherché et appuyez sur le bouton Rechercher.
Seuls les 100 premiers résultats sont affichés.
Utilisez <CommandIcon(5)/> ou les touches directionnelles vers le haut ou le bas pour voir l'historique de saisie."
3132,"Paramètres de recherche d'objets"
3133,""
3134,"Sélectionne le type de recherche."
3135,"Commence par..."
3136,"Contient..."
3137,"Recherche les objets dont le nom commence par le texte saisi.
(Indique le nombre en vente et les objets de la liste d'envies)"
3138,"Recherche les objets dont le nom contient le texte saisi.
(N'indique ni le nombre en vente ni les objets de la liste d'envies)"
3139,"Valider"
3140,"Noscea"
3141,"Sombrelinceul"
3142,"Thanalan"
3143,"Terres du nord"
3144,"Gyr Abania"
3145,"Orient"
3146,"Autres"
3147,"Norvrandt"
3148,"Ilsabard"
3150,"Vitesse des montures"
3151,""
3152,"Zone"
3153,"Vitesse"
3154,"Vitesse des montures"
3160,"Ordres"
3161,"Commencer"
3162,"Annuler"
3163,"Fermer"
3164,"<Sheet(ClassJobCategory,IntegerParameter(1),0)/>"
3165,"Opérations de guilde"
3166,""
3167,"Opérations de guilde"
3180,"Personnage JcJ"
3181,""
3185,"Planche mirage"
3189,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>* Les emplacements vides ou couverts par un autre équipement sont marqués “Aucun”.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3190,"Équipement recommandé"
3191,"Équipement recommandé"
3192,""
3193,"Appliquer"
3194,"L'équipement recommandé de l'arsenal pour la classe ou le job “<Sheet(ClassJob,IntegerParameter(1),0)/>” a été appliqué."
3195,"L'arsenal ne contient aucun équipement recommandé pour la classe ou le job “<Sheet(ClassJob,IntegerParameter(1),0)/>”."
3196,"Actuel"
3197,"Recommandé"
3198,"Aucun"
3199,"Création de l'équipement recommandé..."
3200,"<Format(IntegerParameter(1),FF05021D0103)/>"
3201,"Exp"
3202,"Gils"
3203,"Réussite"
3204,"Échec"
3205,"Sceaux du Maelstrom"
3206,"Sceaux des Deux Vipères"
3207,"Sceaux des Immortels"
3208,"Temps restant<Indent/>: <Value>IntegerParameter(1)</Value>m<TwoDigitValue>IntegerParameter(2)</TwoDigitValue>s
Progression<Indent/>: <Value>IntegerParameter(3)</Value>%"
3210,"<CommandIcon(13)/>"
3211,"<CommandIcon(12)/>"
3213,"<CommandIcon(13)/>"
3214,"<CommandIcon(12)/>"
3215,"<CommandIcon(23)/> Défiler  <CommandIcon(12)/>+<CommandIcon(23)/> Zoomer  <CommandIcon(13)/> Se téléporter"
3216,"<If(IntegerParameter(3))><Switch(IntegerParameter(3))><Case(1)><Gui(68)/></Case><Case(2)><Gui(67)/></Case></Switch><Else/></If><Clickable(<Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>)/>
(<Format(IntegerParameter(2),FF05021D0103)/>)"
3217,"Se téléporter vers “<If(IntegerParameter(3))><Switch(IntegerParameter(3))><Case(1)><Gui(68)/></Case><Case(2)><Gui(67)/></Case></Switch><Else/></If><Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>” en payant <Format(IntegerParameter(2),FF05021D0103)/><Indent/>?"
3218,"<Clickable(<Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>)/>
Non harmonisée"
3219,"<If(IntegerParameter(3))><Switch(IntegerParameter(3))><Case(1)><Gui(68)/></Case><Case(2)><Gui(67)/></Case></Switch><Else/></If><Clickable(<Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>)/>"
3220,"PV"
3221,"PM"
3222,"PT"
3223,"PS"
3224,"PR"
3225,"Caractéristiques"
3226,"Force"
3227,"Vitalité"
3228,"Dextérité"
3229,"Intelligence"
3230,"Esprit"
3231,"Piété"
3232,"Éléments"
3233,"<Gui(56)/> Feu"
3234,"<Gui(61)/> Eau"
3235,"<Gui(60)/> Foudre"
3236,"<Gui(58)/> Vent"
3237,"<Gui(59)/> Terre"
3238,"<Gui(57)/> Glace"
3239,"Attributs offensifs"
3240,"Coups nets"
3241,"Critique"
3242,"Détermination"
3243,"Attributs défensifs"
3244,"Défense"
3245,"Ténacité"
3246,"Défense magique"
3247,"Attributs physiques"
3248,"Attaque"
3249,"Vivacité"
3250,"Attaques physiques"
3251,"Tranchant"
3252,"Perforant"
3253,"Contondant"
3254,"Attributs magiques"
3255,"Magie offensive"
3256,"Magie curative"
3257,"Célérité"
3258,"JcJ"
3259,"Moral"
3260,"Artisanat"
3261,"Habileté"
3262,"Contrôle"
3263,"Récolte"
3264,"Collecte"
3265,"Savoir-faire"
3266,"Bonus"
3267,"Dégainer/Rengainer"
3268,"Afficher/Cacher l'arme ou l'outil"
3269,"Afficher/Cacher le couvre-chef"
3270,"Réinitialiser la position et l'orientation du personnage"
3271,"Activer/Désactiver les mouvements de caméra (manette)"
3272,"Équipement"
3273,"Niveau d'objet moyen"
3274,"Indique le niveau moyen de l'équipement que vous portez. Un score élevé vous permet de vous mesurer à des missions plus difficiles via l'outil de mission."
3275,"Compétence de recyclage"
3276,"Compétences de recyclage"
3277,""
3278,"Total "
3279,"Fermer"
3280,"Échoppe de grande compagnie"
3281,""
3282,"Objet"
3283,"Qté"
3284,"Sceaux"
3285,"Rang"
3286,"Possédés"
3287,"Aucun objet n'est disponible."
3288,"Rôle"
3290,"Acheter <Value>IntegerParameter(2)</Value> <SheetFr(Item,12,IntegerParameter(1),IntegerParameter(2),1)/> pour <Format(IntegerParameter(3),FF05021D0103)/> sceau<If(LessThanOrEqualTo(IntegerParameter(3),1))><Else/>x</If><Indent/>?"
3291,"Retour"
3292,"Seuls les membres <If(Equal(IntegerParameter(1),1))>du Maelstrom<Else/><If(Equal(IntegerParameter(1),2))>de l'ordre des Deux Vipères<Else/>des Immortels</If></If> peuvent utiliser des sceaux pour acheter des produits."
3300,"Croix de raccourcis"
3301,"Pressez une combinaison de touches
pour attribuer une commande."
3302,"<CommandIcon(9)/> Sortir"
3303,"Placer dans les raccourcis"
3304,"Retirer des raccourcis<Indent/>?"
3310,"Modifier l'emplacement des raccourcis"
3311,"Changer"
3312,"Annuler"
3320,"Modifier les raccourcis"
3321,"Sélectionnez le raccourci à modifier en pressant
la combinaison de touches correspondante."
3322,"Sélectionnez un nouvel emplacement pour cette commande.
Sélectionnez le même emplacement pour effacer la commande."
3323,"<Gui(19)/> Sortir"
3324,"<CommandIcon(9)/> Annuler la sélection  <Gui(19)/> Sortir"
3330,"<CommandIcon(12)/><CommandIcon(13)/> Changer de page"
3335,"<CommandIcon(10)/> Placer dans les raccourcis"
3340,"Mode souris manette"
3341,"<CommandIcon(14)/> Clic gauche <CommandIcon(15)/> Clic droit  <CommandIcon(12)/>+<Gui(17)/> Fin"
3342,"<CommandIcon(12)/>+<Gui(17)/> Activer/Désactiver la souris virtuelle"
3343,"Ciblage au sol"
3344,"<CommandIcon(13)/>+<CommandIcon(20)/> Déplacer la cible  <CommandIcon(13)/>+<Gui(16)/> Réinitialiser la position de la cible"
3350,"Hauts faits"
3351,""
3352,"Total des points"
3353,"Catégories"
3354,"Récompense"
3355,"Aucun haut fait à afficher."
3356,"Legacy"
3357,"Titre<Indent/>: <Highlight>StringParameter(1)</Highlight>"
3358,"Général"
3359,"5 derniers"
3360,"Haut fait accompli<Indent/>!"
3361,"<Switch(IntegerParameter(1))><Case(1)>Tout afficher</Case><Case(2)>Rubriques achevées</Case><Case(3)>Rubriques inachevées</Case></Switch>"
3362,"Obtention des données..."
3363,"<Format(IntegerParameter(1),FF05021D0103)/> / <Format(IntegerParameter(2),FF05021D0103)/>"
3364,"<CommandIcon(10)/><CommandIcon(8)/> Sous-menu"
3365,"Devise"
3366,"Points de hauts faits"
3367,"Ouvrir l'aide des jetons de hauts faits"
3368,"Récompenses des hauts faits
Certains hauts faits offrent des objets ou encore des titres qu'il est possible de récupérer directement à partir de la liste des hauts faits.

Jetons de hauts faits
Les jetons de hauts faits sont une devise obtenue auprès de Jonathas (Vieille Gridania) en échange des points que vous accumulez au fur et à mesure que vous accomplissez des hauts faits. Ils servent ensuite à acheter divers objets auprès du même PNJ."
3369,"Presque accomplis"
3370,"Zone actuelle"
3371,"Voir tous les hauts faits presque accomplis"
3372,"N'afficher qu'en alerte à chaque connexion"
3373,"Les hauts faits suivants sont presque accomplis."
3374,"Liste de suivi"
3375,"Affiche jusqu'à 30 hauts faits
que vous avez ajoutés dans votre liste de suivi."
3376,"Ajouter à la liste de suivi"
3377,"Retirer de la liste de suivi"
3378,"Filtrer les hauts faits accomplis"
3379,"Filtrer les hauts faits non-accomplis"
3380,"Filtrer les hauts faits donnant des titres"
3381,"Filtrer les hauts faits donnant des objets divers en récompense"
3382,"Afficher la catégorie correspondante"
3383,"Aucun haut fait correspondant aux critères sélectionnés."
3384,"???"
3385,"?????"
3386,"Recherche"
3387,"Saisissez un mot (complet ou non), puis validez pour effectuer une recherche dans le tutoriel.
Les majuscules/minuscules sont prises en compte lors de la recherche."
3388,"Aucun résultat."
3389,"Résultats de recherche"
3390,"Tutoriel"
3391,""
3392,"Jeu à la souris/clavier."
3393,"Jeu à la manette."
3394,"Aucune rubrique à afficher."
3395,"* Le tutoriel est basé sur le jeu à la manette."
3396,"<Value>IntegerParameter(1)</Value>-<Value>IntegerParameter(2)</Value>"
3401,"Confirmer"
3402,"Annuler"
3403,"Objet"
3404,"Prix"
3405,"Stock"
3406,"Acheter <Value>IntegerParameter(2)</Value> <SheetFr(Item,12,IntegerParameter(1),IntegerParameter(2),1)/> pour <Format(IntegerParameter(3),FF05021D0103)/> gil<If(LessThanOrEqualTo(IntegerParameter(3),1))><Else/>s</If><Indent/>?"
3407,"Vendre <Value>IntegerParameter(2)</Value> <SheetFr(Item,12,IntegerParameter(1),IntegerParameter(2),1)/> pour <Format(IntegerParameter(3),FF05021D0103)/> gil<If(LessThanOrEqualTo(IntegerParameter(3),1))><Else/>s</If><Indent/>?"
3408,"Vous vendez vos objets au marchand."
3411,"Échanger"
3412,"Annuler"
3415,"Récents uniquement"
3416,"Aucun objet ajouté récemment."
3420,"Le rang de la compagnie est trop bas."
3421,"Vous n'avez pas assez de crédits de compagnie."
3422,"Acheter le bienfait “<Sheet(CompanyAction,IntegerParameter(1),0)/>” pour <Format(IntegerParameter(2),FF05021D0103)/> crédits de compagnie<Indent/>?"
3423,"Votre compagnie n'a activé aucun bienfait."
3424,"Votre compagnie ne possède aucun bienfait inactif."
3425,"Vous n'avez pas le droit de gérer les bienfaits."
3430,"Bienfaits actifs"
3431,"Bienfaits inactifs"
3432,"Aucun bienfait actif."
3433,"Aucun bienfait inactif."
3434,"Vous n'avez pas le droit de gérer les bienfaits."
3440,"Couleur de la pièce"
3441,""
3442,"Confirmer"
3443,"Annuler"
3444,"Couleur 1"
3445,"Couleur 2"
3450,"Blason"
3451,""
3452,"Ajouter un blason"
3453,"Retirer un blason"
3454,"Équipement"
3455,"Ajouter partout"
3456,"Objet"
3457,"Coût"
3458,"Total<Indent/>: <Format(IntegerParameter(1),FF05021D0103)/>"
3459,"Vous ne possédez pas d'objet pouvant porter un blason."
3460,"Échange de crédits de compagnie"
3461,""
3462,"Rang"
3463,"Bienfaits de compagnie"
3464,"Rang"
3465,"Crédits"
3466,"Vous ne disposez pas du droit “Utilisation des crédits de compagnie”."
3467,"Bienfaits actifs"
3468,"Bienfaits inactifs"
3469,""
3470,"Objet"
3471,"Quantité"
3472,"Possédés"
3473,"Acheter <If(Equal(IntegerParameter(3),1))><SheetFr(Item,2,IntegerParameter(1),1,1)/><Else/><Value>IntegerParameter(3)</Value> <SheetFr(Item,12,IntegerParameter(1),IntegerParameter(3),1)/></If> pour <Format(IntegerParameter(2),FF05021D0103)/> crédits de compagnie<Indent/>?"
3474,"Ajouter le blason de votre compagnie sur <SheetFr(Item,2,IntegerParameter(1),1,1)/> pour <Format(IntegerParameter(2),FF05021D0103)/> gil<If(LessThanOrEqualTo(IntegerParameter(2),1))><Else/>s</If><Indent/>?"
3475,"Ajouter le blason de votre compagnie sur tous les objets spécifiés pour <Format(IntegerParameter(1),FF05021D0103)/> gil<If(LessThanOrEqualTo(IntegerParameter(1),1))><Else/>s</If><Indent/>?"
3476,"Enlever le blason de votre compagnie sur <SheetFr(Item,2,IntegerParameter(1),1,1)/><Indent/>?"
3477,"Enlever le blason de votre compagnie sur tous les objets spécifiés<Indent/>?"
3478,"Cette fonction n'est disponible que pour les membres d'une compagnie libre."
3480,"Modification du nom"
3481,""
3482,"OK"
3483,"Annuler"
3484,""
3490,"《<If(IntegerParameter(3))><Sheet(ClassJob,IntegerParameter(1),1)/><Else/><Clickable(<If(Equal(IntegerParameter(2),0))><Sheet(ClassJob,IntegerParameter(1),0)/><Else/><Sheet(ClassJob,IntegerParameter(1),2)/></If>)/></If>》"
3491,"《<If(IntegerParameter(3))><Sheet(ClassJob,IntegerParameter(1),1)/><Else/><Clickable(<If(Equal(IntegerParameter(2),0))><Sheet(ClassJob,IntegerParameter(1),0)/><Else/><Sheet(ClassJob,IntegerParameter(1),2)/></If>)/></If>》"
3492," «<If(IntegerParameter(3))><Sheet(ClassJob,IntegerParameter(1),1)/><Else/><Clickable(<If(Equal(IntegerParameter(2),0))><Sheet(ClassJob,IntegerParameter(1),0)/><Else/><Sheet(ClassJob,IntegerParameter(1),2)/></If>)/></If>»"
3493,"«<Value>IntegerParameter(1)</Value>»"
3500,"Mémoquartz allagois"
3501,"Total"
3502,"Hebdomadaire"
3503,"<Format(IntegerParameter(1),FF05021D0103)/>/<Format(IntegerParameter(2),FF05021D0103)/>"
3504,"<Format(IntegerParameter(1),FF05021D0103)/>/<Format(IntegerParameter(2),FF05021D0103)/>"
3505,"<Format(IntegerParameter(1),FF05021D0103)/>/<Format(IntegerParameter(2),FF05021D0103)/>"
3510,"Rafraîchir"
3511,"Compagnon"
3512,"Servants"
3520,"Vous n'avez pas d'objets portant le blason de votre compagnie."
3521,"Tout enlever"
3527,"Cette fonction n'est disponible que pour les membres d'une compagnie libre."
3528,"Utilisation impossible. Vous n'appartenez pas à cette grande compagnie."
3530,"Recommandations"
3531,""
3532,"Chargement..."
3533,"Aucune pour cette zone"
3534,"Fermer"
3535,"<Clickable(<Highlight>StringParameter(1)</Highlight>)/>"
3536,"Niveau requis<Indent/>: <Value>IntegerParameter(1)</Value>"
3537,"<Sheet(Item,IntegerParameter(1),9)/>"
3540,"Couleur de la charge"
3541,""
3542,"Confirmer"
3543,"Annuler"
3550,"Saluer"
3551,"Bonjour !
/coucou"
3552,"Faire des adieux"
3553,"Au revoir !
/bye"
3554,"Féliciter"
3555,"Fé<SoftHyphen/>li<SoftHyphen/>ci<SoftHyphen/>ta<SoftHyphen/>tions !
/féliciter"
3556,"Attaq. cible proche"
3557,"/ciblerenn
/faireface
/action ""Attaque automatique"" <t>"
3558,"Marquer une cible"
3559,"/signe attaque1 <t>
/chatéq Attaque <attaque1> !"
3560,"Attaq. cible marquée"
3561,"/cibler <attaque1>
/faireface
/action ""Attaque automatique"" <t>"
3562,"Commandes texte"
3563,""
3564,"Insérer dans la macro"
3565,"Copier"
3566,"<CommandIcon(10)/> Sous-menu  <CommandIcon(11)/> Macros  <CommandIcon(24)/> Défilement"
3567,"<Gui(54)/>Lancer de dé<Indent/>! <Gui(73)/><Value>IntegerParameter(1)</Value><Gui(55)/>"
3568,"<Gui(54)/>Lancer d'un dé <Value>IntegerParameter(2)</Value><Indent/>! <Gui(73)/><Value>IntegerParameter(1)</Value><Gui(55)/>"
3571,"Choisir l'objet à donner"
3572,"Choisir l'objet à donner"
3573,"Choisir l'objet à remettre au servant"
3574,"Choisir l'objet à vendre aux marchés"
3575,"Choisir l'objet à joindre"
3576,"Choisir l'objet à vendre"
3577,"Choisir l'équipement à porter"
3578,"Choisir l'objet à placer dans l'arsenal"
3579,"Choisir l'objet à placer dans le coffre"
3580,"Choisir le meuble à placer"
3581,"Choisir l'élément d'extérieur à ajouter/modifier"
3582,"Choisir l'élément d'intérieur à ajouter/modifier"
3583,"Extérieur"
3584,"Intérieur"
3585,"Choisir de l'équipement du servant"
3601,"Taquin"
3602,""
3603,"Tour"
3604,"Temps"
3605,"Meilleur temps"
3606,"Minimum de tours"
3619,"???"
3620,"nom du PJ"
3621,"nom de la cible"
3622,"menu"
3623,"composant"
3624,"sous-commande"
3625,"condition"
3626,"nom de l'action"
3627,"signe"
3628,"numéro de la tenue"
3629,"numéro de la barre de raccourcis"
3630,"numéro de la croix de raccourcis"
3631,"paramètres"
3632,"nom"
3633,"numéro de la case"
3634,"classe/job"
3635,"nom de l'objet"
3636,"nom de la monture"
3637,"numéro d'onglet"
3638,"nom de la mascotte"
3639,"nom de l'état"
3640,"nom du familier"
3641,"nom de la note"
3642,"nom de l'expression figée"
3643,"nom de l'accessoire de mode"
3650,"Inventaire"
3651,"Objets-clefs/Cristaux"
3652,"Inventaire (1-100)"
3653,"Inventaire (101-175)/Cristaux"
3654,"<If(Equal(IntegerParameter(1),3))><Value>IntegerParameter(1)</Value> <Else/><Value>IntegerParameter(1)</Value></If>"
3660,"Devises"
3661,""
3662,"Commun"
3663,"Combats"
3664,"Autres"
3665,"Assignats d'artisan"
3666,"Assignats de récolteur"
3667,"Points du Gold Saucer (PGS)"
3668,"Remise à zéro<Indent/>: <Value>IntegerParameter(1)</Value> <If(LessThanOrEqualTo(IntegerParameter(1),1))>heure<Else/>heures</If> <Value>IntegerParameter(2)</Value> <If(LessThanOrEqualTo(IntegerParameter(2),1))>minute<Else/>minutes</If> <Time(IntegerParameter(3))/>[<Value>TopLevelParameter(219)</Value>.<Value>TopLevelParameter(221)</Value> <Value>TopLevelParameter(218)</Value>h<TwoDigitValue>TopLevelParameter(217)</TwoDigitValue>]"
3670,"Livraisons des Planeurs d'Ehcatl"
3671,""
3672,"Objet"
3673,"Nv recette"
3674,"Nombre"
3675,"Contribution"
3676,"Expérience"
3677,"Possédés"
3678,"Contribution totale"
3679,"Tous"
3680,"Livraisons des Planeurs d'Ehcatl"
3681,"Aucune disponible ac<SoftHyphen/>tu<SoftHyphen/>el<SoftHyphen/>le<SoftHyphen/>ment"
3682,"Demandes de livraison disponibles"
3683,"Afficher la liste des demandes de livraison."
3684,"Récupération d'objets du logement"
3685,"Délai limité pour récupérer les objets"
3686,"Vérifie le(s) délai(s) pour récupérer les objets."
3687,"Délai de récupération (chambre individuelle)"
3688,"  <If(GreaterThanOrEqualTo(IntegerParameter(1),1))><Value>IntegerParameter(1)</Value> jour<If(Equal(IntegerParameter(1),1))><Else/>s</If><Else/>Moins d'un jour</If>"
3689,"Quantité"
3690,"Impossible d'obtenir les données relatives au temps restant."
3691,"* L'officier du logement se charge de rendre les objets."
3692,"Objet"
3693,"<Format(IntegerParameter(1),FF05021D0103)/><If(GreaterThan(IntegerParameter(3),0))>/ <Format(IntegerParameter(2),FF05021D0103)/><Else/></If>"
3694,"Récupération d'objets du logement"
3695,""
3696,"Récupérer <SheetFr(Item,2,IntegerParameter(1),1,1)/><Indent/>?"
3697,"Aucun objet à récupérer"
3698,"Cases vides dans l'inventaire<Indent/>: <Value>IntegerParameter(1)</Value>"
3699,"Objets conservés<Indent/>: <Value>IntegerParameter(1)</Value>"
3700,"Mirage"
3701,"Mirage"
3702,""
3703,"Base"
3704,"Apparence"
3705,"Objet"
3706,"Nv"
3707,"Vous n'avez pas d'objet sur lequel projeter un mirage."
3708,"Objet"
3709,"Nv"
3710,"Symbiose"
3711,"Effacer"
3712,"Vous n'avez pas d'objet pouvant être copié."
3713,"Projeter un mirage"
3714,""
3715,"Base"
3716,"Apparence"
3717,"Catalyseur"
3718,"Projeter"
3719,"Retour"
3720,"Vous ne possédez pas le catalyseur nécessaire pour ce mirage."
3721,"Effacer le mirage"
3722,""
3723,"Base"
3724,"Catalyseur"
3725,"Effacer"
3726,"Retour"
3727,"Vous ne possédez pas le catalyseur nécessaire pour effacer le mirage."
3728,"<Clickable(<SheetFr(Item,2,IntegerParameter(1),1,1)/>)/> vous sera lié<If(<Sheet(Item,IntegerParameter(1),6)/>)>e<Else/></If>."
3729,"Le mirage n'est visible que si vous pouvez vous équiper des deux objets avec votre classe actuelle."
3740,"Voulez-vous réinitialiser la position de l'élément “<Sheet(Hud,IntegerParameter(1),ADDONHUD_NAME)/>”<Indent/>?"
3743,"Réinitialiser"
3756,"Copie de configuration ATH"
3757,"Copie de configuration ATH"
3758,""
3759,"Copie la configuration ATH sé<SoftHyphen/>lec<SoftHyphen/>tion<SoftHyphen/>née vers un autre emplacement."
3760,"Base"
3761,"Destination"
3762,"Copier"
3763,"Annuler"
3764,"Les changements seront perdus si vous ne les sauvegardez pas. Changer d'emplacement de configuration ATH<Indent/>?"
3765,"Les changements seront perdus si vous ne les sauvegardez pas. Ouvrir la fenêtre de copie de configuration ATH<Indent/>?"
3766,"Copier la configuration ATH <Value>IntegerParameter(2)</Value> dans l'emplacement <Value>IntegerParameter(1)</Value><Indent/>?"
3767,"Système"
3768,"Barres/croix"
3769,"Éléments de base"
3770,"Missions"
3771,"Configuration de composant"
3772,"Configuration ATH des éléments de base (système et barres/croix)."
3773,"Configuration ATH des éléments spécifiques au système."
3774,"Configuration ATH des éléments spécifiques aux barres et croix."
3775,"Configuration ATH des éléments spécifiques aux missions. Les éléments spécifiques au JcJ ne peuvent être configurés qu'à la jetée de l'Antre des loups ou en participant à la mission concernée."
3780,"Réfléchir"
3781,"Aller au point de retour"
3782,"Réfléchir"
3783,"Accepter la résurrection"
3784,"Retourner au point de départ"
3785,"Accepter"
3786,"Refuser"
3787,"Accepter la résurrection de <Highlight>StringParameter(1)</Highlight><Indent/>?"
3788,"<Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>"
3789,"Retourner au point de départ"
3790,"Vous êtes tombé<If(PlayerParameter(4))>e<Else/></If> inconscient<If(PlayerParameter(4))>e<Else/></If>. Abandonner la mission<Indent/>?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>* Vous serez au<SoftHyphen/>to<SoftHyphen/>ma<SoftHyphen/>ti<SoftHyphen/>que<SoftHyphen/>ment expulsé<If(PlayerParameter(4))>e<Else/></If> si vous n'êtes pas ressuscité<If(PlayerParameter(4))>e<Else/></If> dans les 10 prochaines minutes.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3791,"Abandonner"
3792,"Quitter l'instance"
3800,"Carnet de pêche"
3801,""
3802,"Régions"
3803,"Zones"
3804,"Nomenclature"
3805,"Palmarès"
3806,"Achevé<Indent/>!"
3807,"Points de pêche découverts<Indent/>: <Value>IntegerParameter(1)</Value>/<Value>IntegerParameter(2)</Value>"
3808," <Value>IntegerParameter(1)</Value>"
3809,"<Value>IntegerParameter(1)</Value>,<Value>IntegerParameter(2)</Value> ilms"
3810," <Value>IntegerParameter(1)</Value>"
3811,"Non découvert"
3812,"Carnet de pêche"
3813,"<Sheet(Item,IntegerParameter(1),9)/> (<If(Equal(IntegerParameter(2),0))>non <Else/></If>acquis)"
3814,"Météo spécifique：<Switch(IntegerParameter(1))><Case(1)>oui</Case><Case(2)>non</Case><Case(3)>???</Case></Switch>
Horaire spécifique：<Switch(IntegerParameter(2))><Case(1)>oui</Case><Case(2)>non</Case><Case(3)>???</Case></Switch>
Autres conditions：<Switch(IntegerParameter(3))><Case(1)>oui</Case><Case(2)>non</Case><Case(3)>???</Case></Switch>"
3815,"Obtenir cet objet en tant que “collectionnable”<Indent/>?
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Valeur de collection<Indent/>:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <Value>IntegerParameter(1)</Value>

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Un seul objet collectionnable peut être obtenu à la fois. Ce type d'objet ne peut être ni échangé ni mis en vente.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3816,"Pêche/Pêche au harpon"
3820,"Nomenclature"
3821,""
3822,"Total<Indent/>: <Format(IntegerParameter(1),FF05021D0103)/>"
3823,"Bons coins"
3824,"<Highlight>StringParameter(1)</Highlight>
<Highlight>StringParameter(2)</Highlight>"
3825,"Vous n'avez pas encore pêché ce poisson."
3826,"Information sup<SoftHyphen/>plé<SoftHyphen/>men<SoftHyphen/>tai<SoftHyphen/>re"
3827,"Collectionnable"
3828,"Objet requis<Indent/>: <If(Equal(IntegerParameter(3),0))>Légendes ichtyologiques de<Indent/>???<Else/><Sheet(Item,IntegerParameter(1),9)/> (<If(Equal(IntegerParameter(2),0))>non <Else/></If>acquis)</If>"
3830,"Palmarès"
3831,""
3832,"Vous n'avez pêché aucun poisson de cette catégorie."
3833,"Lacs et marais"
3834,"Rivières"
3835,"Côtes"
3836,"Pleine mer"
3837,"Oasis"
3838,"Nuages"
3839,"Îles célestes"
3840,"Lave"
3841,"Fuites magismologiques"
3842,"Lac salé"
3843,"Petite prise"
3844,"Moyenne prise"
3845,"Grosse prise"
3846,"Espace"
3850,"Appâts"
3851,""
3855,"<Highlight>StringParameter(1)</Highlight><If(GreaterThan(IntegerParameter(2),1))> x <Value>IntegerParameter(2)</Value><Else/></If>"
3856,"<Switch(IntegerParameter(1))><Case(1)>★</Case><Case(2)>★★</Case><Case(3)>★★★</Case><Case(4)>★★★★</Case><Case(5)>★★★★★</Case></Switch>"
3857,"[Énorme]"
3860,"Valeur de collection"
3861,"Vous n'avez pas le niveau requis pour cette éthérolyse."
3862,"<Clickable(<Sheet(ClassJob,IntegerParameter(1),0)/>)/> nv <Value>IntegerParameter(2)</Value>"
3863,"Valeur de collection"
3864,"BONUS<Indent/>!"
3870,"<Highlight>StringParameter(1)</Highlight>"
