key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
3248,15635,"Goldsmithing","RecipeLevelTable#282","Azurite Earrings of Fending",1,"Durium Ingot",1,"Azurite",3,"Grade 1 Reisui of Vitality",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3249,15636,"Goldsmithing","RecipeLevelTable#282","Azurite Earrings of Slaying",1,"Durium Ingot",1,"Azurite",3,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3250,15637,"Goldsmithing","RecipeLevelTable#282","Azurite Earrings of Aiming",1,"Durium Ingot",1,"Azurite",3,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3251,15639,"Goldsmithing","RecipeLevelTable#282","Azurite Earrings of Healing",1,"Durium Ingot",1,"Azurite",3,"Grade 1 Reisui of Mind",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3252,15638,"Goldsmithing","RecipeLevelTable#282","Azurite Earrings of Casting",1,"Durium Ingot",1,"Azurite",3,"Grade 1 Reisui of Intelligence",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3253,15640,"Goldsmithing","RecipeLevelTable#282","Azurite Choker of Fending",1,"Durium Ingot",1,"Azurite",1,"Tiger Leather",1,"Grade 1 Reisui of Vitality",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3254,15641,"Goldsmithing","RecipeLevelTable#282","Azurite Choker of Slaying",1,"Durium Ingot",1,"Azurite",1,"Tiger Leather",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3255,15642,"Goldsmithing","RecipeLevelTable#282","Azurite Choker of Aiming",1,"Durium Ingot",1,"Azurite",1,"Tiger Leather",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3256,15644,"Goldsmithing","RecipeLevelTable#282","Azurite Choker of Healing",1,"Durium Ingot",1,"Azurite",1,"Tiger Leather",1,"Grade 1 Reisui of Mind",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3257,15643,"Goldsmithing","RecipeLevelTable#282","Azurite Choker of Casting",1,"Durium Ingot",1,"Azurite",1,"Tiger Leather",1,"Grade 1 Reisui of Intelligence",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3258,15621,"Goldsmithing","RecipeLevelTable#279","Azurite Bracelet of Fending",1,"Durium Ingot",1,"Azurite",2,"Tiger Leather",1,"Grade 1 Reisui of Vitality",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3259,15622,"Goldsmithing","RecipeLevelTable#279","Azurite Bracelet of Slaying",1,"Durium Ingot",1,"Azurite",2,"Tiger Leather",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3260,15623,"Goldsmithing","RecipeLevelTable#279","Azurite Bracelet of Aiming",1,"Durium Ingot",1,"Azurite",2,"Tiger Leather",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3261,15625,"Goldsmithing","RecipeLevelTable#279","Azurite Bracelet of Healing",1,"Durium Ingot",1,"Azurite",2,"Tiger Leather",1,"Grade 1 Reisui of Mind",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3262,15624,"Goldsmithing","RecipeLevelTable#279","Azurite Bracelet of Casting",1,"Durium Ingot",1,"Azurite",2,"Tiger Leather",1,"Grade 1 Reisui of Intelligence",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3263,15626,"Goldsmithing","RecipeLevelTable#279","Azurite Ring of Fending",1,"Durium Ingot",1,"Azurite",1,"Grade 1 Reisui of Vitality",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3264,15627,"Goldsmithing","RecipeLevelTable#279","Azurite Ring of Slaying",1,"Durium Ingot",1,"Azurite",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3265,15628,"Goldsmithing","RecipeLevelTable#279","Azurite Ring of Aiming",1,"Durium Ingot",1,"Azurite",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3266,15630,"Goldsmithing","RecipeLevelTable#279","Azurite Ring of Healing",1,"Durium Ingot",1,"Azurite",1,"Grade 1 Reisui of Mind",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3267,15629,"Goldsmithing","RecipeLevelTable#279","Azurite Ring of Casting",1,"Durium Ingot",1,"Azurite",1,"Grade 1 Reisui of Intelligence",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3268,10430,"Smithing","RecipeLevelTable#285","Molybdenum Longsword",1,"Molybdenum Ingot",2,"Tama-hagane Ingot",1,"Durium Nugget",1,"Beetle Glue",1,"",0,"",0,"",0,"",0,"Fire Crystal",5,"Earth Crystal",5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3269,10434,"Smithing","RecipeLevelTable#285","Molybdenum Knuckles",1,"Molybdenum Ingot",2,"Zelkova Lumber",1,"Durium Nugget",2,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3270,10431,"Smithing","RecipeLevelTable#285","Molybdenum War Axe",1,"Molybdenum Ingot",2,"Zelkova Lumber",1,"Marid Leather",1,"Beetle Glue",1,"",0,"",0,"",0,"",0,"Fire Crystal",5,"Earth Crystal",5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3271,17458,"Woodworking","RecipeLevelTable#285","Molybdenum Trident",1,"Zelkova Lumber",2,"Molybdenum Ingot",1,"Marid Leather",1,"Beetle Glue",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Ice Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3272,17459,"Woodworking","RecipeLevelTable#285","Zelkova Longbow",1,"Zelkova Lumber",3,"Steppe Serge",1,"Worsted Yarn",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Ice Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3273,10436,"Smithing","RecipeLevelTable#285","Molybdenum Daggers",1,"Molybdenum Ingot",2,"Gazelle Leather",1,"Durium Nugget",1,"Beetle Glue",1,"",0,"",0,"",0,"",0,"Fire Crystal",5,"Earth Crystal",5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3274,10432,"Smithing","RecipeLevelTable#285","Molybdenum Longblade",1,"Molybdenum Ingot",3,"Tama-hagane Ingot",1,"Durium Nugget",1,"Beetle Glue",1,"",0,"",0,"",0,"",0,"Fire Crystal",5,"Earth Crystal",5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3275,10437,"Smithing","RecipeLevelTable#285","Molybdenum Rimfire",1,"Molybdenum Ingot",2,"Zelkova Lumber",1,"Marid Leather",1,"Black Firesand",1,"",0,"",0,"",0,"",0,"Fire Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3276,17460,"Woodworking","RecipeLevelTable#285","Zelkova Cane",1,"Zelkova Lumber",2,"Palladium Nugget",1,"Durium Nugget",1,"Rhodonite",1,"Growth Formula Theta",1,"",0,"",0,"",0,"Wind Crystal",5,"Ice Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3277,15668,"Goldsmithing","RecipeLevelTable#288","Palladium Rod",1,"Palladium Nugget",2,"Molybdenum Ingot",1,"Durium Nugget",1,"Beetle Glue",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3278,18579,"Alchemy","RecipeLevelTable#285","Gazelleskin Grimoire",1,"Gazelle Leather",2,"Zelkova Lumber",1,"Durium Nugget",1,"Enchanted Palladium Ink",1,"",0,"",0,"",0,"",0,"Water Crystal",5,"Lightning Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3279,18580,"Alchemy","RecipeLevelTable#285","Gazelleskin Codex",1,"Gazelle Leather",2,"Zelkova Lumber",1,"Durium Nugget",1,"Enchanted Palladium Ink",1,"",0,"",0,"",0,"",0,"Water Crystal",5,"Lightning Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3280,15670,"Goldsmithing","RecipeLevelTable#288","Palladium Planisphere",1,"Palladium Nugget",3,"Durium Nugget",1,"Rhodonite",3,"Enchanted Palladium Ink",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3281,10435,"Smithing","RecipeLevelTable#285","Molybdenum Uchigatana",1,"Molybdenum Ingot",3,"Zelkova Lumber",1,"Tiger Leather",1,"Durium Ingot",1,"Slate Whetstone",1,"",0,"",0,"",0,"Fire Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3282,15669,"Goldsmithing","RecipeLevelTable#288","Palladium Tuck",1,"Palladium Nugget",2,"Molybdenum Ingot",1,"Gazelle Leather",1,"Carnelian",1,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3283,11553,"Armorcraft","RecipeLevelTable#288","Molybdenum Kite Shield",1,"Molybdenum Ingot",1,"Tama-hagane Ingot",1,"Persimmon Lumber",1,"",0,"",0,"",0,"",0,"",0,"Ice Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3284,11548,"Armorcraft","RecipeLevelTable#285","Molybdenum Headgear of Fending",1,"Molybdenum Ingot",2,"Gazelle Leather",1,"Twinthread",1,"Grade 1 Reisui of Vitality",1,"",0,"",0,"",0,"",0,"Ice Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3285,12786,"Leatherworking","RecipeLevelTable#288","Gazelleskin Coat of Fending",1,"Gazelle Leather",3,"Twinsilk",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Vitality",2,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3286,12774,"Leatherworking","RecipeLevelTable#285","Gazelleskin Bracers of Fending",1,"Gazelle Leather",2,"Molybdenum Ingot",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Vitality",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3287,14200,"Clothcraft","RecipeLevelTable#288","Twinsilk Slops of Fending",1,"Twinsilk",3,"Gazelle Leather",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Vitality",2,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3288,11557,"Armorcraft","RecipeLevelTable#288","Molybdenum Greaves of Fending",1,"Molybdenum Ingot",2,"Gazelle Leather",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Vitality",1,"",0,"",0,"",0,"",0,"Ice Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3289,11550,"Armorcraft","RecipeLevelTable#285","Molybdenum Plate Belt of Fending",1,"Molybdenum Ingot",2,"Marid Leather",1,"Durium Ingot",1,"Grade 1 Reisui of Vitality",1,"",0,"",0,"",0,"",0,"Ice Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3290,11549,"Armorcraft","RecipeLevelTable#285","Molybdenum Headgear of Maiming",1,"Molybdenum Ingot",2,"Gazelle Leather",1,"Twinthread",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"",0,"Ice Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3291,12787,"Leatherworking","RecipeLevelTable#288","Gazelleskin Corselet of Maiming",1,"Gazelle Leather",3,"Twinsilk",1,"Twinthread",1,"Tama-hagane Ingot",1,"Rhodonite",1,"Grade 1 Reisui of Strength",2,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3292,11554,"Armorcraft","RecipeLevelTable#288","Molybdenum Armguards of Maiming",1,"Molybdenum Ingot",2,"Gazelle Leather",1,"Steppe Serge",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"",0,"Ice Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3293,12793,"Leatherworking","RecipeLevelTable#288","Gazelleskin Brais of Maiming",1,"Gazelle Leather",2,"Twinsilk",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Strength",2,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3294,12779,"Leatherworking","RecipeLevelTable#285","Gazelleskin Open-toed Boots of Maiming",1,"Gazelle Leather",3,"Steppe Serge",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3295,11551,"Armorcraft","RecipeLevelTable#285","Molybdenum Plate Belt of Maiming",1,"Molybdenum Ingot",2,"Marid Leather",1,"Durium Ingot",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"",0,"Ice Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3296,14187,"Clothcraft","RecipeLevelTable#285","Twinsilk Hood of Striking",1,"Twinsilk",2,"Gazelle Leather",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3297,12788,"Leatherworking","RecipeLevelTable#288","Gazelleskin Corselet of Striking",1,"Gazelle Leather",3,"Twinsilk",1,"Twinthread",1,"Tama-hagane Ingot",1,"Kyanite",1,"Grade 1 Reisui of Strength",2,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3298,11555,"Armorcraft","RecipeLevelTable#288","Molybdenum Armguards of Striking",1,"Molybdenum Ingot",2,"Gazelle Leather",1,"Steppe Serge",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"",0,"Ice Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3299,12794,"Leatherworking","RecipeLevelTable#288","Gazelleskin Brais of Striking",1,"Gazelle Leather",2,"Twinsilk",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Strength",2,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3300,12780,"Leatherworking","RecipeLevelTable#285","Gazelleskin Open-toed Boots of Striking",1,"Gazelle Leather",3,"Steppe Serge",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3301,12776,"Leatherworking","RecipeLevelTable#285","Gazelleskin Twinbelt of Striking",1,"Gazelle Leather",2,"Worsted Yarn",1,"Durium Ingot",1,"Grade 1 Reisui of Strength",1,"",0,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3302,14189,"Clothcraft","RecipeLevelTable#285","Twinsilk Turban of Aiming",1,"Twinsilk",2,"Gazelle Leather",1,"Twinthread",1,"Tama-hagane Ingot",1,"Rhodonite",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3303,14195,"Clothcraft","RecipeLevelTable#288","Twinsilk Robe of Aiming",1,"Twinsilk",2,"Gazelle Leather",1,"Steppe Serge",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Dexterity",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3304,12791,"Leatherworking","RecipeLevelTable#288","Gazelleskin Armguards of Aiming",1,"Gazelle Leather",3,"Steppe Serge",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3305,14201,"Clothcraft","RecipeLevelTable#288","Twinsilk Slops of Aiming",1,"Twinsilk",2,"Gazelle Leather",2,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Dexterity",2,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3306,12782,"Leatherworking","RecipeLevelTable#285","Gazelleskin Boots of Aiming",1,"Gazelle Leather",3,"Twinthread",1,"Tama-hagane Ingot",1,"Rubber",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3307,12778,"Leatherworking","RecipeLevelTable#285","Gazelleskin Twinbelt of Aiming",1,"Gazelle Leather",2,"Worsted Yarn",1,"Durium Ingot",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3308,14188,"Clothcraft","RecipeLevelTable#285","Twinsilk Turban of Scouting",1,"Twinsilk",2,"Gazelle Leather",1,"Twinthread",1,"Tama-hagane Ingot",1,"Kyanite",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3309,12789,"Leatherworking","RecipeLevelTable#288","Gazelleskin Corselet of Scouting",1,"Gazelle Leather",3,"Twinsilk",1,"Twinthread",1,"Tama-hagane Ingot",1,"Kyanite",1,"Grade 1 Reisui of Dexterity",2,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3310,11556,"Armorcraft","RecipeLevelTable#288","Molybdenum Armguards of Scouting",1,"Molybdenum Ingot",2,"Gazelle Leather",1,"Steppe Serge",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"",0,"Ice Crystal",5,"Earth Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3311,12795,"Leatherworking","RecipeLevelTable#288","Gazelleskin Brais of Scouting",1,"Gazelle Leather",2,"Twinsilk",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Dexterity",2,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3312,12781,"Leatherworking","RecipeLevelTable#285","Gazelleskin Open-toed Boots of Scouting",1,"Gazelle Leather",3,"Steppe Serge",1,"Twinthread",1,"Tama-hagane Ingot",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3313,12777,"Leatherworking","RecipeLevelTable#285","Gazelleskin Twinbelt of Scouting",1,"Gazelle Leather",2,"Worsted Yarn",1,"Durium Ingot",1,"Grade 1 Reisui of Dexterity",1,"",0,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3314,14191,"Clothcraft","RecipeLevelTable#285","Twinsilk Hood of Healing",1,"Twinsilk",2,"Gazelle Leather",1,"Twinthread",1,"Durium Ingot",1,"Grade 1 Reisui of Mind",1,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3315,12790,"Leatherworking","RecipeLevelTable#288","Gazelleskin Coat of Healing",1,"Gazelle Leather",3,"Twinsilk",1,"Twinthread",1,"Durium Ingot",1,"Grade 1 Reisui of Mind",2,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3316,12775,"Leatherworking","RecipeLevelTable#285","Gazelleskin Bracers of Healing",1,"Gazelle Leather",2,"Molybdenum Ingot",1,"Twinthread",1,"Durium Ingot",1,"Grade 1 Reisui of Mind",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3317,14203,"Clothcraft","RecipeLevelTable#288","Twinsilk Slops of Healing",1,"Twinsilk",3,"Gazelle Leather",1,"Twinthread",1,"Durium Ingot",1,"Grade 1 Reisui of Mind",2,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3318,12784,"Leatherworking","RecipeLevelTable#285","Gazelleskin Boots of Healing",1,"Gazelle Leather",2,"Twinsilk",1,"Twinthread",1,"Rubber",1,"Grade 1 Reisui of Mind",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3319,14193,"Clothcraft","RecipeLevelTable#285","Twinsilk Sash of Healing",1,"Twinsilk",2,"Twinthread",1,"Grade 1 Reisui of Mind",1,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3320,14190,"Clothcraft","RecipeLevelTable#285","Twinsilk Hood of Casting",1,"Twinsilk",2,"Gazelle Leather",1,"Twinthread",1,"Durium Ingot",1,"Grade 1 Reisui of Intelligence",1,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3321,14196,"Clothcraft","RecipeLevelTable#288","Twinsilk Coat of Casting",1,"Twinsilk",2,"Gazelle Leather",1,"Steppe Serge",1,"Twinthread",1,"Durium Ingot",1,"Grade 1 Reisui of Intelligence",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3322,12792,"Leatherworking","RecipeLevelTable#288","Gazelleskin Armguards of Casting",1,"Gazelle Leather",3,"Steppe Serge",1,"Twinthread",1,"Durium Ingot",1,"Grade 1 Reisui of Intelligence",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3323,14202,"Clothcraft","RecipeLevelTable#288","Twinsilk Slops of Casting",1,"Twinsilk",2,"Gazelle Leather",2,"Twinthread",1,"Durium Ingot",1,"Grade 1 Reisui of Intelligence",2,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3324,12783,"Leatherworking","RecipeLevelTable#285","Gazelleskin Boots of Casting",1,"Gazelle Leather",3,"Twinthread",1,"Tama-hagane Ingot",1,"Rubber",1,"Grade 1 Reisui of Intelligence",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3325,14192,"Clothcraft","RecipeLevelTable#285","Twinsilk Sash of Casting",1,"Twinsilk",2,"Twinthread",1,"Grade 1 Reisui of Intelligence",1,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3326,15647,"Goldsmithing","RecipeLevelTable#285","Molybdenum Earring of Fending",1,"Molybdenum Ingot",1,"Palladium Nugget",1,"Grade 1 Reisui of Vitality",1,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,"Fire Crystal",5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
