key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
122,"Enkidu",0,"Enkidus",0,0,1,0,1,"ModelChara#888",100,10,0,0,0,"Independent",0,0,0,8,68,True,False,False,False,False,0,,True,4521,9502,True,0,20,480,28,120,20,"Critter",605,1
123,"wind-up Violet",0,"wind-up Violets",0,0,1,1,0,"ModelChara#901",100,30,0,0,0,"Obedient",0,0,0,8,208,False,True,False,True,False,0,,True,4493,7002,True,0,15,480,22,360,20,"Critter",632,3
124,"wind-up founder",0,"wind-up founders",0,0,1,0,0,"ModelChara#902",100,30,0,0,0,"Obedient",0,0,0,8,213,False,True,False,True,False,0,,True,4492,7003,True,0,15,440,10,0,20,"Critter",620,3
125,"wind-up Dezul Qualan",0,"wind-up Dezul Qualans",0,0,1,0,0,"ModelChara#903",100,30,0,30,0,"Obedient",0,0,0,8,214,False,True,False,True,False,0,,True,4494,7004,True,0,15,460,31,0,30,"Critter",620,3
126,"wind-up kobolder",0,"wind-up kobolders",0,0,1,0,0,"ModelChara#582",100,30,0,0,0,"Obedient",0,0,0,8,215,False,True,False,True,False,0,,True,4495,7006,True,0,10,440,5,360,30,"Critter",600,3
127,"wind-up Sea Devil",0,"wind-up Sea Devils",0,0,1,0,0,"ModelChara#583",100,30,0,0,0,"Obedient",0,0,0,8,216,False,True,False,True,False,0,,True,4496,7007,True,0,25,500,9,0,20,"Critter",620,3
128,"chocobo chick courier",0,"chocobo chick couriers",0,0,1,1,0,"ModelChara#990",100,10,0,0,0,"Independent",0,0,0,8,3,True,False,True,False,True,0,,True,4524,5,True,0,20,405,35,360,30,"Critter",634,1
129,"wind-up Kain",0,"wind-up Kains",0,0,1,0,0,"ModelChara#989",80,10,0,0,0,"Obedient",0,0,0,8,242,False,True,False,True,False,0,"ui/icon/000000/000001.tex",True,4525,12041,True,0,30,440,46,0,20,"Critter",620,3
130,"wind-up Alphinaud",0,"wind-up Alphinauds",0,0,1,0,0,"ModelChara#884",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4519,9008,True,0,10,420,4,120,20,"Critter",633,3
131,"wind-up Alisaie",0,"wind-up Alisaies",0,0,1,1,0,"ModelChara#885",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4520,9009,True,0,15,460,1,120,20,"Monster",616,3
132,"wind-up Tataru",0,"wind-up Tatarus",0,0,1,1,0,"ModelChara#892",100,5,5,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4526,9010,True,0,10,440,12,360,20,"Monster",626,3
133,"wind-up Cid",0,"wind-up Cids",0,0,1,0,0,"ModelChara#891",100,10,5,0,0,"Obedient",0,0,0,8,263,False,True,False,True,False,0,,True,4527,9011,True,0,30,500,35,360,20,"Monster",634,3
134,"unicolt",0,"unicolts",0,0,1,1,0,"ModelChara#890",100,10,0,0,0,"Independent",0,0,0,8,43,True,False,True,False,True,0,,True,4528,3006,True,0,10,415,18,360,30,"Critter",624,1
135,"wind-up Gundu warrior",0,"wind-up Gundu warriors",0,0,1,0,0,"ModelChara#889",100,10,0,0,0,"Obedient",0,0,0,8,87,False,True,True,False,False,0,,True,4557,7010,True,0,10,420,9,0,20,"Critter",620,3
136,"atrophied Atomos",0,"atrophied Atomoses",0,1,1,0,0,"ModelChara#894",100,10,0,0,0,"Independent",0,0,0,8,69,True,False,False,False,False,0,,True,4529,1044,True,0,25,460,22,360,20,"Critter",632,2
137,"owlet",0,"owlets",0,1,1,0,0,"ModelChara#893",100,0,0,0,0,"Independent",2,0,0,8,70,True,False,False,False,True,0,,True,4530,5003,True,0,25,540,43,0,20,"Critter",620,1
138,"ugly duckling",0,"ugly ducklings",0,1,1,0,0,"ModelChara#899",90,20,0,0,0,"Independent",0,0,0,8,71,True,False,True,False,True,0,,True,4531,5004,True,0,20,480,1,30,20,"Critter",601,1
139,"gaelikitten",0,"gaelikittens",0,0,1,0,0,"ModelChara#988",100,10,5,0,0,"Independent",2,0,0,8,72,True,False,False,False,True,0,,True,4532,1045,True,0,15,490,6,30,30,"Monster",606,1
140,"clockwork barrow",0,"clockwork barrows",0,0,1,1,0,"ModelChara#896",100,10,0,0,0,"Obedient",0,0,0,8,0,False,False,False,False,False,0,,True,4533,11506,True,0,10,395,12,360,20,"Critter",626,4
141,"lesser panda",0,"lesser pandas",0,0,1,0,0,"ModelChara#895",70,10,0,0,0,"Independent",1,0,0,8,73,True,False,False,False,True,0,,True,4534,3007,True,0,25,405,34,0,30,"Critter",620,1
142,"page 63",0,"page 63s",0,0,1,0,0,"ModelChara#900",100,10,0,0,0,"Independent",0,0,0,8,74,True,False,False,False,False,0,,True,4535,1046,True,0,10,415,1,120,20,"Critter",605,2
143,"iron dwarf",0,"iron dwarves",0,1,1,0,0,"ModelChara#898",100,10,0,0,0,"Obedient",0,0,0,8,243,False,True,False,True,False,0,,True,4536,1047,True,0,10,360,9,0,20,"Critter",620,2
144,"griffin hatchling",0,"griffin hatchlings",0,0,1,1,0,"ModelChara#897",90,10,5,0,0,"Independent",0,0,0,8,75,True,False,False,False,True,0,,True,4537,1048,True,0,15,310,22,360,20,"Monster",632,2
145,"wind-up Iceheart",0,"wind-up Icehearts",0,0,1,1,0,"ModelChara#1165",100,5,10,0,0,"Obedient",0,0,0,8,269,False,True,False,True,False,0,,True,4538,9020,True,0,25,400,19,30,30,"Monster",611,3
146,"Gestahl",0,"Gestahls",0,0,1,0,1,"ModelChara#1166",100,1,10,0,0,"Independent",0,0,0,8,76,True,False,True,False,True,0,"ui/icon/000000/000001.tex",True,4539,3008,True,0,10,320,21,0,20,"Critter",620,1
147,"steam-powered gobwalker G-VII",0,"steam-powered gobwalkers G-VII",0,0,1,1,0,"ModelChara#1164",100,10,0,0,0,"Independent",0,0,0,8,0,False,False,False,False,False,0,,True,4540,2004,True,0,15,330,32,0,30,"Critter",620,4
148,"behemoth heir",0,"behemoth heirs",0,0,1,0,0,"ModelChara#1162",100,10,0,0,0,"Independent",0,0,0,8,5,True,False,True,False,True,0,,True,4541,1002,True,90,15,400,9,0,20,"Critter",620,2
149,"accompaniment node",0,"accompaniment nodes",0,1,1,0,0,"ModelChara#1163",100,3,8,0,0,"Independent",0,0,0,8,77,True,False,False,True,False,0,,True,4542,11006,True,0,30,630,6,360,30,"Critter",600,4
150,"wind-up Yugiri",0,"wind-up Yugiris",0,0,1,1,0,"ModelChara#1167",100,10,0,0,0,"Obedient",0,0,0,8,271,False,True,False,True,False,0,,True,4543,9021,True,0,15,335,11,360,20,"Critter",617,3
151,"Peridot Carbuncle",0,"Peridot Carbuncles",0,0,1,1,0,"ModelChara#1168",80,10,0,0,0,"Obedient",0,0,0,8,245,False,True,False,True,False,0,,True,4544,10010,True,0,20,430,38,120,20,"Critter",609,1
152,"Heliodor Carbuncle",0,"Heliodor Carbuncles",0,0,1,1,0,"ModelChara#1068",80,10,0,0,0,"Obedient",0,0,0,8,245,False,True,False,True,False,0,,True,4545,10011,True,0,15,610,10,0,20,"Critter",620,1
153,"",0,"",0,0,0,0,0,"ModelChara#0",0,0,0,0,0,"",0,0,0,0,0,False,False,False,False,False,0,,False,0,0,False,0,0,0,0,0,0,"",0,0
154,"gold rush minecart",0,"gold rush minecarts",0,0,1,0,0,"ModelChara#1212",100,10,0,0,0,"Obedient",0,0,0,8,0,False,False,False,False,False,0,,True,4547,11505,True,0,15,445,39,0,20,"Critter",620,4
155,"set of Primogs",0,"sets of Primogs",0,0,1,0,0,"ModelChara#991",50,30,0,0,0,"Obedient",4,0,0,8,233,False,True,False,False,False,0,,True,4523,12,True,0,15,460,11,360,20,"Critter",617,3
156,"wind-up Gnath",0,"wind-up Gnath",0,0,1,0,0,"ModelChara#1169",100,10,0,0,0,"Obedient",0,0,0,8,277,False,True,False,True,False,0,,True,4570,7009,True,0,20,480,12,360,20,"Critter",626,3
157,"paissa brat",0,"paissa brats",0,0,1,0,0,"ModelChara#1170",100,10,0,0,0,"Independent",0,0,0,8,273,True,False,False,True,False,0,,True,4558,1049,True,0,25,620,46,0,20,"Critter",620,2
158,"wind-up Illuminatus",0,"wind-up Illuminati",0,0,1,0,0,"ModelChara#1171",90,10,0,0,0,"Obedient",0,0,0,8,207,False,True,False,True,False,0,,True,4559,7001,True,0,10,390,18,360,30,"Critter",624,3
159,"Pumpkin Butler",0,"Pumpkin Butlers",0,0,1,0,0,"ModelChara#1172",100,10,0,0,0,"Independent",0,0,0,8,42,True,False,True,False,True,0,,True,4548,1025,True,0,15,420,13,30,20,"Critter",613,1
160,"wind-up Echidna",0,"wind-up Echidnas",0,0,1,0,0,"ModelChara#1322",100,10,0,0,0,"Obedient",0,0,0,8,275,False,True,False,True,False,0,,True,4560,2102,True,0,20,410,45,0,60,"Critter",620,2
161,"wind-up Relm",0,"wind-up Relms",0,0,1,0,0,"ModelChara#1176",100,10,0,0,0,"Obedient",0,0,0,8,276,False,True,False,True,False,0,,True,4561,12061,True,0,10,415,10,0,20,"Critter",620,3
162,"hunting hawk",0,"hunting hawks",0,0,1,0,0,"ModelChara#1173",100,10,0,0,0,"Independent",2,0,0,8,78,True,False,False,False,False,0,,True,4562,5005,True,0,20,520,13,30,20,"Critter",604,1
163,"shalloweye",0,"shalloweyes",0,0,1,0,0,"ModelChara#1174",100,10,0,0,0,"Independent",1,0,0,8,79,True,False,False,False,False,0,,True,4563,1050,True,0,15,420,19,30,30,"Critter",613,2
164,"penguin prince",0,"penguin princes",0,0,1,0,0,"ModelChara#1175",100,10,0,0,0,"Independent",0,0,0,8,80,True,False,False,False,False,0,,True,4564,5006,True,130,10,415,36,360,30,"Critter",634,1
165,"clockwork Twintania",0,"clockwork Twintanias",0,0,1,0,0,"ModelChara#1319",100,10,0,0,0,"Obedient",0,0,0,8,81,False,True,False,True,False,0,,True,4565,2001,True,0,25,380,12,360,20,"Critter",618,2
166,"korpokkur kid",0,"korpokkur kids",0,0,1,0,0,"ModelChara#1320",100,10,0,0,0,"Independent",0,0,0,8,82,True,False,False,False,False,0,,True,4566,1051,True,0,15,440,20,120,20,"Critter",605,1
167,"wind-up Firion",0,"wind-up Firions",0,0,1,0,0,"ModelChara#1321",100,10,0,0,0,"Obedient",0,0,0,8,239,False,True,False,True,False,0,,True,4549,12021,True,0,25,600,4,120,20,"Critter",605,3
168,"wind-up Ifrit",0,"wind-up Ifrits",0,0,1,0,0,"ModelChara#1318",100,10,0,0,0,"Obedient",0,0,0,8,83,False,True,False,False,False,0,,True,4567,8001,True,0,20,380,1,120,20,"Critter",610,2
169,"wind-up Garuda",0,"wind-up Garudas",0,0,1,1,0,"ModelChara#1330",90,10,0,0,0,"Obedient",2,0,0,8,83,False,True,False,True,False,0,,True,4572,8002,True,0,20,495,26,360,20,"Critter",619,2
170,"wind-up Titan",0,"wind-up Titans",0,0,1,0,0,"ModelChara#1331",100,10,0,0,0,"Obedient",0,0,0,8,83,False,True,False,True,False,0,,True,4573,8003,True,0,15,380,19,30,30,"Critter",613,2
171,"wind-up Leviathan",0,"wind-up Leviathans",0,0,1,0,0,"ModelChara#1332",100,10,0,0,0,"Obedient",0,0,0,8,83,False,True,False,True,False,0,,True,4574,8004,True,0,30,455,32,0,40,"Critter",620,2
172,"wind-up Zundu warrior",0,"wind-up Zundu warriors",0,0,1,0,0,"ModelChara#1423",100,10,0,0,0,"Obedient",0,0,0,8,87,False,True,False,True,False,0,,True,4569,7010,True,0,25,630,11,360,20,"Critter",617,3
173,"wind-up Haurchefant",0,"wind-up Haurchefants",0,0,1,0,0,"ModelChara#1334",100,10,2,0,0,"Obedient",0,0,0,8,272,False,True,False,True,False,0,,True,4568,9022,True,0,30,530,10,0,20,"Critter",620,3
174,"wind-up Nero tol Scaeva",0,"wind-up Nero tol Scaevas",0,0,1,0,0,"ModelChara#1335",100,10,0,0,0,"Obedient",0,0,0,8,278,False,True,False,True,False,0,,True,4575,9023,True,0,20,420,49,0,30,"Critter",620,3
175,"wind-up Vath",0,"wind-up Vath",0,0,1,0,0,"ModelChara#1343",100,10,0,0,0,"Obedient",0,0,0,8,277,False,True,False,True,False,0,,True,4571,7008,True,0,15,430,17,0,20,"Critter",620,3
176,"faustlet",0,"faustlets",0,0,1,0,0,"ModelChara#1458",100,10,0,0,0,"Obedient",0,0,0,8,236,False,True,False,True,False,0,,True,4576,2003,True,0,30,390,1,30,60,"Critter",604,2
177,"dress-up Y'shtola",0,"dress-up Y'shtolas",0,0,1,0,0,"ModelChara#1333",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4596,9001,True,0,25,480,22,360,20,"Critter",632,3
178,"Calca",0,"Calcas",0,0,1,1,0,"ModelChara#1461",100,0,10,0,0,"Obedient",4,0,0,8,270,False,True,False,True,False,0,,True,4577,1052,True,0,10,370,51,360,20,"Monster",618,2
179,"Brina",0,"Brinas",0,0,1,1,0,"ModelChara#1462",100,0,10,0,0,"Obedient",4,0,0,8,270,False,True,False,True,False,0,,True,4578,1053,True,0,15,410,50,360,20,"Monster",617,2
180,"morpho",0,"morphos",0,0,1,0,0,"ModelChara#1459",80,20,0,0,0,"Independent",3,0,0,8,304,False,False,False,False,False,0,,True,4579,1054,True,0,20,470,20,120,30,"Critter",602,1
181,"Poro Roggo",0,"Poro Roggos",0,0,1,0,1,"ModelChara#1466",100,10,0,0,0,"Independent",0,0,0,8,305,True,False,True,False,True,0,,True,4580,1055,True,0,20,420,38,30,20,"Critter",640,1
182,"spoony bard",0,"spoony bards",0,0,1,0,0,"ModelChara#1484",100,10,0,0,0,"Obedient",0,0,0,8,306,False,True,False,True,False,0,,True,4581,12042,True,0,15,400,12,360,20,"Critter",619,3
183,"Fenrir pup",0,"Fenrir pups",0,0,1,0,0,"ModelChara#1467",100,10,0,0,0,"Independent",0,0,0,8,307,True,False,True,False,True,0,,True,4582,1056,True,0,15,380,11,360,20,"Critter",617,2
184,"wind-up dragonet",0,"wind-up dragonets",0,0,1,0,0,"ModelChara#1463",100,10,0,0,0,"Obedient",2,0,0,8,308,False,True,False,True,True,0,,True,4597,7011,True,0,30,510,1,30,20,"Critter",601,1
185,"wind-up Ramuh",0,"wind-up Ramuhs",0,0,1,0,0,"ModelChara#1544",90,10,0,0,0,"Obedient",0,0,0,8,83,False,True,False,True,False,0,,True,4598,8005,True,0,25,515,1,30,30,"Critter",603,2
186,"wind-up Shiva",0,"wind-up Shivas",0,0,1,0,0,"ModelChara#1545",90,10,0,0,0,"Obedient",0,0,0,8,83,False,True,False,True,False,0,,True,4599,8006,True,0,10,420,19,30,30,"Critter",611,2
187,"Piggy",0,"Piggies",0,0,1,0,1,"ModelChara#1465",100,2,0,0,30,"Independent",0,0,0,8,311,True,False,False,True,True,0,,True,4600,12902,True,0,10,375,29,360,20,"Critter",623,1
188,"magic bucket",0,"magic buckets",0,0,1,0,0,"ModelChara#1464",100,5,1,0,0,"Obedient",0,0,0,8,0,False,False,False,True,False,0,,True,4601,11509,True,0,15,530,18,360,30,"Critter",624,4
189,"calamari",0,"calamari",0,0,1,0,0,"ModelChara#1469",100,10,0,0,0,"Independent",0,0,0,8,313,True,False,False,True,False,0,,True,4602,1057,True,0,25,480,38,30,20,"Critter",640,2
190,"baby brachiosaur",0,"baby brachiosaurs",0,0,1,0,0,"ModelChara#1470",100,10,0,0,0,"Obedient",0,0,0,8,314,False,True,False,True,False,0,,True,4603,1058,True,0,30,490,23,30,20,"Critter",613,3
191,"wind-up cheerleader",0,"wind-up cheerleaders",0,0,1,0,0,"ModelChara#1468",100,0,10,0,0,"Independent",6,0,0,8,315,False,True,False,True,False,0,"ui/icon/000000/000001.tex",True,4604,10013,True,0,15,440,11,360,20,"Critter",617,3
192,"wind-up Krile",0,"wind-up Kriles",0,0,1,0,0,"ModelChara#1336",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4605,9012,True,0,10,390,12,360,20,"Critter",626,3
193,"wind-up Aymeric",0,"wind-up Aymerics",0,0,1,0,0,"ModelChara#1547",100,10,0,0,0,"Obedient",0,0,0,8,317,False,True,False,True,False,0,,True,4606,9024,True,0,30,465,34,0,30,"Critter",620,3
194,"pegasus colt",0,"pegasus colts",0,0,1,0,0,"ModelChara#1650",100,10,0,0,0,"Independent",0,0,0,8,318,True,False,True,False,True,0,,True,4613,1059,True,0,25,500,18,360,30,"Critter",624,1
195,"wind-up Calofisteri",0,"wind-up Calofisteris",0,0,1,0,0,"ModelChara#1546",100,10,0,0,0,"Obedient",0,0,0,8,319,False,True,True,False,False,0,,True,4607,2103,True,0,25,440,10,0,20,"Critter",620,2
196,"wind-up sasquatch",0,"wind-up sasquatches",0,0,1,0,0,"ModelChara#1386",100,10,0,0,0,"Obedient",0,0,0,8,320,False,True,False,True,False,0,,True,4608,1060,True,0,15,420,37,0,20,"Critter",620,2
197,"dwarf rabbit",0,"dwarf rabbits",0,0,1,0,0,"ModelChara#1387",100,10,0,0,0,"Independent",0,0,0,8,321,True,False,True,False,True,0,,True,4609,3009,True,0,20,450,36,360,30,"Critter",634,1
198,"hecteye",0,"hecteyes",0,0,1,0,0,"ModelChara#1385",100,10,0,0,0,"Independent",0,0,0,8,322,True,False,True,False,True,0,,True,4610,1061,True,0,10,450,19,120,30,"Critter",608,2
199,"Taoist moogle",0,"Taoist moogles",0,0,1,0,0,"ModelChara#1548",100,10,0,0,0,"Obedient",4,0,0,8,233,False,True,False,True,False,0,,True,4611,13,False,0,10,410,38,120,20,"Critter",614,3
200,"Jibanyan",0,"Jibanyans",0,0,1,0,0,"ModelChara#1390",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,True,False,True,0,,True,4584,13003,False,0,25,620,1,30,20,"Critter",606,2
201,"Komasan",0,"Komasans",0,0,1,0,0,"ModelChara#1391",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,True,False,True,0,,True,4586,13004,False,0,20,520,35,360,20,"Critter",634,2
202,"Whisper",0,"Whispers",0,0,1,0,0,"ModelChara#1392",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,False,True,False,0,,True,4592,13005,False,0,15,420,14,30,20,"Critter",621,2
203,"Blizzaria",0,"Blizzarias",0,0,1,0,0,"ModelChara#1393",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,True,False,True,0,,True,4594,13006,False,90,10,360,11,360,30,"Critter",617,2
204,"Kyubi",0,"Kyubis",0,0,1,0,0,"ModelChara#1394",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,True,False,True,0,,True,4591,13007,False,0,25,630,1,120,20,"Critter",610,2
205,"Komajiro",0,"Komajiros",0,0,1,0,0,"ModelChara#1395",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,True,False,True,0,,True,4587,13008,False,0,15,510,20,120,20,"Critter",633,2
206,"Manjimutt",0,"Manjimutts",0,0,1,0,0,"ModelChara#1396",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,False,True,True,0,,True,4595,13009,False,0,15,530,1,120,20,"Critter",627,2
207,"Noko",0,"Nokos",0,0,1,0,0,"ModelChara#1397",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,True,False,True,0,,True,4588,13010,False,0,20,650,27,360,30,"Critter",615,2
208,"Venoct",0,"Venocts",0,0,1,0,0,"ModelChara#1398",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,True,False,True,0,,True,4590,13011,False,0,30,630,1,120,20,"Critter",605,2
209,"Shogunyan",0,"Shogunyans",0,0,1,0,0,"ModelChara#1399",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,False,True,True,0,,True,4583,13012,False,0,20,650,4,30,20,"Critter",604,2
210,"Hovernyan",0,"Hovernyans",0,0,1,0,0,"ModelChara#1400",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,True,False,True,0,,True,4585,13013,False,0,10,365,1,30,30,"Critter",606,2
211,"Robonyan F-type",0,"Robonyan F-types",0,0,1,0,0,"ModelChara#1401",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,True,False,True,0,,True,4593,13014,False,0,10,400,5,360,30,"Critter",600,2
212,"USApyon",0,"USApyons",0,1,1,0,0,"ModelChara#1402",100,10,0,0,0,"Independent",0,0,0,8,324,True,False,False,True,True,0,,True,4589,13015,False,0,15,550,1,30,20,"Critter",612,2
213,"",0,"",0,0,0,0,0,"ModelChara#0",0,0,0,0,0,"",0,0,0,0,0,False,False,False,False,False,0,,False,0,0,False,0,0,0,0,0,0,"",0,0
214,"Namingway",0,"Namingways",0,0,1,0,0,"ModelChara#1614",100,0,10,0,0,"Independent",0,0,0,8,325,True,False,False,False,True,0,,True,4614,12043,True,0,20,450,29,360,20,"Critter",623,3
215,"toy Alexander",0,"toy Alexanders",0,0,1,0,0,"ModelChara#1618",100,10,0,0,0,"Independent",0,0,0,8,326,False,False,False,False,False,0,,True,4615,2006,True,0,25,600,12,360,20,"Critter",626,2
216,"shaggy shoat",0,"shaggy shoats",0,0,1,0,0,"ModelChara#1615",100,10,0,0,0,"Independent",0,0,0,8,327,True,False,False,False,True,0,,True,4616,1062,True,0,30,450,11,360,20,"Critter",617,1
217,"dress-up Thancred",0,"dress-up Thancreds",0,0,1,0,0,"ModelChara#1616",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4617,9003,True,0,15,420,19,120,30,"Critter",608,3
218,"dress-up Alisaie",0,"dress-up Alisaies",0,0,1,0,0,"ModelChara#1617",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4618,9009,True,0,10,390,9,0,20,"Critter",620,3
219,"wind-up Edda",0,"wind-up Eddas",0,0,1,0,0,"ModelChara#1626",100,10,0,0,0,"Obedient",0,0,0,8,330,False,True,False,False,False,0,,True,4619,9025,True,0,25,420,14,30,20,"Critter",604,2
220,"wind-up Yuna",0,"wind-up Yunas",0,0,1,0,0,"ModelChara#1611",100,10,0,0,0,"Obedient",0,0,0,8,331,False,True,False,True,False,0,,True,4620,12101,True,0,30,500,27,360,30,"Critter",615,3
221,"wind-up Rikku",0,"wind-up Rikkus",0,0,1,0,0,"ModelChara#1612",100,10,0,0,0,"Obedient",0,0,0,8,331,False,True,False,True,False,0,,True,4621,12102,True,0,15,420,35,360,25,"Critter",634,3
222,"wind-up Lulu",0,"wind-up Lulus",0,0,1,0,0,"ModelChara#1613",100,10,0,0,0,"Obedient",0,0,0,8,331,False,True,False,True,False,0,,True,4622,12103,True,0,20,430,1,120,20,"Critter",616,3
223,"",0,"",0,0,0,0,0,"ModelChara#0",0,0,0,0,0,"",0,0,0,0,0,False,False,False,False,False,0,,False,0,0,False,0,0,0,0,0,0,"",0,0
224,"wind-up Moenbryda",0,"wind-up Moenbrydas",0,0,1,0,0,"ModelChara#1651",100,10,0,0,0,"Obedient",0,0,0,8,262,False,True,False,True,False,0,,True,4624,9013,True,0,10,400,32,0,30,"Critter",620,3
225,"Continental eye",0,"Continental eyes",0,0,1,0,0,"ModelChara#1769",100,30,0,0,0,"Independent",0,0,0,8,30,True,False,False,True,True,0,,True,4625,1024,True,0,15,430,28,120,20,"Critter",605,2
226,"bullpup",0,"bullpups",0,0,1,0,0,"ModelChara#1690",100,30,0,0,0,"Independent",0,0,0,8,88,True,False,True,False,True,0,,True,4626,1063,True,0,10,420,22,360,20,"Critter",632,1
227,"angel of mercy",0,"angels of mercy",0,1,1,0,0,"ModelChara#1691",100,30,0,0,0,"Obedient",0,0,0,8,335,False,True,True,False,False,0,,True,4627,10014,True,0,15,450,39,0,20,"Critter",620,3
228,"wind-up Estinien",0,"wind-up Estiniens",0,0,1,0,0,"ModelChara#1693",100,30,0,0,0,"Obedient",0,0,0,8,336,False,True,False,True,False,233,"ui/icon/000000/000001.tex",True,4628,9026,True,0,10,380,40,0,30,"Critter",631,3
229,"wind-up Hraesvelgr",0,"wind-up Hraesvelgrs",0,0,1,0,0,"ModelChara#1694",100,30,0,0,0,"Obedient",0,0,0,8,269,False,True,True,False,False,0,,True,4629,9505,True,0,25,500,29,360,20,"Critter",623,2
230,"Gigi",0,"Gigis",0,0,1,0,1,"ModelChara#1695",100,30,0,0,0,"Obedient",0,0,0,8,268,False,True,False,True,False,0,,True,4630,10005,True,0,20,445,31,0,30,"Critter",620,3
231,"anima",0,"animas",0,1,1,0,0,"ModelChara#1697",100,30,0,0,0,"Independent",0,0,0,8,338,True,False,True,False,True,0,,True,4631,10015,True,0,25,480,11,360,20,"Critter",618,3
232,"wind-up Scathach",0,"wind-up Scathachs",0,0,1,0,0,"ModelChara#1782",100,30,0,0,0,"Obedient",0,0,0,8,339,False,True,False,True,False,0,,True,4632,2104,True,0,10,420,38,120,20,"Monster",609,2
233,"wind-up Nidhogg",0,"wind-up Nidhoggs",0,0,1,0,0,"ModelChara#1783",100,30,0,0,0,"Obedient",0,0,0,8,340,False,True,False,True,False,228,,True,4633,9506,True,0,30,450,1,120,20,"Critter",616,2
234,"hellpup",0,"hellpups",0,0,1,0,0,"ModelChara#1791",100,30,0,0,0,"Independent",0,0,0,8,89,True,False,True,False,True,0,,True,4634,1064,True,0,15,420,43,0,20,"Critter",620,1
235,"wind-up Ohl Deeh",0,"wind-up Ohl Deehs",0,0,1,0,0,"ModelChara#1856",100,10,0,0,0,"Obedient",2,0,0,8,308,False,True,False,True,True,0,,True,4636,7012,True,0,20,450,35,360,30,"Critter",634,1
236,"wind-up moon",0,"wind-up moons",0,0,1,0,0,"ModelChara#1855",100,0,0,0,0,"Stationary",8,0,0,8,0,False,False,False,False,False,0,,True,4637,11502,True,0,30,500,11,360,20,"Critter",617,4
237,"castaway chocobo chick",0,"castaway chocobo chicks",0,0,1,0,0,"ModelChara#1696",100,30,0,0,0,"Independent",0,0,0,8,3,True,False,True,False,True,0,,True,4638,9,True,0,25,580,4,30,20,"Critter",604,1
238,"wind-up Bartz",0,"wind-up Bartzes",0,0,1,0,0,"ModelChara#1692",100,30,0,0,0,"Independent",0,0,0,8,279,False,True,False,True,False,0,,True,4639,12051,True,0,30,450,5,360,30,"Monster",619,3
239,"wind-up red mage",0,"wind-up red mages",0,0,1,0,0,"ModelChara#1698",100,30,0,0,0,"Obedient",0,0,0,8,223,False,True,False,True,False,0,,True,4640,12011,True,0,20,445,18,360,30,"Critter",624,3
240,"faepup",0,"faepups",0,0,1,0,0,"ModelChara#1859",100,30,0,0,0,"Independent",0,0,0,8,89,True,False,True,False,True,0,,True,4635,1065,True,0,20,440,34,0,30,"Critter",620,1
241,"odder otter",0,"odder otters",0,1,1,0,0,"ModelChara#1786",100,30,0,0,0,"Independent",0,0,0,8,280,True,False,True,False,True,0,,True,4641,4003,True,0,20,500,23,120,30,"Critter",631,1
242,"fox kit",0,"fox kits",0,0,1,0,0,"ModelChara#1784",100,10,0,0,0,"Independent",0,0,0,8,281,True,False,True,False,True,0,,True,4642,3010,True,0,25,500,27,360,30,"Monster",615,1
243,"Tora-jiro",0,"Tora-jiros",0,0,1,0,0,"ModelChara#1785",100,10,0,0,0,"Independent",0,0,0,8,13,True,False,True,False,True,0,,True,4643,3011,True,90,20,440,19,120,30,"Critter",608,1
244,"tiny tatsunoko",0,"tiny tatsunoko",0,0,1,0,0,"ModelChara#1787",100,10,0,0,0,"Independent",0,0,0,8,282,True,False,True,False,True,0,,True,4644,1066,True,0,10,300,49,0,30,"Critter",620,1
245,"bombfish",0,"bombfish",0,0,1,0,0,"ModelChara#1790",100,10,0,0,0,"Independent",0,0,0,8,284,True,False,True,False,False,0,,True,4645,1067,True,90,10,470,12,360,20,"Critter",626,2
