key,0
3122,"Einladung bestätigen"
3130,"Einstellungen"
3131,"Tipp einige Buchstaben des Gegenstands ein und klick auf „Suche“.
Maximal 100 Ergebnisse werden angezeigt.
Mit den Oben-/Unten-Tasten oder <CommandIcon(5)/> lassen sich vergangene Eingaben anzeigen."
3132,"EINSTELLUNGEN DER GEGENSTANDSSUCHE"
3133,""
3134,"Wähle einen Suchmodus."
3135,"Suche nach Wortanfang"
3136,"Suche nach Wortteil"
3137,"Sucht Gegenstände, die mit der eingetippten Zeichenfolge beginnen. Zeigt die Zahl der Angebote sowie Wunschlisten-Markierungen."
3138,"Sucht Gegenstände, die die eingetippte Zeichenfolge enthalten. Die Zahl der Angebote und ob sie auf deiner Wunschliste stehen, wird aber nicht angezeigt."
3139,"Ok"
3140,"La Noscea"
3141,"Finsterwald"
3142,"Thanalan"
3143,"Ishgard und Umgebung"
3144,"Gyr Abania"
3145,"Othard"
3146,"Andere"
3147,"Norvrandt"
3148,"Ilsabard"
3150,"REITTIERGESCHWINDIGKEIT"
3151,""
3152,"Region"
3153,"Ge<SoftHyphen/>schwindig<SoftHyphen/>keit"
3154,"Reit<SoftHyphen/>tier<SoftHyphen/>geschwindig<SoftHyphen/>keit"
3160,"Tipps"
3161,"Beginnen"
3162,"Abbrechen"
3163,"Schließen"
3164,"<Sheet(ClassJobCategory,IntegerParameter(1),0)/>"
3165,"GILDENGEHEISSE"
3166,""
3167,"Gildengeheiße"
3180,"PVP-CHARAKTER"
3181,""
3185,"Pro<SoftHyphen/>jektions<SoftHyphen/>platte"
3189,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>※ Ausrüstung, die mehrere Plätze belegt, wird nur an einem Platz angezeigt.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3190,"Ausrüstung optimieren"
3191,"AUSRÜSTUNG OPTIMIEREN"
3192,""
3193,"Anlegen"
3194,"Die optimale Ausrüstung für  die Klasse bzw. den Job <Sheet(ClassJob,IntegerParameter(1),0)/> wurde angelegt."
3195,"Dein Arsenal enthält keine passende Ausrüstung für die Klasse bzw. den Job <Sheet(ClassJob,IntegerParameter(1),0)/>."
3196,"Momentane Ausrüstung"
3197,"Optimierte Ausrüstung"
3198,"---"
3199,"Optimale Ausrüstung wird gesucht ..."
3200,"<Format(IntegerParameter(1),FF022E)/>"
3201,"Routine"
3202,"Gil"
3203,"Erfolg"
3204,"Fehlschlag"
3205,"Flottentaler"
3206,"Ordenstaler"
3207,"Legionstaler"
3208,"Verbleibende Zeit: <Value>IntegerParameter(1)</Value>:<TwoDigitValue>IntegerParameter(2)</TwoDigitValue>
Fortschritt: <Value>IntegerParameter(3)</Value><Indent/>%"
3210,"<CommandIcon(13)/>"
3211,"<CommandIcon(12)/>"
3213,"<CommandIcon(13)/>"
3214,"<CommandIcon(12)/>"
3215,"<CommandIcon(23)/> Scrollen  <CommandIcon(12)/>+<CommandIcon(23)/> Zoomen  <CommandIcon(13)/> Teleport"
3216,"<If(IntegerParameter(3))><Switch(IntegerParameter(3))><Case(1)><Gui(68)/></Case><Case(2)><Gui(67)/></Case></Switch><Else/></If><Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>
(<Format(IntegerParameter(2),FF022E)/>)  "
3217,"Für <Format(IntegerParameter(2),FF022E)/> an den Ätheryten „<If(IntegerParameter(3))><Switch(IntegerParameter(3))><Case(1)><Gui(68)/></Case><Case(2)><Gui(67)/></Case></Switch><Else/></If><Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>“ teleportieren?"
3218,"<Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>
Nicht harmonisiert"
3219,"<If(IntegerParameter(3))><Switch(IntegerParameter(3))><Case(1)><Gui(68)/></Case><Case(2)><Gui(67)/></Case></Switch><Else/></If><Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>"
3220,"LP"
3221,"MP"
3222,"TP"
3223,"HP"
3224,"SP"
3225,"ATTRIBUTE"
3226,"Stärke"
3227,"Konstitution"
3228,"Geschick"
3229,"Intelligenz"
3230,"Willenskraft"
3231,"Frömmigkeit"
3232,"ELEMENTE"
3233,"<Gui(56)/> Feuer"
3234,"<Gui(61)/> Wasser"
3235,"<Gui(60)/> Blitz"
3236,"<Gui(58)/> Wind"
3237,"<Gui(59)/> Erde"
3238,"<Gui(57)/> Eis"
3239,"ANGRIFF"
3240,"Direkter Treffer"
3241,"Kritischer Treffer"
3242,"Ent<SoftHyphen/>schlos<SoftHyphen/>sen<SoftHyphen/>heit"
3243,"ABWEHR"
3244,"Verteidigung"
3245,"Unbeugsamkeit"
3246,"Magieabwehr"
3247,"PHYSISCHE ATTRIBUTE"
3248,"Stärke der Attacke"
3249,"Schnelligkeit"
3250,"NAHKAMPF-RESISTENZ"
3251,"Hieb"
3252,"Stich"
3253,"Schlag"
3254,"MAGIE"
3255,"Offensivmagie"
3256,"Heilmagie"
3257,"Zaubertempo"
3258,"PvP-ATTRIBUTE"
3259,"Moral"
3260,"SYNTHESE"
3261,"Kunst<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>keit"
3262,"Kontrolle"
3263,"SAMMELN"
3264,"Sammelgeschick"
3265,"Expertise"
3266,"Bonus"
3267,"Waffe ziehen/wegstecken"
3268,"Weggesteckte Waffen/Werkzeuge anzeigen"
3269,"Ausrüstung am Kopf anzeigen"
3270,"Zurück zur Frontalansicht"
3271,"Stick bewegt Charaktermodell (nur Controller)"
3272,"AUSRÜSTUNG"
3273,"Ø Gegen<SoftHyphen/>stands<SoftHyphen/>stufe"
3274,"Die durchschnittliche Stufe der Aus<SoftHyphen/>rüstungs<SoftHyphen/>gegen<SoftHyphen/>stände, die du angelegt hast. Je höher sie ist, desto schwierigere Aufgaben kannst du über die Inhaltssuche annehmen."
3275,"Verwertungsgeschick"
3276,"VERWERTUNGSGESCHICK"
3277,""
3278,"Gesamt"
3279,"Schließen"
3280,"STAATSTALER EINTAUSCHEN"
3281,""
3282,"Gegenstand"
3283,"Menge"
3284,"Staatstaler"
3285,"Rang"
3286,"Besitz"
3287,"Es gibt keine Gegenstände, die du eintauschen könntest."
3288,"ROLLE"
3290,"<Format(IntegerParameter(3),FF022E)/> Staatstaler gegen <If(Equal(IntegerParameter(2),1))><SheetDe(Item,1,IntegerParameter(1),1,4,1)/><Else/><Format(IntegerParameter(2),FF022E)/> <SheetDe(Item,5,IntegerParameter(1),2,4,1)/></If> eintauschen?"
3291,"Zurück"
3292,"Nur Mitglieder <SheetDe(GrandCompany,2,IntegerParameter(1),1,2,1)/> können hier Waren und Dienste erhalten."
3300,"Kommandomenü belegen"
3301,"Drück eine Tastenkombination,
um sie mit einem Kommando zu belegen."
3302,"<CommandIcon(9)/> Abbrechen"
3303,"Im Kommandomenü anlegen"
3304,"Element wird aus dem Kommandomenü entfernt."
3310,"Die Kommandobelegung der Slots wird geändert."
3311,"Bestätigen"
3312,"Abbrechen"
3320,"Kommandomenü bearbeiten"
3321,"Wähle einen Slot mit der Tastenkombination aus,
mit der du das Kommando dort normalerweise benutzt. "
3322,"Wähle nun einen neuen Slot für das Kommando aus.
Um das Kommando zu entfernen,
wähle denselben Slot nochmals aus. "
3323,"<Gui(19)/> Beenden"
3324,"<CommandIcon(9)/> Auswahl aufheben　<Gui(19)/> Beenden"
3330,"<CommandIcon(12)/><CommandIcon(13)/> Umblättern"
3335,"<CommandIcon(10)/> Im Kommandomenü anlegen"
3340,"CONTROLLER-ZIELMODUS"
3341,"<CommandIcon(14)/> L-Klick <CommandIcon(15)/> R-Klick <CommandIcon(12)/>+<Gui(17)/> Modus beenden"
3342,"<CommandIcon(12)/>+<Gui(17)/> Virtuelle Maus ein/aus"
3343,"BODEN-ZIELMODUS"
3344,"<CommandIcon(13)/>+<CommandIcon(20)/> Cursor bewegen<CommandIcon(13)/>+<Gui(16)/> Cursor zurücksetzen"
3350,"ERRUNGENSCHAFTEN"
3351,""
3352,"Punkte"
3353,"Kategorie"
3354,"Vergütung"
3355,"Keine Errungenschaften vorhanden."
3356,"Legacy"
3357,"Titel <Highlight>StringParameter(1)</Highlight>"
3358,"Aktuell"
3359,"Kürzlich erhalten"
3360,"Errungenschaft freigespielt!"
3361,"<Switch(IntegerParameter(1))><Case(1)>Alle anzeigen</Case><Case(2)>Nur Erledigte</Case><Case(3)>Nur Unerledigte</Case></Switch>"
3362,"Daten werden ermittelt ..."
3363,"<Format(IntegerParameter(1),FF022E)/>/<Format(IntegerParameter(2),FF022E)/>"
3364,"<CommandIcon(10)/><CommandIcon(8)/> Untermenü"
3365,"Währung"
3366,"Errungenschaftspunkte"
3367,"Hilfetext anzeigen"
3368,"Belohnung entgegennehmen
Belohnungen für abgeschlossene Errungenschaften können im Reiter „Gegenstände“ entgegengenommen werden.


Errungen<SoftHyphen/>schafts<SoftHyphen/>zerti<SoftHyphen/>fikate
Mit jeder erfüllten Errungenschaft sammelst du Punkte, für die Jonathas in Alt-Gridania bei Erreichen von bestimmten Punktzahlen Errungen<SoftHyphen/>schafts<SoftHyphen/>zerti<SoftHyphen/>fikate ausstellt. Tausche diese Zertifikate bei ihm gegen besondere Gegenstände ein."
3369,"Kurz vor Abschluss"
3370,"Aktuelles Areal"
3371,"Weitere Errungenschaften anzeigen"
3372,"Als Login-Benachrichtigung anzeigen"
3373,"Kurz vor Abschluss:"
3374,"Merkliste"
3375,"Füge maximal 30 Errungenschaften der Merkliste hinzu,
um den Fortschritt leichter im Auge behalten zu können."
3376,"Zur Merkliste hinzufügen"
3377,"Von der Merkliste entfernen"
3378,"Abgeschlossene Errungenschaften anzeigen"
3379,"Noch nicht abgeschlossene Errungenschaften anzeigen"
3380,"Errungenschaften anzeigen, die Titel gewähren"
3381,"Errungenschaften anzeigen, die sonstige Gegenstände gewähren"
3382,"Aktuelle Filter anzeigen"
3383,"Es sind keine Errungenschaften vorhanden, die den Filtereinstellungen entsprechen."
3384,"???"
3385,"???"
3386,"Suchen"
3387,"Gib eine Zeichenfolge ein, nach der in den Tutorials gesucht werden soll. Beachte die Groß- und Kleinschreibung."
3388,"Keine passenden Einträge gefunden."
3389,"Suchergebnisse"
3390,"TUTORIALTEXTE"
3391,""
3392,"Maus/Tastatur"
3393,"Controller"
3394,"Keine Einträge vorhanden."
3395,"※ Texte für Steuerung mit dem Controller"
3396,"<Value>IntegerParameter(1)</Value>-<Value>IntegerParameter(2)</Value>"
3401,"Bestätigen"
3402,"Abbrechen"
3403,"Gegenstand"
3404,"Preis"
3405,"Vorrat"
3406,"<Value>IntegerParameter(2)</Value> <If(Equal(IntegerParameter(2),1))><Clickable(<SheetDe(Item,5,IntegerParameter(1),1,4,1)/>)/><Else/><SheetDe(Item,5,IntegerParameter(1),2,4,1)/></If> für <Format(IntegerParameter(3),FF022E)/> Gil kaufen?"
3407,"<Clickable(<SheetDe(Item,1,IntegerParameter(1),IntegerParameter(2),4,1)/>)/> für <Format(IntegerParameter(3),FF022E)/> Gil verkaufen?"
3408,"An den Händler verkaufen"
3411,"Tauschen"
3412,"Abbrechen"
3415,"Nur neu hinzugefügte anzeigen"
3416,"Keine Artikel vorhanden"
3420,"Dein Rang in der Ge<SoftHyphen/>sell<SoftHyphen/>schaft ist nicht hoch genug. "
3421,"Du hast nicht genügend Ge<SoftHyphen/>sell<SoftHyphen/>schaftstaler."
3422,"Das Kommando „<Sheet(CompanyAction,IntegerParameter(1),0)/>“ für <Format(IntegerParameter(2),FF022E)/> Taler kaufen?"
3423,"Keine aktiven Kommandos."
3424,"Keine inaktiven Kommandos."
3425,"Du hast nicht das Recht, Ge<SoftHyphen/>sell<SoftHyphen/>schaftskommandos zu benutzen."
3430,"Aktive Kommandos"
3431,"Inaktive Kommandos"
3432,"Keine aktiven Kommandos vorhanden."
3433,"Keine inaktiven Kommandos vorhanden."
3434,"Du hast nicht das Recht, Ge<SoftHyphen/>sell<SoftHyphen/>schaftskommandos zu benutzen."
3440,"HEROLDSBILD-FARBEN"
3441,""
3442,"Bestätigen"
3443,"Abbrechen"
3444,"Farbe 1"
3445,"Farbe 2"
3450,"WAPPEN ANBRINGEN"
3451,""
3452,"Wappen hinzufügen"
3453,"Wappen entfernen"
3454,"Ausrüstung"
3455,"Allen hinzufügen"
3456,"Gegenstand"
3457,"Gebühr"
3458,"Gesamt: <Format(IntegerParameter(1),FF022E)/>"
3459,"Du hast keine Ausrüstung, die ein Wappen tragen könnte."
3460,"GESELLSCHAFTSTALER EINTAUSCHEN"
3461,""
3462,"Rang"
3463,"Kommando"
3464,"Rang"
3465,"Taler"
3466,"Du besitzt nicht das Recht, Ge<SoftHyphen/>sell<SoftHyphen/>schaftstaler zu verwenden."
3467,"Aktive Kommandos"
3468,"Inaktive Kommandos"
3469,""
3470,"Gegenstand"
3471,"Menge"
3472,"Besitz"
3473,"<Clickable(<If(Equal(IntegerParameter(3),1))><SheetDe(Item,1,IntegerParameter(1),1,4,1)/><Else/><SheetDe(Item,1,IntegerParameter(1),IntegerParameter(3),4,1)/></If>)/> für <Format(IntegerParameter(2),FF022E)/> Ge<SoftHyphen/>sell<SoftHyphen/>schaftstaler erwerben?"
3474,"Das Ge<SoftHyphen/>sell<SoftHyphen/>schaftswappen für <Format(IntegerParameter(2),FF022E)/> Gil an <SheetDe(Item,2,IntegerParameter(1),1,3,1)/> anbringen?"
3475,"Das Ge<SoftHyphen/>sell<SoftHyphen/>schaftswappen für <Format(IntegerParameter(1),FF022E)/> Gil an diesen Gegenständen anbringen?"
3476,"Das Ge<SoftHyphen/>sell<SoftHyphen/>schaftswappen von <SheetDe(Item,2,IntegerParameter(1),1,3,1)/> entfernen?"
3477,"Das Ge<SoftHyphen/>sell<SoftHyphen/>schaftswappen von diesen Gegenständen entfernen?"
3478,"Diese Funktion ist nur für Mitglieder der Ge<SoftHyphen/>sell<SoftHyphen/>schaft verfügbar."
3480,"FACH UMBENENNEN"
3481,""
3482,"Ok"
3483,"Abbrechen"
3484,""
3490,"《<If(IntegerParameter(3))><Sheet(ClassJob,IntegerParameter(1),1)/><Else/><If(Equal(IntegerParameter(2),0))><Sheet(ClassJob,IntegerParameter(1),0)/><Else/><Sheet(ClassJob,IntegerParameter(1),2)/></If></If>》"
3491,"《<If(IntegerParameter(3))><Sheet(ClassJob,IntegerParameter(1),1)/><Else/><If(Equal(IntegerParameter(2),0))><Sheet(ClassJob,IntegerParameter(1),0)/><Else/><Sheet(ClassJob,IntegerParameter(1),2)/></If></If>》"
3492," «<If(IntegerParameter(3))><Sheet(ClassJob,IntegerParameter(1),1)/><Else/><If(Equal(IntegerParameter(2),0))><Sheet(ClassJob,IntegerParameter(1),0)/><Else/><Sheet(ClassJob,IntegerParameter(1),2)/></If></If>»"
3493," «<Value>IntegerParameter(1)</Value>»"
3500,"Allagische Steine"
3501,"Gesamt"
3502,"Woche"
3503,"<Format(IntegerParameter(1),FF022E)/>/<Format(IntegerParameter(2),FF022E)/>"
3504,"<Format(IntegerParameter(1),FF022E)/>/<Format(IntegerParameter(2),FF022E)/>"
3505,"<Format(IntegerParameter(1),FF022E)/>/<Format(IntegerParameter(2),FF022E)/>"
3510,"Aktualisieren"
3511,"Mitstreiter"
3512,"Gehilfen"
3520,"Du hast keine Ausrüstung, an der ein Wappen angebracht ist."
3521,"Alle entfernen"
3527,"Diese Funktion ist nur für Mitglieder dieser Freien Ge<SoftHyphen/>sell<SoftHyphen/>schaft verfügbar."
3528,"Diese Funktion ist nur für Mitglieder dieser  Staatlichen Ge<SoftHyphen/>sell<SoftHyphen/>schaft verfügbar."
3530,"EMPFEHLUNGEN"
3531,""
3532,"Lädt ..."
3533,"Keine empfohlenen Inhalte."
3534,"Schließen"
3535,"<Clickable(<Highlight>StringParameter(1)</Highlight>)/>"
3536,"Mindeststufe: <Value>IntegerParameter(1)</Value>"
3537,"<Sheet(Item,IntegerParameter(1),9)/>"
3540,"FIGURFARBEN"
3541,""
3542,"Bestätigen"
3543,"Abbrechen"
3550,"Begrüßen"
3551,"Hallo!
/wink"
3552,"Verabschieden"
3553,"Auf Wieder<SoftHyphen/>sehen!
/tschüs"
3554,"Bedanken"
3555,"Vielen Dank!
/verbeug"
3556,"Nächsten angreifen"
3557,"/zielgeg
/hin
/kommando Auto-Attacke <t>"
3558,"Ziel markieren"
3559,"/mark att1 <t>
/gruppe Greift <attack1> an!"
3560,"Mark. Ziel angreifen"
3561,"/ziel <attack1>
/hin
/kommando Auto-Attacke <t>"
3562,"TEXTKOMMANDOS"
3563,""
3564,"In Makro einfügen"
3565,"Kopieren"
3566,"<CommandIcon(10)/> Untermenü <CommandIcon(11)/> Makro-Editor <CommandIcon(24)/> Scrollen"
3567,"<Gui(54)/>Würfeln! <Gui(73)/><Value>IntegerParameter(1)</Value><Gui(55)/>"
3568,"<Gui(54)/>Würfeln! (1-<Value>IntegerParameter(2)</Value>) <Gui(73)/><Value>IntegerParameter(1)</Value><Gui(55)/>"
3571,"Gegenstand auswählen für:"
3572,"Gegenstand auswählen für:"
3573,"Gegenstand auswählen für:"
3574,"Gegenstand auswählen für:"
3575,"Gegenstand auswählen für:"
3576,"Gegenstand auswählen für:"
3577,"Gegenstand auswählen für:"
3578,"Gegenstand auswählen für:"
3579,"Gegenstand auswählen für:"
3580,"Gegenstand auswählen für:"
3581,"Gegenstand auswählen für:"
3582,"Gegenstand auswählen für:"
3583,"Aussenbereich"
3584,"Innenbereich"
3585,"Gegenstand auswählen für:"
3601,"15-Puzzle"
3602,""
3603,"Runde"
3604,"Zeit"
3605,"Bestzeit"
3606,"Runden"
3619,"???"
3620,"Charaktername"
3621,"Name des Ziels"
3622,"Kategorie"
3623,"HUD-Element"
3624,"Unterbefehl"
3625,"Kriterium"
3626,"Kommandoname"
3627,"Markierung"
3628,"Setnummer"
3629,"Kommandomenü-Nummer"
3630,"Kreuzkommandomenü-Nummer"
3631,"Parameter"
3632,"Name/Eingabe"
3633,"Slot-Nummer"
3634,"Klasse/Job"
3635,"Gegenstand"
3636,"Reittier"
3637,"Reiter Nr."
3638,"Begleiter"
3639,"Status"
3640,"Familiar"
3641,"Note"
3642,"Schnellchat"
3643,"Modeaccessoire-Name"
3650,"Inventar"
3651,"Schlüsselgegenstände / Kristalle"
3652,"Inventar (1-100)"
3653,"Inventar (101-175) / Kristalle"
3654,"<If(Equal(IntegerParameter(1),3))><Value>IntegerParameter(1)</Value> <Else/><Value>IntegerParameter(1)</Value></If>"
3660,"VERMÖGEN"
3661,""
3662,"Allgemein"
3663,"Kampf"
3664,"Sonstiges"
3665,"Handwerkerscheine"
3666,"Sammlerscheine"
3667,"Manderville Gold Saucer-Punkte"
3668,"Zurücksetzung: <Value>IntegerParameter(1)</Value> Std. <Value>IntegerParameter(2)</Value> Min. <Time(IntegerParameter(3))/>(<Value>TopLevelParameter(219)</Value>.<Value>TopLevelParameter(221)</Value>., <Value>TopLevelParameter(218)</Value>:<TwoDigitValue>TopLevelParameter(217)</TwoDigitValue> Uhr)"
3670,"IXAL-LIEFERAUFTRÄGE"
3671,""
3672,"Gegenstand"
3673,"Rezept-Stufe"
3674,"Menge"
3675,"Sollpunkte"
3676,"Routine"
3677,"Besitz"
3678,"Sollvorgabe"
3679,"Alle"
3680,"Ixal-Lieferaufträge"
3681,"Derzeit nicht annehmbar."
3682,"Derzeit annehmbar bzw. fortsetzbar."
3683,"Zu beschaffende Gegenstände ansehen."
3684,"Automatische Räumung"
3685,"Die Rücknahme von Mobiliar ist beschränkt."
3686,"Beschränkungen überprüfen"
3687,"Mobiliar-Rücknahme"
3688,"In<If(GreaterThanOrEqualTo(IntegerParameter(1),1))> <Value>IntegerParameter(1)</Value> Tag<If(Equal(IntegerParameter(1),1))><Else/>en</If><Else/>nerhalb eines Tages</If>"
3689,"Gestapelt"
3690,"Keine Information zur verbleibenden Zeit."
3691,"※ Rücknahme bei Unterkunftsbeamten möglich."
3692,"Gegenstand"
3693,"<Format(IntegerParameter(1),FF022E)/><If(GreaterThan(IntegerParameter(3),0))>/ <Format(IntegerParameter(2),FF022E)/><Else/></If>"
3694,"MOBILIAR-RÜCKNAHME"
3695,""
3696,"<Clickable(<SheetDe(Item,2,IntegerParameter(1),1,4,1)/>)/> an dich nehmen? Der Gegenstand kann nicht wieder zurückgelegt werden."
3697,"Keine zurücknehmbaren Gegenstände vorhanden."
3698,"Freie Slots im Inventar: <Value>IntegerParameter(1)</Value>"
3699,"Aufbewahrte Gegenstände: <Value>IntegerParameter(1)</Value>"
3700,"Projizieren"
3701,"PROJEKTION"
3702,""
3703,"Basis"
3704,"Projektion"
3705,"Name"
3706,"Stufe"
3707,"Du besitzt nichts, was als Basisgegenstand für eine Projektion dienen könnte."
3708,"Name"
3709,"Aus<SoftHyphen/>rüstungs<SoftHyphen/>stufe"
3710,"Bindung"
3711,"Aufheben"
3712,"Du besitzt nichts, was als Projektionsvorlage benutzt werden könnte."
3713,"PROJEKTION AKTIVIEREN"
3714,""
3715,"Basis"
3716,"Projektion"
3717,"KATALYSATOR"
3718,"Projizieren"
3719,"Zurück"
3720,"Da du den benötigten Katalysator nicht besitzt, kann die Projektion nicht durchgeführt werden."
3721,"PROJEKTION AUFHEBEN"
3722,""
3723,"BASISGEGENSTAND"
3724,"KATALYSATOR"
3725,"Aufheben"
3726,"Zurück"
3727,"Da du den benötigten Katalysator nicht besitzt, kann die Projektion nicht durchgeführt werden."
3728,"Wenn du diesen Gegenstand als Projektionsvorlage verwendest, wird er an dich gebunden."
3729,"Die Projektion ist nur möglich, wenn du sowohl Basis- als auch Projektionsgegenstand anlegen kannst."
3740,"Layout von <Sheet(Hud,IntegerParameter(1),ADDONHUD_NAME)/> auf Voreinstellung zurücksetzen?"
3743,"Element zurück"
3756,"Slots kopieren"
3757,"SLOTS KOPIEREN"
3758,""
3759,"Du kannst die Layout-Einstellungen eines Slots in einen anderen kopieren."
3760,"Aktueller Slot"
3761,"Neuer Slot"
3762,"Ausführen"
3763,"Abbrechen"
3764,"Wenn du zu einem anderen Layout wechselst, ohne vorher zu speichern, werden die Änderungen verworfen. Weiter?"
3765,"Wenn du die Layout-Einstellungen öffnest, ohne vorher zu speichern, werden die Änderungen verworfen. Weiter?"
3766,"Layout <Value>IntegerParameter(2)</Value> in Slot <Value>IntegerParameter(1)</Value> kopieren?"
3767,"System"
3768,"Kommandomenüs"
3769,"Hauptfunktionen"
3770,"In Inhalten"
3771,"Einstellungen des Layout-Elements"
3772,"Wählt Layout-Elemente für Hauptfunktionen aus, inkl. Systemelemente und Kommandomenüs."
3773,"Wählt Layout-Elemente für Systemfunktionen aus."
3774,"Wählt Layout-Elemente für Kommandomenüs aus."
3775,"Wählt Layout-Elemente aus, die nur in bestimmten Inhalten angezeigt werden. Layout-Elemente für PvP-Funktionen können auf dem Wolfshöhlen-Pier oder in den entsprechenden Inhalten eingestellt werden."
3780,"Warten"
3781,"Zurück zum Heimatpunkt"
3782,"Warten"
3783,"Wiederbeleben lassen"
3784,"Zurück zum Ausgangspunkt"
3785,"Annehmen"
3786,"Ablehnen"
3787,"Willst du dich von <Highlight>StringParameter(1)</Highlight> wiederbeleben lassen?"
3788,"<Sheet(PlaceName,<Sheet(Aetheryte,IntegerParameter(1),8)/>,0)/>"
3789,"Zurück zum Ausgangspunkt"
3790,"Du bist kampfunfähig und musst den Inhalt „<Highlight>StringParameter(1)</Highlight>“ verlassen.

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※ Nach 10 Minuten verlässt du den Inhalt automatisch.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
"
3791,"Verlassen"
3792,"Inhalt verlassen"
3800,"FISCHER-NOTIZBUCH"
3801,""
3802,"Region"
3803,"Areal"
3804,"Fischverzeichnis"
3805,"Rekorde"
3806,"Vollständig!"
3807,"Entdeckte Fischgründe: <Value>IntegerParameter(1)</Value>/<Value>IntegerParameter(2)</Value>"
3808," <Value>IntegerParameter(1)</Value>"
3809,"<Value>IntegerParameter(1)</Value>,<Value>IntegerParameter(2)</Value> Ilme"
3810," <Value>IntegerParameter(1)</Value>"
3811,"Noch nicht entdeckt"
3812,"Fischer-Notizbuch"
3813,"<Sheet(Item,IntegerParameter(1),9)/> <If(Equal(IntegerParameter(2),0))><Else/>(bereits in Besitz)</If>"
3814,"Bestimmtes Wetter: <Switch(IntegerParameter(1))><Case(1)>ja</Case><Case(2)>nein</Case><Case(3)>???</Case></Switch>
Bestimmte Zeit: <Switch(IntegerParameter(2))><Case(1)>ja</Case><Case(2)>nein</Case><Case(3)>???</Case></Switch>
Andere Bedingung: <Switch(IntegerParameter(3))><Case(1)>ja</Case><Case(2)>nein</Case><Case(3)>???</Case></Switch>"
3815,"Diesen Fang als Sammlerstück einholen?
Sammlerwert: <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow><Value>IntegerParameter(1)</Value><UIGlow>01</UIGlow><UIForeground>01</UIForeground>

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Sammlerstücke können nicht weitergegeben oder verkauft werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3816,"Fischen/Speerfischen"
3820,"FISCHVERZEICHNIS"
3821,""
3822,"Gefangen: <Value>IntegerParameter(1)</Value>"
3823,"Vorkommen"
3824,"<Highlight>StringParameter(1)</Highlight>
<Highlight>StringParameter(2)</Highlight>"
3825,"Du hast noch kein Exemplar gefangen."
3826,"Zusatzinformation"
3827,"Sammlerstück möglich"
3828,"Benötigter Gegenstand: <If(Equal(IntegerParameter(3),0))>Fischer-Almanach: ???<Else/><Sheet(Item,IntegerParameter(1),9)/> (<If(Equal(IntegerParameter(2),0))>Noch nicht erhalten<Else/>Erhalten</If>)</If>"
3830,"REKORDE"
3831,""
3832,"Noch keine Fische dieser Kategorie gefangen."
3833,"Seen"
3834,"Flüsse"
3835,"Küsten"
3836,"Hochsee"
3837,"Dünen"
3838,"Wolken"
3839,"Schweb-Inseln"
3840,"Magma"
3841,"Ätherquellen"
3842,"Salzseen"
3843,"Kleiner Fang"
3844,"Mittlerer Fang"
3845,"Großer Fang"
3846,"Sternenfischen"
3850,"KÖDER"
3851,""
3855,"<Highlight>StringParameter(1)</Highlight><If(GreaterThan(IntegerParameter(2),1))> x<Value>IntegerParameter(2)</Value><Else/></If>"
3856,"<Switch(IntegerParameter(1))><Case(1)>★</Case><Case(2)>★★</Case><Case(3)>★★★</Case><Case(4)>★★★★</Case><Case(5)>★★★★★</Case></Switch>"
3857,"Riesig"
3860,"Sammlerwert"
3861,"Die Bedingungen für die Raffination sind nicht erfüllt."
3862,"<Sheet(ClassJob,IntegerParameter(1),0)/> St. <Value>IntegerParameter(2)</Value>"
3863,"Sammlerwert"
3864,"BONUS!"
3870,"<Highlight>StringParameter(1)</Highlight>"
3871,"
<Value>IntegerParameter(1)</Value> x <Value>IntegerParameter(2)</Value> = <Value>IntegerParameter(3)</Value>"
3872,"<Clickable(<SheetDe(Item,1,IntegerParameter(1),IntegerParameter(2),4,1)/>)/> für <Format(IntegerParameter(3),FF022E)/> Gil zurückkaufen?"
3879,"Der für den Artikel verlangte Preis hat sich geändert."
3880,"Der für den Artikel gebotene Preis hat sich geändert."
3881,"Der für <SheetDe(Item,2,IntegerParameter(1),1,4,1)/> verlangte Preis hat sich geändert. Trotzdem kaufen? "
3882,"Der für <SheetDe(Item,2,IntegerParameter(1),1,4,1)/> gebotene Preis hat sich geändert. Trotzdem verkaufen? "
3883,"Etwas kaufen/verkaufen"
3884,"Wähle eine Option:"
3885,"Kaufen"
3886,"Verkaufen"
3887,"Zurückkaufen"
3888,"Abbrechen"
