key,0,1,2
100,"Vous appelez votre monture pégase des ténèbres. Cette espèce de couleur noire est ex<SoftHyphen/>cep<SoftHyphen/>tion<SoftHyphen/>nelle parmi les pégases. Son pelage lui vaut son surnom de “La mort noire”.","On les trouverait à Azys Lla, mais rares sont ceux à en avoir aperçu un. On raconte que seuls les puissants peuvent les chevaucher. Si un être ordinaire venait à le faire, son sang purulerait et il mourrait. On a donc donné à ce destrier le surnom
“La mort noire”.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
101,"Vous appelez votre monture messager d'Arrhabée. Le programme d'usine de cette main armée d'Alexander a été entièrement purgé et réécrit pour en faire un véhicule de transport.","Cette unité d'attaque spécialiste des interférences spatio-temporelles sort tout droit des chaînes de production automatisées du géant mécanique Alexander. Sa programmation a été entièrement revue et corrigée pour en faire un
véhicule de transport.","Protocole de conduite responsable engagé !"
102,"Vous appelez votre monture Raigo, un destrier Mado qui ne répond qu'au guerrier suprême.","Cet étrange destrier à l'armure noire, signe du lourd karma qu'il porte, ne répond qu'à l'appel du guerrier suprême. Devant sa puissance, même Gôten et Ginga font presque pâle figure et courbent l'échine.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
103,"Vous appelez à vous l'armure magitek personnelle de Nero tol Scaeva.","Sans cesse modifiée et améliorée par Nero lui-même, cette machine de guerre garlemaldaise ressemble à peine à l'armure magitek reçue par tol Scaeva le jour de sa promotion au rang de commandant.","Vuuuuiiiiii<Indent/>!"
104,"Vous appelez votre monture faucon zurvanique, béni par la divinité Zurvan.","D'après les légendes centaures du continent austral de Méracydia, Zurvan enverrait cet oiseau funeste avant de partir en guerre contre le mal afin d'annoncer l'imminence de son jugement.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
105,"Vous appelez Hôô, une créature légendaire venue des contrées orientales.","Cet animal mythique, resplendit tel le soleil et consume son énergie vitale pour s'immoler par le feu, lui permettant ainsi de renaître de ses cendres. Seul un héros digne de lui serait en mesure de le chevaucher.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
106,"Vous appelez le Lévitœuf, qui comme son nom l'indique est un œuf capable de flotter dans les airs.","Ce drôle d'œuf est en réalité une machine volante conçue par Nonotta et ses amis afin de rejouer le rêve de Jihli Aliapoh. Il aurait été construit à partir de reliques ancestrales fournies par la Fondation de Saint-Coinach.","Un petit œuf, deux petits œufs...♪"
107,"","",""
108,"Vous appelez un limier des enfers solitaire, une terrifiante créature du néant sans la moindre pitié ni compassion.","Ce redoutable molosse traîne d'ordinaire sa silhouette solitaire et menaçante le long des plaines hostiles du néant, où il ne doit sa survie qu'à son regard par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement perçant. Animal fier, il n'admet sur son dos que les âmes les plus farouches.","Grrraouaaar<Indent/>!"
109,"Vous appelez un limier des enfers de meute, une terreur canine crainte de tous y compris des créatures du néant.","Originaire du néant, ce limier des enfers évolue d'ordinaire accompagné de la meute dont il est le chef. Survivant d'un monde impitoyable, sa seule présence suffit à instiller l'effroi chez ses ennemis. Ceux qui grimpent sur son dos ont en général autant soif de sang que lui.","Grrr..."
110,"Vous appelez votre chaise des Preux. Un siège aussi léger qu'une feuille de papier, capable de léviter.","Cette étrange chaise volante fut découverte lors de fouilles conduites dans l'Arrière-pays dravanien à Sharlayan. On suppose qu'elle permettait aux visiteurs de la Grande bibliothèque de Gubal, parfois âgés, d'atteindre les ouvrages placés en
haut des étagères sans effort.","Gniii... gniii... gniii..."
111,"Vous appelez votre Syldra, un dragon de mer qui vit dans les profondeurs.","Il ne faut pas se fier aux apparences, ce monstre des mers est en fait très gentil. La légende veut que cette créature ressemble à une autre, qui s'était liée d'amitié avec une femme pirate et l'avait même aidée en tirant son bateau. À la différence des dragons, elle ne parle pas, mais elle deviendra peut-être une grande amie.","Grrraouaaar<Indent/>!"
112,"Vous appelez votre mini aéronef Faucon, un véhicule monoplace conçu pour se déplacer plus vite.","Ce prototype est né dans les ateliers des Forges de Garlond. Wedge, un machiniste assez énergique, n'en pouvait plus des aéronefs lents, ce qui l'a poussé à concevoir ce petit modèle monoplace. Cet appareil est cependant bridé, car un autre prototype est allé si vite qu'il a fini par s'écraser.","Bzzzzz..."
113,"Vous appelez un limier fantasmagorique solitaire, une créature du néant par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement violente que seuls les plus téméraires se risquent à dompter.","Ce chien enragé venu tout droit du néant arbore d'inquiétants reflets pourpres sur son pelage argenté, en réalité des traces de sang de ses proies passées. Du genre solitaire, il ne reconnaît comme maîtres que les guerriers les plus acharnés.","Graouuuh<Indent/>!"
114,"Vous appelez un limier fantasmagorique de meute, un imposant molosse à la fois meneur et tueur né.","L'instinct meurtrier de cette bête sauvage venue du néant est si fort que son pelage dégage une aura ténébreuse, ce qui ne manque pas d'inspirer la crainte dans les rangs de sa meute. Pour grimper sur son dos, il faut être capable de tuer de sang-froid.","Grrr... Grrr..."
115,"Vous appelez un kamuy de la grâce, une créature bénie par une déesse à la beauté envoûtante.","Certaines personnes pensent que ce loup serait en fait une créature ordinaire que les Anantas auraient tenté de donner en offrande à leur déesse, et qui aurait été touché par la grâce de Lakshmi.","Aouuuh<Indent/>!"
116,"Vous appelez un kamuy de la splendeur, une créature féroce bénie par un kami opulent et fort.","On raconte que cette créature magnanime aurait été touchée par la splendeur de Susano le jour où les Kojin avaient cherché à la donner en offrande à leur kami.","Aouuuh<Indent/>!"
117,"","",""
118,"","",""
119,"","",""
120,"","",""
121,"Vous appelez un prédateur magitek, une machine dotée de bras qui lui permettent de se battre.","Cet appareil a été abandonné dans l'enceinte du château d'Ala Mhigo. Il s'agit d'un prototype de modèle “faucheuse” amélioré, qui aurait dû être facile à produire et idéal pour le combat rapproché, mais le fuselage ne comporte pas d'armement et a été remplacé par un système de
propulsion qui lui permet de voler.","Klonk... Klonk..."
122,"Vous appelez un lion de combat, couvert d'une solide armure pour le protéger en cas d'attaque.","Les casques d'argent d'Ul'dah s'entouraient autrefois de lions comme celui-ci, mais la pratique ayant disparu, ils se sont adressés à des dresseurs de l'île proche-orientale de Thavnair pour les aider à dompter ce magnifique animal.","Groar<Indent/>!"
123,"Vous appelez un ours de combat, couvert d'une solide armure pour le protéger en cas d'attaque.","Ce spécimen appartiendrait à la terrible race des ours qui vivent dans les montagnes septentrionales d'Abalathia. On raconte qu'il n'obéit qu'aux guerriers dont il a pu lire la force dans le regard. Ceux qui montent cette créature peuvent être fiers, car rares sont les ours d'Abalathia qui se laissent dominer par des humains.","Graaah<Indent/>!"
124,"Vous appelez une panthère de combat, couverte d'une solide armure pour la protéger en cas d'attaque.","Ces panthères, capables de manipuler d'instinct la magie, règneraient selon certains sur toute créature dans la nature. Les chevaliers noirs s'en entouraient pour se déplacer en toute discrétion et faire régner la justice dans l'ombre.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
125,"Vous appelez un yol, un oiseau de la Steppe d'Azim que les guerriers xaela domptent pour prouver leur valeur.","Un oiseau gigantesque qui vit dans la partie montagneuse de la Steppe d'Azim. Il niche à la Force de Bardam et attaque quiconque s'introduit sur son territoire. C'est un oiseau de proie féroce, mais il sait reconnaître la valeur de certains humains et accepte même de les laisser
grimper sur son dos.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
126,"Vous appelez un Alte Roite, une créature de synthèse née d'Oméga.","Cette créature tiendrait son nom d'un vieux mage qui apparaît dans un roman classique. Il aurait même été créé à son image, car le vieil homme pouvait en effet se changer en monstre.","Kiii<Indent/>!"
127,"Vous appelez un tigre centurio, le terrible descendant d'une cible d'élite.","Un chasseur a découvert cet animal alors qu'il venait d'abattre un dangereux tigre tueur d'hommes. Il ne savait pas que la créature avait un petit et s'en est rendu compte à sa mort. Pris de remords, il a ramené le petit au camp et a décidé de l'élever lui-même. En l'entraînant à la magie, il lui a
même appris à voler<Indent/>!","Grrr..."
128,"","",""
129,"","",""
130,"Vous appelez Ixion, une créature légendaire en Gyr Abania.","Le Poing de Rhalgr dit qu'il s'agissait du destrier du Destructeur, mais un grimoire de sorcellerie mhachois raconte qu'il s'agit en fait d'une créature qui aurait été modifiée à l'aide de la magie. Tout ce que l'on sait finalement, c'est que cette créature manipule l'électricité.","Gzzzzzt<Indent/>!"
131,"","",""
132,"","",""
133,"Vous appelez un kamuy de la divinité, une créature implacable bénie par un dragon divin.","Cet énorme loup a vraisemblablement été élevé à Ala Mhigo à des fins militaires, avant d'être touché par la lumière divine de Shinryu et de recevoir ses puissants pouvoirs magiques qui lui permettent de courir dans le ciel.","Aouuuh<Indent/>!"
134,"","",""
135,"Vous appelez les roues Feu-et-Vent, une relique divine permettant de vous mouvoir en éjectant des gerbes de flammes sur votre passage.","Les légendes de Yanxia parlent d'un héros qui arpentait les cieux sur ce véhicule formé d'une paire de roues crachant des bourrasques enflammées. Étonnamment, on raconte aussi que l'herbe était épargnée par ce brasier.","..."
136,"Vous appelez une raie rayée, une majestueuse créature de la Mer de Rubis.","Élevée et entraînée par Makura, cette raie rayée a le même caractère doux que les pacifiques Kojin verts. Elle aspire de l'eau ou du vent et l'énergie éthérée qu'ils contiennent afin de se déplacer avec grâce en mer ou dans les airs.","Fsssshhh..."
137,"","",""
138,"Vous appelez Carbuncle aigue-marine, une entité arcanique née de l'énergie mystérieuse de la pierre précieuse du même nom.","Grâce à l'expérience acquise en s'occupant de Diamant, son Carbuncle adoré, Ulan a réussi à créer un Carbuncle de taille suffisante pour être chevauché. L'aquamarine de grande taille dont il provient permet même aux non-arcanistes de l'invoquer.","Kyuuu<Indent/>!"
139,"Vous appelez Carbuncle citrine, une entité arcanique née de l'énergie mystérieuse de la pierre précieuse du même nom.","Grâce à l'expérience acquise en s'occupant de Diamant, son Carbuncle adoré, Ulan a réussi à créer un Carbuncle de taille suffisante pour être chevauché. La citrine de grande taille dont il provient permet même aux non-arcanistes de l'invoquer.","Nyuuu...<Indent/>?"
140,"Vous appelez un fauteuil volant, capable de flotter dans les airs comme par magie.","Grâce à un dispositif magique, ce luxueux fauteuil est capable de s'élever dans les airs, sans pour autant sacrifier le confort de celui ou celle qui s'y asseoit. (Poids maximum conseillé<Indent/>: 240 ponz)",".<Indent/>.<Indent/>.<Indent/>.<Indent/>."
141,"Vous appelez un vengeur magitek, appareil impérial amélioré par les soins des Gobelins.","Ce suiveur autonome impérial a été modifié et amélioré de fond en comble par le génie mécanique gobelin. Il requiert désormais un conducteur, qui pourra être aux premières loges au moment de se venger des Garlemaldais.","Pshhh... Identification en cours..."
142,"Vous appelez un poro-korpokkur, une imposante créature végétale dotée d'une force supérieure.","Un korpokkur ayant poussé dans des proportions ex<SoftHyphen/>cep<SoftHyphen/>tion<SoftHyphen/>nelles. Après avoir longtemps erré pour trouver un foyer adapté à sa taille, il s'est finalement installé au Gold Saucer. Son passage par le désert de Sagolii lui avait fait perdre un poids important, qu'il a im<SoftHyphen/>mé<SoftHyphen/>dia<SoftHyphen/>te<SoftHyphen/>ment regagné dès
qu'il a pu s'hydrater.","Dum dum dum..."
143,"Vous appelez votre monture Lièvre rouge, un puissant destrier à la crinière pourpre.","Ce fier destrier à la longue crinière pourpre descend vraisemblablement de la monture de Ganen, unificateur de Yanxia et fondateur de la nation de Doma. On dit qu'il est capable de galoper dans les airs grâce à un sort de géomancie jeté à son ancêtre par le grand général.","Hi hiiiiin<Indent/>!"
144,"Vous appelez un kamuy de l'ouest, une créature ayant hérité du pouvoir de Byakko, le légendaire Tigre blanc.","Le pelage de ce loup est parcouru de vents célestes témoignant du pouvoir qu'il a hérité de Byakko, l'un des quatre animaux sacrés. D'après les croyances, il serait autrefois devenu agressif envers les humains, et c'est le Tigre blanc lui-même qui aurait alors apaisé son âme.","Aouuuh<Indent/>!"
145,"Vous appelez une griffe d'arrestation magitek, une arme autonome impériale dédiée à la capture de criminels.","À partir d'une griffe de fer allagoise, les ingénieurs impériaux ont mis au point ce modèle spécialisé dans l'immobilisation et le déplacement de cibles. Pensé pour la police militaire garlemaldaise, il a fait ses preuves au cours de nombreuses arrestations musclées.","Cible capturée<Indent/>!"
146,"Vous appelez un marid, le meilleur ami des Anantas.","Bêtes de somme des Anantas, les marids dressés portent sur leur dos un tapis magique leur permettant de planer (mais pas de voler<Indent/>; les marids ne volent pas, pas plus qu'ils ne battent des oreilles).","Braaah<Indent/>!!!"
147,"","",""
148,"Vous appelez un vrai griffon, un animal ailé originaire des montagnes d'Abalathia.","Les vrais griffons sont une race de griffons reconnaissables à leur plumage entièrement blanc. Celui-ci a été élevé par Giff, le talentueux dresseur de l'armée de libération d'Ala Mhigo, et sait battre des ailes sur demande pour créer de puissantes rafales.","Kiiiiiih<Indent/>!!!"
149,"","",""
150,"Vous appelez un tyrannosaure, un animal préhistorique carnivore d'une cruauté sans pareille.","Cet animal préhistorique carnivore peut contre toute attente flotter dans les airs, sans doute une conséquence de son exposition prolongée aux courants éthérés déchaînés de l'île de Val. Extrêmement féroce et cruel, il n'obéit qu'aux rares aventuriers dont il reconnaît 
la force.","Groaaaaaahr<Indent/>!"
151,"Vous appelez une réplique de la Regalia fabriquée par les Forges de Garlond.","Cette réplique a pu être conçue grâce aux données récoltées par Cid lors de la réparation de la voiture emblématique de Noctis. Les Forges de Garlond y ont apporté divers ajustements, notamment le rem<SoftHyphen/>pla<SoftHyphen/>ce<SoftHyphen/>ment du moteur par un modèle au céruleum, d'où son nom de Type-G.","Faire venir la voiture."
152,"Vous appelez un fauteuil demi-cœur droit volant, spé<SoftHyphen/>cia<SoftHyphen/>le<SoftHyphen/>ment conçu pour la Valention.","Les messagers de l'amour ont créé ce moyen de locomotion original en modifiant un vieux fauteuil demi-cœur n'ayant pas trouvé preneur lors d'une édition précédente de la Valention. Le jasmin céleste nécessaire à ce petit miracle a été cultivé par les domestiques du clan Valention.","Cœur à tribord<Indent/>!"
153,"Vous appelez un fauteuil demi-cœur gauche volant, spé<SoftHyphen/>cia<SoftHyphen/>le<SoftHyphen/>ment conçu pour la Valention.","Les messagers de l'amour ont créé ce moyen de locomotion original en modifiant un vieux fauteuil demi-cœur n'ayant pas trouvé preneur lors d'une édition précédente de la Valention. Le jasmin céleste nécessaire à ce petit miracle a été cultivé par les domestiques du clan Valention.","Cœur à bâbord<Indent/>!"
154,"Vous appelez Maître Typhon. Une créature étrange travaillant ac<SoftHyphen/>tu<SoftHyphen/>el<SoftHyphen/>le<SoftHyphen/>ment au Gold Saucer des Manderville.","Ce démon a connu des hauts et des bas depuis son invocation fortuite par un maître occultiste. Aujourd'hui, il s'évertue à accomplir son travail au sein du Gold Saucer avec diligence. Bien que timide et taciturne, il remplit étonnamment son rôle comme il se doit.","Fungahhhhhh<Indent/>!"
155,"","",""
156,"Vous appelez une force aérienne, une mystérieuse arme volante issue de la dimension parallèle appelée “Sigmastice”.","De nombreuses inconnues entourent cette arme issue du Sigmastice. On sait simplement qu'elle a été conçue au sein de l'armée de l'air d'une certaine nation. Sa pointe à l'effigie d'une tête de requin lui confère un charme certain.","Compte à rebours<Indent/>: 6..."
157,"","",""
158,"Vous appelez un kamuy de la nuit, une créature ayant hérité du pouvoir de Tsukuyomi, la Maîtresse de la lune et de la nuit.","Touché par la bénédiction de Tsukuyomi, ce loup majestueux est enveloppé par l'énergie mystérieuse du clair de lune. On raconte qu'il vivait tapi dans une base impériale abandonnée jusqu'à ce qu'il soit en contact avec l'énergie éthérée de la Maîtresse de la lune et de la nuit.","Aouuuh<Indent/>!"
159,"Vous appelez votre dodo. Ce spécimen est étrangement capable de voler et est originaire d'Orient où l'on croyait l'espèce éteinte.","Les dodos ont disparu des contrées orientales, enfin presque. Vous avez découvert celui-ci enfermé au pinacle du Pilier des Cieux. Cet environnement hostile lui a permis de dépasser ses limites, et il désire maintenant relever de nouveaux défis à vos côtés.","FLAP FLAP FLAP<Indent/>!"
160,"Vous appelez une baleine, le plus grand mammifère de l'Océan de Verre.","Ce colossal mammifère marin se déplace en groupe dans l'Océan de Verre, parcourant parfois de longues distances pour trouver de la nourriture. L'énergie éthérée contenue dans l'eau et le vent lui permet de se mouvoir aisément en mer ou dans
les airs, même avec plusieurs
personnes sur son dos.","Wouuuh..."
161,"Vous appelez le Rathalos, une wyverne féroce venue d'une contrée lointaine où elle est surnommée “le roi des cieux”.","Nombreux sont les chasseurs qui ont tenté d'ajouter le nom redouté de cette wyverne de feu à leur tableau de chasse, mais peu sont ceux qui peuvent se targuer d'avoir véritablement conquis le domaine du roi des cieux.","Bonne chasse<Indent/>!"
162,"Vous appelez votre transporteur magitek, un moyen de locomotion nouvelle génération développé à l'académie magitek.","Entièrement conçu à l'académie magitek de l'empire de Garlemald, ce transporteur personnel met à profit la technologie des aéronefs pour offrir à son passager une mobilité et un confort inégalés. Attention, son utilisation au combat
est fortement déconseillée.","Bzzz... Bzzz..."
163,"Vous appelez votre transporteur prototype, un engin de transport en développement à l'académie magitek.","Utilisé lors d'essais à l'académie magitek de l'empire de Garlemald, ce prototype de transporteur personnel utilise des matériaux de meilleure qualité que le modèle final de production. Cependant, leurs performances semblent plus ou moins
équivalentes.","Bzzz... Bzzz<Indent/>?"
164,"Vous appelez votre mikoshi, un palanquin à la gloire du grand Namazu.","Fidèle reproduction du mikoshi fabriqué par Gyoshin pour sa grande frairie, ce palanquin est porté à bout de nageoires par huit Namazu dévoués. L'un d'entre eux semble avoir quelque peu présumé de ses forces... À vous de l'encourager en criant “Oh hisse<Indent/>!” le plus fort possible<Indent/>!","Oh hisse<Indent/>! Oh hisse<Indent/>!"
165,"","",""
166,"Vous appelez Juedi, un cheval si rapide que ses sabots ne font qu'effleurer le sol.","Juedi signifie dans l'ancien dialecte domien “cheval si rapide que ses sabots ne font qu'effleurer le sol”, un nom supposément trouvé par un monarque de l'époque qui le chérissait. Des enchantements géomantiques seraient à l'origine de sa capacité à voler.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
167,"","",""
168,"Vous appelez un module d'escorte sphérique. Cet appareil a été conçu dans l'ancien empire d'Allag à des fins multiples, mais surtout défensives.","Ce module sphérique allagois a été découvert par les archéologues de la Fondation de Saint-Coinach. Son système d'ex<SoftHyphen/>ploi<SoftHyphen/>ta<SoftHyphen/>tion a été mis à jour par souci de sécurité, mais ses instruments de contrôle différents des autres modèles donnent du fil à retordre aux chercheurs qui l'étudient.","Mise à jour terminée, en attente d'in<SoftHyphen/>struc<SoftHyphen/>tions."
169,"","",""
170,"Vous appelez Grani. Une bête légendaire venue d'un autre monde.","Au galop, ses pieds violentent le sol, et son éther inonde l'atmosphère lorsqu'il s'envole. Grani est un être fier et n'accepte sur son dos que la personne capable de bannir les nuits éternelles, le Guerrier des Ténèbres.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
171,"Vous appelez votre très gros minou. Un animal si corpulent qu'on se demande s'il appartient encore à l'espèce féline.","Ce chat est tout simplement énorme. Le sol tremble sous ses gros petons, le vent souffle sur les régions qu'il survole tant il déplace de l'air. Son pelage fourni et sa couche de graisse en font toutefois une monture très confortable, alors on lui pardonne son “petit” défaut.","MIAOÛÛÛ<Indent/>!"
172,"Vous appelez un kamuy du sud, une créature bénie par les flammes de Suzaku.","Tombé au cours d'un combat, cet énorme loup surnaturel aurait été ressuscité par Suzaku, l'Oiseau vermillon. Le Zuijû lui aurait conféré sa bénédiction afin qu'il puisse aider les humains à échapper à la mort.","Aouuuh<Indent/>!"
173,"Vous appelez votre monture Oméga prime, une création d'Oméga pouvant être chevauchée.","Cette machine dépourvue de tout armement provient de la fissure interdimensionnelle provoquée par Oméga. Cette dernière l'aurait créée afin d'étudier comment les êtres humains utilisent leurs montures et autres véhicules.","Bzzz... Crrr..."
174,"Vous appelez à vous votre armure aérienne magitek, un véhicule de combat volant développé par Garlemald.","Ce véhicule volant monoplace a été récupéré par l'Alliance éorzéenne après qu'il s'est écrasé suite à une avarie moteur. Les ingénieurs des Forges de Garlond l'ont réparé et l'étudient à des fins de rétroconception.","Vrouuum<Indent/>! Vrrrr..."
175,"Vous appelez à vous votre tapis magique, une carpette enchantée capable de voler.","Ce tapis enchanté peut voler dans les airs. D'après la légende proche-orientale, ce tapis aurait été fabriqué sur ordre d'un roi de la région de Corvos, par une fée qu'il avait envoûtée. Celui-ci est une reproduction de l'objet mythique par le biais de techniques modernes.","Fwaaamh<Indent/>!"
176,"Vous appelez à vous votre magna rouleur, un nouveau type d'arme magitek utilisant de la matière organique ar<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>cielle.","Cette créature mécanique était à l'origine une carcasse d'arme impériale qu'un ingénieur gobelin a ramassée à Gyr Abania et réparée. Elle était au départ capable de se mouvoir seule, mais son système de contrôle n'ayant pu être répliqué, elle a été transformée en machine organique.","Roule roule<Indent/>!"
177,"Vous appelez votre gros chocobo noir, le plus gras et le plus éminent parmi les siens.","Si l'on est vraiment ce que l'on mange, cet oiseau doit être majoritairement composé de fritures. Face à cet embonpoint lit<SoftHyphen/>té<SoftHyphen/>ra<SoftHyphen/>le<SoftHyphen/>ment surnaturel, certains soupçonnent même qu'il s'agirait en fait d'une créature magique et non d'un chocobo.","Scroumpf scroumpf..."
178,"Vous appelez Eldthurs, une gigantesque bête recouverte d'un pelage rougeoyant comme le feu.","Cette bête n'était autrefois qu'un yéti comme les autres, mais a été transformée par l'influence de l'éther de feu qui abonde à Pyros. D'ordinaire féroce, il devient docile une fois forcé à la soumission.","Fschhhhhh<Indent/>!"
179,"Vous appelez à vous votre magna rouleur plus, un nouveau type d'arme magitek utilisant de la matière organique ar<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>cielle.","À l'origine une carcasse ramassée à Gyr Abania et réparée par un ingénieur gobelin, il a été consolidé avec une couche externe de cermet renforcé pour un meilleur blindage. Il est plus lourd, mais sa performance organique étant optimisée,
il maintient sa vitesse de
pointe plus longtemps.","Collision<Indent/>!"
180,"Vous appelez à vous votre pampa emperador, une statue volante inspirée du Gold Saucer des Manderville.","Cette statue volante de pampa a été créée à l'image du Gold Saucer des Manderville. Comme le suggère son qualificatif, il vole dans les airs avec majesté et grâce. Ce qu'on ne sait toujours pas, c'est pourquoi le Gold Saucer a cette forme à l'origine...","♪☆♪"
181,"Vous appelez à vous votre kamuy à neuf queues, une créature légendaire invoquée grâce à un sifflet magique oriental.","Un animal fabuleux des légendes orientales. On raconte qu'un héros ayant jugulé de nombreux kamuy serait capable de le faire apparaître au moyen d'un sifflet enchanté pour le guider jusqu'au firmament. Ce n'est sûrement pas un hasard s'il ressemble à Tamamo-no-Gozen, que l'on représente comme un renard à neuf queues.","Ouwouuuuh<Indent/>!"
182,"Vous appelez un kamuy de l'est, une créature bénie par l'onde de Seiryû, le légendaire dragon bleu.","Le pelage de ce loup est parcouru de vents printaniers témoignant du pouvoir qu'il a hérité de Seiryû, l'un des quatre animaux sacrés. D'après les croyances, il aurait autrefois été abandonné par les humains et aurait ressuscité grâce au pouvoir de Seiryû lui-même.","Kaï<Indent/>!"
183,"Vous appelez votre monture tigre de guerre, un redoutable carnivore entraîné pour combattre avec ses dents aiguisées comme des lames.","Ce redoutable carnassier possède des canines semblables à des sabres, qui constituent sa plus grande arme. Certaines minorités du sud du continent d'Ilsabard dressent cette espèce dès son plus jeune âge pour en faire un animal d'usage militaire.","Grrrrr..."
184,"Vous appelez votre hirondelle d'Eurêka, une créature maritime communément appelée “hirondelle des mers” et capable de fendre l'air avec une indéniable élégance.","Les pro<SoftHyphen/>fes<SoftHyphen/>sion<SoftHyphen/>nels de l'histoire naturelle rapprochent cette créature de l'hirondelle des mers, mais celle-ci dispose d'élégantes nageoires bleutées qui lui permettent de voler. Certains la comparent ainsi plutôt à un ange bleu, un nom trompeur pour ce prédateur capable d'avaler tout rond
des monstres parfois vénimeux.","Shouuuu<Indent/>!♪"
185,"Vous appelez un vengeur magitek anti-froid, appareil impérial amélioré par les soins des Gobelins.","Ce suiveur autonome a été modifié et amélioré par le génie mécanique gobelin. Il comporte un nouveau module de survie pour les régions froides. Si la température descend sous un certain seuil, ses bras réchauffent le pilote. Sa coque
blanche lui vaut le
surnom de “yéti”.","Pshhh.... Brrr<Indent/>!"
186,"Vous appelez demi-Ozma, une imitation de Proto-Ozma élaborée par des chercheurs membres des Élèves de Baldesion.","Les chercheurs membres des Élèves de Baldesion ont créé cette imitation de Proto-Ozma en cherchant une solution au problème. Leurs théories voudraient qu'Ozma, une entité créée par des mages noirs de Mhach, était en fait une arme de guerre tentant de faire réapparaître Proto-Ozma grâce
à la magie.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
187,"Vous appelez votre amaro, une monture très populaire dans tout Norvrandt.","Principale monture volante utilisée en Norvrandt, cette créature a été améliorée magiquement par les sorciers de l'ancien empire de Ronka. Les spécimens chez lesquels les ca<SoftHyphen/>rac<SoftHyphen/>té<SoftHyphen/>ris<SoftHyphen/>ti<SoftHyphen/>ques anciennes persistent font preuve d'une
grande in<SoftHyphen/>tel<SoftHyphen/>li<SoftHyphen/>gence.","Gouig<Indent/>!"
188,"Vous appelez votre aéroglisseur, un véhicule découvert dans la Tour de Cristal.","Cet ancien véhicule flottant a été remis à neuf par les artisans de la halle du Juste. On raconte qu'il servait au transport de personnes fortunées, et qu'il avait été mys<SoftHyphen/>té<SoftHyphen/>rieu<SoftHyphen/>se<SoftHyphen/>ment abandonné à l'entrée d'une grotte avant d'être retrouvé et rapporté
à la Tour de Cristal.","Fshouoooh<Indent/>!"
189,"Vous appelez votre monture dragon pixie, une créature qui ne peut être appelée que grâce à un sifflet chargé en magie de Titania.","Ce dragon ne peut être appelé que grâce à un sifflet chargé de la magie de Titania, jadis fabriqué par des magiciens qui souhaitaient faire revivre les dragons.","Graoooor<Indent/>!"
190,"Vous appelez votre monture tricératops, une créature ancienne à trois cornes, équipée d'une selle polyvalente.","Cette créature à trois cornes est équipée d'une selle magique inventée par les savants ronka. La rumeur veut que ce soit le Mog meneur de clan Kupo, Nuts, qui aurait trouvé cette selle lors d'une de ses expéditions dans les ruines ronka et lui en aurait fait cadeau.","Groarrrr<Indent/>!"
191,"Vous appelez votre monture grenouilleur M, un automate créé par un artisan nain.","Créé par un artisan nain, le système de suspension de cet automate a été pensé pour supporter une utilisation régulière, et possède un dispositif de propulsion lui permettant de voler. Ses plans de fabrication sont gardés secrets
et il ne peut donc être reproduit
que par les Nains.","Kling klang..."
192,"Vous appelez votre monture dragon immaculé, une créature qui ne peut être appelée que grâce à un sifflet magique imprégné de l'énergie d'Innocence.","Ce dragon ne peut être appelé que grâce à un sifflet imprégné de l'énergie d'Innocence. À ne pas confondre avec un purgateur, son nom lui vient seulement de la brillance de ses écailles.","Swish, swish, swish<Indent/>!"
193,"Vous appelez votre lit magique, un couchage capable de vous transporter dans les airs.","Ce lit volant a été conçu à l'époque du royaume de Voeburt, à la demande d'un noble par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>rement paresseux qui ne souhaitait quitter sa couche sous aucun prétexte. Lorsque vint l'heure de rétribuer ses artisans, il partit faire une sieste et s'envola
vers d'autres cieux...","Faites de beaux rêves..."
194,"Vous appelez votre ahriman du Cirque, une étrange créature élevée et entraînée par le Cirque intercontinental.","Ce mystérieux ahriman a été élevé par le dresseur louche du Cirque intercontinental. Celui-ci l'avait entraîné pour épouvanter les humains et récolter l'énergie de leur frayeur avec son regard terrifiant, mais la créature n'étant pas à la hauteur, il a été décidé qu'elle vous accompagnerait dans vos aventures pour s'améliorer.","(scrute scrute)"
