key,0,1,2,3,4,5,6,7
214,"ui/icon/192000/192513.tex","ui/icon/082000/082093.tex",5,"BannerCondition#757",0,0,3012,"Red Sands"
215,"ui/icon/192000/192514.tex","ui/icon/082000/082093.tex",5,"BannerCondition#758",0,0,3299,"Final Conflict 12"
216,"ui/icon/192000/192515.tex","ui/icon/082000/082093.tex",5,"BannerCondition#759",0,0,3300,"Endless Conflict 12"
217,"ui/icon/192000/192516.tex","ui/icon/082000/082093.tex",5,"BannerCondition#760",0,0,3301,"Rising Conflict 12"
218,"ui/icon/192000/192522.tex","ui/icon/082000/082093.tex",5,"BannerCondition#761",0,0,3302,"Crystal Conflict 12"
219,"ui/icon/192000/192521.tex","ui/icon/082000/082093.tex",5,"BannerCondition#762",0,0,3303,"Diamond Conflict 12"
220,"ui/icon/192000/192520.tex","ui/icon/082000/082093.tex",5,"BannerCondition#763",0,0,3304,"Platinum Conflict 12"
221,"ui/icon/192000/192519.tex","ui/icon/082000/082093.tex",5,"BannerCondition#764",0,0,3305,"Gold Conflict 12"
222,"ui/icon/192000/192518.tex","ui/icon/082000/082093.tex",5,"BannerCondition#765",0,0,3306,"Silver Conflict 12"
223,"ui/icon/192000/192517.tex","ui/icon/082000/082093.tex",5,"BannerCondition#766",0,0,3307,"Bronze Conflict 12"
224,"ui/icon/192000/192968.tex","ui/icon/082000/082093.tex",3,"BannerCondition#767",0,0,2317,"Turali Travel Agency"
225,"ui/icon/192000/192654.tex","ui/icon/082000/082093.tex",9,"BannerCondition#768",0,0,1020,"Heavens' Orthodoxy"
226,"ui/icon/192000/192672.tex","ui/icon/082000/082093.tex",9,"BannerCondition#769",0,0,1021,"Heavens' Heresy"
227,"ui/icon/192000/192655.tex","ui/icon/082000/082093.tex",9,"BannerCondition#770",0,0,1022,"Idyll Wisdom"
228,"ui/icon/192000/192673.tex","ui/icon/082000/082093.tex",9,"BannerCondition#771",0,0,1023,"Idyll Industry"
229,"ui/icon/192000/192656.tex","ui/icon/082000/082093.tex",9,"BannerCondition#772",0,0,1024,"Kugane Commerce"
230,"ui/icon/192000/192668.tex","ui/icon/082000/082093.tex",9,"BannerCondition#773",0,0,1025,"Kugane Leisure"
231,"ui/icon/192000/192657.tex","ui/icon/082000/082093.tex",9,"BannerCondition#774",0,0,1026,"Western Reach"
232,"ui/icon/192000/192669.tex","ui/icon/082000/082093.tex",9,"BannerCondition#775",0,0,1027,"Eastern Reach"
233,"ui/icon/192000/192658.tex","ui/icon/082000/082093.tex",9,"BannerCondition#776",0,0,1028,"Exarchic Dome"
234,"ui/icon/192000/192670.tex","ui/icon/082000/082093.tex",9,"BannerCondition#777",0,0,1029,"Exarchic Tower"
235,"ui/icon/192000/192659.tex","ui/icon/082000/082093.tex",9,"BannerCondition#778",0,0,1030,"Eulmoran Comfort"
236,"ui/icon/192000/192671.tex","ui/icon/082000/082093.tex",9,"BannerCondition#779",0,0,1031,"Eulmoran Glory"
237,"ui/icon/192000/192660.tex","ui/icon/082000/082093.tex",9,"BannerCondition#780",0,0,1032,"Sharlayan Stoa"
238,"ui/icon/192000/192666.tex","ui/icon/082000/082093.tex",9,"BannerCondition#781",0,0,1033,"Sharlayan Agora"
239,"ui/icon/192000/192661.tex","ui/icon/082000/082093.tex",9,"BannerCondition#782",0,0,1034,"Hannish Radiance"
240,"ui/icon/192000/192667.tex","ui/icon/082000/082093.tex",9,"BannerCondition#783",0,0,1035,"Hannish Wonders"
241,,,0,"BannerCondition#0",0,0,0,""
242,,,0,"BannerCondition#0",0,0,0,""
243,,,0,"BannerCondition#0",0,0,0,""
244,,,0,"BannerCondition#0",0,0,0,""
245,,,0,"BannerCondition#0",0,0,0,""
246,,,0,"BannerCondition#0",0,0,0,""
247,,,0,"BannerCondition#0",0,0,0,""
248,,,0,"BannerCondition#0",0,0,0,""
249,,,0,"BannerCondition#0",0,0,0,""
250,,,0,"BannerCondition#0",0,0,0,""
