key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1110,"Gold Saucer","Comme sur des roulettes","Remporter 1 000 duels de Triple Triade ayant pour règle initiale “Roulette”.",10,"The Trinity / The Trinity","","ui/icon/027000/027661.tex",1,1,,,,,,,,,,65,1,"AchievementHideCondition#0"
1111,"Gold Saucer","Poussin de la Triade","Remporter 1 duel dans les tournois de Triple Triade.",5," / ","","ui/icon/027000/027661.tex",1,1,,,,,,,,,,70,1,"AchievementHideCondition#0"
1112,"Gold Saucer","Junior de la Triade","Remporter 10 duels dans les tournois de Triple Triade.",5," / ","","ui/icon/027000/027661.tex",1,1,,,,,,,,,,71,1,"AchievementHideCondition#0"
1113,"Gold Saucer","Senior de la Triade","Remporter 30 duels dans les tournois de Triple Triade.",5," / ","Shantotto Card","ui/icon/027000/027661.tex",1,1,,,,,,,,,,72,1,"AchievementHideCondition#0"
1114,"Gold Saucer","Vétéran de la Triade","Remporter 100 duels dans les tournois de Triple Triade.",10,"Duelist / Duelist","","ui/icon/027000/027661.tex",1,1,,,,,,,,,,73,1,"AchievementHideCondition#0"
1115,"Gold Saucer","Jacques t'a dit I","Réussir 1 JACTA.",5," / ","","ui/icon/002000/002801.tex",1,1,,,,,,,,,,80,1,"AchievementHideCondition#0"
1116,"Gold Saucer","Jacques t'a dit II","Réussir 30 JACTA.",5," / ","","ui/icon/002000/002801.tex",1,1,,,,,,,,,,81,1,"AchievementHideCondition#0"
1117,"Gold Saucer","Jacques t'a dit III","Réussir 100 JACTA.",10,"Gatekeeper / Keymaster","","ui/icon/002000/002801.tex",1,1,,,,,,,,,,82,1,"AchievementHideCondition#0"
1118,"Gold Saucer","Coupe-vent I","Réussir 1 fois le JACTA “Un sacré courant d'air”.",5," / ","","ui/icon/003000/003251.tex",1,1,,,,,,,,,,90,1,"AchievementHideCondition#0"
1119,"Gold Saucer","Coupe-vent II","Réussir 5 fois le JACTA “Un sacré courant d'air”.",5," / ","","ui/icon/003000/003251.tex",1,1,,,,,,,,,,91,1,"AchievementHideCondition#0"
1120,"Gold Saucer","Coupe-vent III","Réussir 10 fois le JACTA “Un sacré courant d'air”.",10,"The Fungah / The Fungah","","ui/icon/003000/003251.tex",1,1,,,,,,,,,,92,1,"AchievementHideCondition#0"
1121,"Gold Saucer","Avoir un méga pot I","Gagner 1 PGS au Méga Cactpot.",5," / ","","ui/icon/026000/026112.tex",1,1,,,,,,,,,,100,1,"AchievementHideCondition#0"
1122,"Gold Saucer","Avoir un méga pot II","Gagner 10 000 PGS au Méga Cactpot.",5," / ","","ui/icon/026000/026112.tex",1,1,,,,,,,,,,101,1,"AchievementHideCondition#0"
1123,"Gold Saucer","Avoir un méga pot III","Gagner 500 000 PGS au Méga Cactpot.",5," / ","","ui/icon/026000/026112.tex",1,1,,,,,,,,,,102,1,"AchievementHideCondition#0"
1124,"Gold Saucer","Pot d'âne","Gagner 1 000 000 PGS au Méga Cactpot.",10,"Moneybags / Moneybags","","ui/icon/026000/026112.tex",1,1,,,,,,,,,,103,1,"AchievementHideCondition#0"
1125,"Gold Saucer","Avec un peu de pot I","Gagner 1 PGS au Mini Cactpot.",5," / ","","ui/icon/026000/026111.tex",1,1,,,,,,,,,,110,1,"AchievementHideCondition#0"
1126,"Gold Saucer","Avec un peu de pot II","Gagner 10 000 PGS au Mini Cactpot.",5," / ","","ui/icon/026000/026111.tex",1,1,,,,,,,,,,111,1,"AchievementHideCondition#0"
1127,"Gold Saucer","Avec un peu de pot III","Gagner 500 000 PGS au Mini Cactpot.",5," / ","","ui/icon/026000/026111.tex",1,1,,,,,,,,,,112,1,"AchievementHideCondition#0"
1128,"Gold Saucer","Plein pot","Gagner 1 000 000 PGS au Mini Cactpot.",10,"Raiser of Mountains / Raiser of Mountains","","ui/icon/026000/026111.tex",1,1,,,,,,,,,,113,1,"AchievementHideCondition#0"
1129,"Quests","À bras raccourci","Accomplir la quête “Le flambeau de l'espoir”.",20,"Bearer of the Torch / Bearer of the Torch","","ui/icon/026000/026002.tex",1,6,"Before the Dawn",,,,,,,,,34,25,"AchievementHideCondition#0"
1130,"Quests","Facteur capital","Accomplir la quête “La grande famille de la Poste mog”.",10,"Postmaster / Postmaster","","ui/icon/026000/026002.tex",1,6,"The Little Postmoogle That Could",,,,,,,,,263,1,"AchievementHideCondition#0"
1131,"Seasonal Events","Un fabulœuf destin","Accomplir la quête “Les Prœufs plus gros que le ventre”.",10,"Half-boiled Heroine / Half-boiled Hero","","ui/icon/048000/048618.tex",1,6,"Eggs Pluribus Unum",,,,,,,,,16,1,"AchievementHideCondition#0"
1132,"Frontline","Le roi de l'arène","Remporter 200 victoires au Front avec l'une des trois grandes compagnies.",10," / ","Logistics System Identification Key","ui/icon/002000/002601.tex",1,19,,,,,,,,,,40,1,"AchievementHideCondition#0"
1133,"Quests","Les desseins de l'Archevêque","Accomplir la quête “L'audience”.",20,"Unbeliever / Unbeliever","","ui/icon/026000/026002.tex",1,6,"Disclosure",,,,,,,,,35,26,"AchievementHideCondition#0"
1134,"Quests","Il faut sauver le soldat Raubahn","Accomplir la quête “Le sauvetage de Raubahn”.",20,"The Redeemed / The Redeemed","","ui/icon/026000/026002.tex",1,6,"Keeping the Flame Alive",,,,,,,,,36,26,"AchievementHideCondition#0"
1135,"Quests","Sous les pavés, la neige","Accomplir la quête “Émeute à Ishgard”.",20,"Nidhogg Slayer / Nidhogg Slayer","","ui/icon/026000/026002.tex",1,6,"Unrest in Ishgard",,,,,,,,,37,26,"AchievementHideCondition#0"
1136,"Quests","Les rênes de l'Histoire","Accomplir la quête “La conviction de l'Archevêque”.",20,"Of the Silver Fuller / Of the Silver Fuller","","ui/icon/026000/026002.tex",1,6,"The Sins of Antiquity",,,,,,,,,38,26,"AchievementHideCondition#0"
1137,"Quests","Cap vers Azys Lla","Accomplir la quête “Un obstacle de plus”.",20,"Imperial Nuisance / Imperial Nuisance","","ui/icon/026000/026002.tex",1,6,"One Good Turn",,,,,,,,,39,26,"AchievementHideCondition#0"
1138,"Quests","Une lumière dans la tempête","Accomplir la quête “L'heure du départ”.",20,"Under-archon / Under-archon","","ui/icon/026000/026002.tex",1,6,"Hour of Departure",,,,,,,,,40,26,"AchievementHideCondition#0"
1139,"Quests","Le ciel bleu d'Ishgard","Accomplir la quête “Les yeux rivés au ciel”.",20,"The End of Ascalon / The End of Ascalon","","ui/icon/026000/026002.tex",1,6,"Heavensward",,,,,,,,,41,26,"AchievementHideCondition#0"
1140,"","※ManHvs801","※ManHvs801をコンプリート",20," / ","",,0,0,,,,,,,,,,32,1,"AchievementHideCondition#0"
1141,"Quests","Paladin consacré","Accomplir la quête de job “Un vrai paladin”.",5,"The Oathkeeper / The Oathkeeper","","ui/icon/026000/026003.tex",2,6,"This Little Sword of Mine",,,,,,,,,322,1,"AchievementHideCondition#0"
1142,"Quests","Moine consacré","Accomplir la quête de job “Plus rien ne sera comme avant”.",5,"Of the 14th Chakra / Of the 14th Chakra","","ui/icon/026000/026004.tex",2,6,"Appetite for Destruction",,,,,,,,,342,1,"AchievementHideCondition#0"
1143,"Quests","Guerrier consacré","Accomplir la quête de job “Jusqu'au bout de ses rêves”.",5,"The Mythril Heart / The Mythril Heart","","ui/icon/026000/026005.tex",2,6,"And My Axe",,,,,,,,,362,1,"AchievementHideCondition#0"
1144,"Quests","Chevalier dragon consacré","Accomplir la quête de job “Le sang du dragon”.",5,"The Azure Dragoon / The Azure Dragoon","","ui/icon/026000/026006.tex",2,6,"Dragoon's Fate",,,,,,,,,382,1,"AchievementHideCondition#0"
1145,"Quests","Barde consacré","Accomplir la quête de job “Le voyage en septentrion”.",5,"Skysinger / Skysinger","","ui/icon/026000/026007.tex",2,6,"The Ballad of Oblivion",,,,,,,,,402,1,"AchievementHideCondition#0"
1146,"Quests","Mage blanc consacré","Accomplir la quête de job “Soigner le monde”.",5,"Pure White / Pure White","","ui/icon/026000/026008.tex",2,6,"Hands of Healing",,,,,,,,,442,1,"AchievementHideCondition#0"
1147,"Quests","Mage noir consacré","Accomplir la quête de job “Un mariage explosif”.",5,"Annihilator / Annihilator","","ui/icon/026000/026009.tex",2,6,"The Defiant Ones",,,,,,,,,462,1,"AchievementHideCondition#0"
1148,"Quests","Invocateur consacré","Accomplir la quête de job “Du brasier naît la paix”.",5,"Dreadspawn / Dreadspawn","","ui/icon/026000/026010.tex",2,6,"A Flare for the Dramatic",,,,,,,,,482,1,"AchievementHideCondition#0"
1149,"Quests","Érudit consacré","Accomplir la quête de job “Éradication érudite”.",5,"Nymian Marine / Nymian Marine","","ui/icon/026000/026011.tex",2,6,"Forward, the Royal Marines",,,,,,,,,502,1,"AchievementHideCondition#0"
1150,"Quests","Ninja consacré","Accomplir la quête de job “Unis pour Inokuni”.",5,"The Darkest Shadow / The Darkest Shadow","","ui/icon/026000/026037.tex",2,6,"In Her Defense",,,,,,,,,422,1,"AchievementHideCondition#0"
1151,"Quests","Modèle d'excellence du chevalier noir","Accomplir la quête de job “Le côté obscur”.",5," / ","","ui/icon/026000/026040.tex",2,6,"Our Answer",,,,,,,,,521,1,"AchievementHideCondition#0"
1152,"Quests","Modèle d'excellence du machiniste","Accomplir la quête de job “Le tournoi de la Tête du dragon”.",5," / ","","ui/icon/026000/026042.tex",2,6,"The Power of a Tourney",,,,,,,,,541,1,"AchievementHideCondition#0"
1153,"Quests","Modèle d'excellence de l'astromancien","Accomplir la quête de job “La lance cosmique”.",5," / ","","ui/icon/026000/026041.tex",2,6,"Spearheading Initiatives",,,,,,,,,561,1,"AchievementHideCondition#0"
1154,"Quests","Chevalier noir consacré","Accomplir la quête de job “Le triomphe de la flamme”.",5,"Blackblood / Blackblood","","ui/icon/026000/026040.tex",2,6,"Absolution",,,,,,,,,522,1,"AchievementHideCondition#0"
1155,"Quests","Machiniste consacré","Accomplir la quête de job “Une belle dé<SoftHyphen/>mon<SoftHyphen/>stra<SoftHyphen/>tion d'allégeance”.",5,"Liberator / Liberator","","ui/icon/026000/026042.tex",2,6,"Rise of the Machinists",,,,,,,,,542,1,"AchievementHideCondition#0"
1156,"Quests","Astromancien consacré","Accomplir la quête de job “Prédestination”.",5,"Stargazer / Stargazer","","ui/icon/026000/026041.tex",2,6,"The Hands of Fate",,,,,,,,,562,1,"AchievementHideCondition#0"
1157,"General","Aux quatre vents : Hautes terres du Coerthas occidental","S'harmoniser avec tous les vents éthérés des Hautes terres du Coerthas occidental.",5," / ","","ui/icon/021000/021901.tex",1,20,"AetherCurrentCompFlgSet#1",,,,,,,,,101,1,"AchievementHideCondition#0"
1158,"General","Aux quatre vents : Avant-pays dravanien","S'harmoniser avec tous les vents éthérés de l'Avant-pays dravanien.",5," / ","","ui/icon/021000/021901.tex",1,20,"AetherCurrentCompFlgSet#2",,,,,,,,,102,1,"AchievementHideCondition#0"
1159,"General","Aux quatre vents : Arrière-pays dravanien","S'harmoniser avec tous les vents éthérés de l'Arrière-pays dravanien.",5," / ","","ui/icon/021000/021901.tex",1,20,"AetherCurrentCompFlgSet#3",,,,,,,,,103,1,"AchievementHideCondition#0"
1160,"General","Aux quatre vents : L'Écume des cieux de Dravania","S'harmoniser avec tous les vents éthérés de L'Écume des cieux de Dravania.",5," / ","","ui/icon/021000/021901.tex",1,20,"AetherCurrentCompFlgSet#4",,,,,,,,,104,1,"AchievementHideCondition#0"
1161,"General","Aux quatre vents : L'Écume des cieux d'Abalathia","S'harmoniser avec tous les vents éthérés de L'Écume des cieux d'Abalathia.",5," / ","","ui/icon/021000/021901.tex",1,20,"AetherCurrentCompFlgSet#5",,,,,,,,,105,1,"AchievementHideCondition#0"
1162,"General","Aux quatre vents : Azys Lla","S'harmoniser avec tous les vents éthérés d'Azys Lla.",5," / ","","ui/icon/021000/021901.tex",1,20,"AetherCurrentCompFlgSet#6",,,,,,,,,106,1,"AchievementHideCondition#0"
1163,"General","Navigateur des cieux du nord","S'harmoniser avec tous les vents éthérés des Hautes terres du Coerthas occidental, de l'Avant-pays dravanien, de l'Arrière-pays dravanien, de L'Écume des cieux de Dravania, de L'Écume des cieux d'Abalathia et d'Azys Lla.",10," / ","","ui/icon/021000/021901.tex",1,2,"Freebird: Coerthas Western Highlands","Freebird: Dravanian Forelands","Freebird: Dravanian Hinterlands","Freebird: Churning Mists","Freebird: Sea of Clouds","Freebird: Azys Lla",,,,107,1,"AchievementHideCondition#0"
1164,"Quests","Le château de métal","Accomplir la quête “Le trésor de Roundrox”.",10,"Illuminati Quencher / Illuminati Quencher","","ui/icon/026000/026002.tex",1,6,"Enigma",,,,,,,,,224,1,"AchievementHideCondition#0"
1165,"Quests","L'appel de la Triade guerrière","Accomplir les quêtes “La colère du Maître des lames” et “Les nuées du Migrateur des brumes”.",10,"Finder of False Gods / Finder of False Gods","","ui/icon/026000/026002.tex",1,6,"The Diabolical Bismarck","Thok Around the Clock",,,,,,,,645,1,"AchievementHideCondition#0"
1166,"Quests","Fou des volants","Accomplir la quête “Vole, beau volatile<Indent/>!”.",10,"Lighter than Air / Lighter than Air","","ui/icon/000000/000905.tex",1,6,"I Believe I Can Fly",,,,,,,,,646,1,"AchievementHideCondition#1"
1167,"Disciples of War","Gladiateur émérite","Atteindre le niveau 60 avec la classe gladiateur.",5," / ","","ui/icon/030000/030408.tex",1,3,"gladiator",,,,,,,,,6,1,"AchievementHideCondition#0"
1168,"Disciples of War","Pugiliste émérite","Atteindre le niveau 60 avec la classe pugiliste.",5," / ","","ui/icon/031000/031004.tex",1,3,"pugilist",,,,,,,,,26,1,"AchievementHideCondition#0"
1169,"Disciples of War","Maraudeur émérite","Atteindre le niveau 60 avec la classe maraudeur.",5," / ","","ui/icon/031000/031409.tex",1,3,"marauder",,,,,,,,,46,1,"AchievementHideCondition#0"
1170,"Disciples of War","Maître d'hast émérite","Atteindre le niveau 60 avec la classe maître d'hast.",5," / ","","ui/icon/031000/031816.tex",1,3,"lancer",,,,,,,,,66,1,"AchievementHideCondition#0"
1171,"Disciples of War","Archer émérite","Atteindre le niveau 60 avec la classe archer.",5," / ","","ui/icon/032000/032204.tex",1,3,"archer",,,,,,,,,86,1,"AchievementHideCondition#0"
1172,"Disciples of Magic","Elémentaliste émérite","Atteindre le niveau 60 avec la classe élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>te.",5," / ","","ui/icon/032000/032611.tex",1,3,"conjurer",,,,,,,,,6,1,"AchievementHideCondition#0"
1173,"Disciples of Magic","Occultiste émérite","Atteindre le niveau 60 avec la classe occultiste.",5," / ","","ui/icon/032000/032806.tex",1,3,"thaumaturge",,,,,,,,,26,1,"AchievementHideCondition#0"
1174,"Disciples of Magic","Arcaniste émérite","Atteindre le niveau 60 avec la classe arcaniste.",5," / ","","ui/icon/033000/033401.tex",1,3,"arcanist",,,,,,,,,46,1,"AchievementHideCondition#0"
1175,"Disciples of War","Surineur émérite","Atteindre le niveau 60 avec la classe surineur.",5," / ","","ui/icon/033000/033801.tex",1,3,"rogue",,,,,,,,,106,1,"AchievementHideCondition#0"
1176,"Disciples of War","Chevalier noir intermédiaire","Atteindre le niveau 30 avec le job chevalier noir.",5," / ","","ui/icon/034000/034203.tex",1,3,"dark knight",,,,,,,,,121,1,"AchievementHideCondition#0"
1177,"Disciples of War","Chevalier noir confirmé","Atteindre le niveau 40 avec le job chevalier noir.",5," / ","","ui/icon/034000/034203.tex",1,3,"dark knight",,,,,,,,,122,1,"AchievementHideCondition#0"
1178,"Disciples of War","Chevalier noir vétéran","Atteindre le niveau 50 avec le job chevalier noir.",5," / ","","ui/icon/034000/034203.tex",1,3,"dark knight",,,,,,,,,123,1,"AchievementHideCondition#0"
1179,"Disciples of War","Chevalier noir émérite","Atteindre le niveau 60 avec le job chevalier noir.",5," / ","","ui/icon/034000/034203.tex",1,3,"dark knight",,,,,,,,,124,1,"AchievementHideCondition#0"
1180,"Disciples of War","Machiniste intermédiaire","Atteindre le niveau 30 avec le job machiniste.",5," / ","","ui/icon/034000/034607.tex",1,3,"machinist",,,,,,,,,141,1,"AchievementHideCondition#0"
1181,"Disciples of War","Machiniste confirmé","Atteindre le niveau 40 avec le job machiniste.",5," / ","","ui/icon/034000/034607.tex",1,3,"machinist",,,,,,,,,142,1,"AchievementHideCondition#0"
1182,"Disciples of War","Machiniste vétéran","Atteindre le niveau 50 avec le job machiniste.",5," / ","","ui/icon/034000/034607.tex",1,3,"machinist",,,,,,,,,143,1,"AchievementHideCondition#0"
1183,"Disciples of War","Machiniste émérite","Atteindre le niveau 60 avec le job machiniste.",5," / ","","ui/icon/034000/034607.tex",1,3,"machinist",,,,,,,,,144,1,"AchievementHideCondition#0"
1184,"Disciples of Magic","Astromancien intermédiaire","Atteindre le niveau 30 avec le job astromancien.",5," / ","","ui/icon/034000/034808.tex",1,3,"astrologian",,,,,,,,,61,1,"AchievementHideCondition#0"
1185,"Disciples of Magic","Astromancien confirmé","Atteindre le niveau 40 avec le job astromancien.",5," / ","","ui/icon/034000/034808.tex",1,3,"astrologian",,,,,,,,,62,1,"AchievementHideCondition#0"
1186,"Disciples of Magic","Astromancien vétéran","Atteindre le niveau 50 avec le job astromancien.",5," / ","","ui/icon/034000/034808.tex",1,3,"astrologian",,,,,,,,,63,1,"AchievementHideCondition#0"
1187,"Disciples of Magic","Astromancien émérite","Atteindre le niveau 60 avec le job astromancien.",5," / ","","ui/icon/034000/034808.tex",1,3,"astrologian",,,,,,,,,64,1,"AchievementHideCondition#0"
1188,"General","Virtuose de la guerre","Atteindre le niveau 60 avec les classes ou jobs gladiateur, pugiliste, maraudeur, maître d'hast, archer, surineur, chevalier noir et machiniste.",20,"Grandmaster of War / Grandmaster of War","","ui/icon/002000/002547.tex",1,26,,,,,,,,,,4,1,"AchievementHideCondition#0"
1189,"General","Virtuose de la magie","Atteindre le niveau 60 avec les classes ou jobs élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>te, occultiste, arcaniste et astromancien.",20,"Grandmaster of Magic / Grandmaster of Magic","","ui/icon/002000/002658.tex",1,26,,,,,,,,,,5,1,"AchievementHideCondition#0"
1190,"General","Virtuose du corps et de l'esprit","Accomplir les hauts faits “Virtuose de la guerre” et “Virtuose de la magie”.",30," / ","Warlord's Crown","ui/icon/002000/002517.tex",2,2,"Mastering War II","Mastering Magic II",,,,,,,,6,1,"AchievementHideCondition#0"
1191,"Seasonal Events","Le ciel, le soleil et la mer","Accomplir la quête “La belle, les brutes et les aventuriers”",10," / ","","ui/icon/027000/027001.tex",1,6,"An Adventurer's Life for Me",,,,,,,,,17,1,"AchievementHideCondition#0"
1192,"Seasonal Events","Écraseur de bugs","Accomplir la quête “Si loin, si proche”.",10," / ","","ui/icon/026000/026107.tex",1,6,"A World Away",,,,,,,,,18,1,"AchievementHideCondition#0"
1193,"Battle","On demande un chevalier noir I","Effectuer 50 missions de haut niveau en tant que chevalier noir.",5,"Dark Driver / Dark Driver","","ui/icon/003000/003071.tex",1,1,,,,,,,,,,76,1,"AchievementHideCondition#0"
1194,"Battle","On demande un chevalier noir II","Effectuer 100 missions de haut niveau en tant que chevalier noir.",10,"Of the Stalwart Sword / Of the Stalwart Sword","","ui/icon/003000/003071.tex",1,1,,,,,,,,,,77,1,"AchievementHideCondition#0"
1195,"Battle","La séduction du côté obscur","Effectuer 200 missions de haut niveau en tant que chevalier noir.",20," / ","Panther Bell","ui/icon/003000/003071.tex",1,1,,,,,,,,,,78,1,"AchievementHideCondition#0"
1196,"Frontline","Souvenir des tréfonds I","Prendre le contrôle d'un mémolithe allagois au Rocher des tréfonds.",5," / ","","ui/icon/002000/002656.tex",1,1,,,,,,,,,,42,1,"AchievementHideCondition#0"
1197,"Frontline","Souvenir des tréfonds II","Prendre le contrôle de mémolithes allagois 30 fois au Rocher des tréfonds.",5," / ","","ui/icon/002000/002656.tex",1,1,,,,,,,,,,43,1,"AchievementHideCondition#0"
1198,"Frontline","Souvenir des tréfonds III","Prendre le contrôle de mémolithes allagois 100 fois au Rocher des tréfonds.",5," / ","","ui/icon/002000/002656.tex",1,1,,,,,,,,,,44,1,"AchievementHideCondition#0"
1199,"Frontline","Souvenir des tréfonds IV","Prendre le contrôle de mémolithes allagois 300 fois au Rocher des tréfonds.",5,"Keeper of Knowledge / Keeper of Knowledge","","ui/icon/002000/002656.tex",1,1,,,,,,,,,,45,1,"AchievementHideCondition#0"
1200,"Frontline","Souvenir des tréfonds V","Prendre le contrôle de mémolithes allagois 500 fois au Rocher des tréfonds.",10," / ","","ui/icon/002000/002656.tex",1,1,,,,,,,,,,46,1,"AchievementHideCondition#0"
1201,"Frontline","Le dieu de l'arène","Remporter 300 victoires au Front avec l'une des trois grandes compagnies.",10," / ","","ui/icon/002000/002601.tex",1,19,,,,,,,,,,41,1,"AchievementHideCondition#0"
1202,"Coerthas","Cartographe du continent : Hautes terres du Coerthas occidental","Découvrir toute la carte des Hautes terres du Coerthas occidental.",10," / ","","ui/icon/001000/001001.tex",1,8,"r2f1/00",,,,,,,,,0,1,"AchievementHideCondition#0"
1203,"Dravania","Cartographe du continent : Avant-pays dravanien","Découvrir toute la carte de l'Avant-pays dravanien.",10," / ","","ui/icon/001000/001001.tex",1,8,"d2f1/00",,,,,,,,,1,1,"AchievementHideCondition#0"
1204,"Dravania","Cartographe du continent : Arrière-pays dravanien","Découvrir toute la carte de l'Arrière-pays dravanien.",10," / ","","ui/icon/001000/001001.tex",1,8,"d2f2/00",,,,,,,,,2,1,"AchievementHideCondition#0"
1205,"Dravania","Cartographe du continent : L'Écume des cieux de Dravania","Découvrir toute la carte de L'Écume des cieux de Dravania.",10," / ","","ui/icon/001000/001001.tex",1,8,"d2f3/00",,,,,,,,,3,1,"AchievementHideCondition#0"
1206,"Abalathia's Spine","Cartographe du continent : L'Écume des cieux d'Abalathia","Découvrir toute la carte de L'Écume des cieux d'Abalathia.",10," / ","","ui/icon/001000/001001.tex",1,8,"a2f1/00",,,,,,,,,0,1,"AchievementHideCondition#0"
1207,"Abalathia's Spine","Cartographe du continent : Azys Lla","Découvrir toute la carte d'Azys Lla.",10," / ","","ui/icon/001000/001001.tex",1,8,"a2f2/00",,,,,,,,,0,1,"AchievementHideCondition#0"
1208,"Duty","Cartographe du continent : Vigile du Crépuscule","Découvrir toute la carte du Vigile du Crépuscule.",10," / ","","ui/icon/001000/001001.tex",1,8,"r2d1/00",,,,,,,,,40,1,"AchievementHideCondition#0"
1209,"Duty","Cartographe du continent : Sohm Al","Découvrir toute la carte de Sohm Al.",10," / ","","ui/icon/001000/001001.tex",1,8,"d2d1/01",,,,,,,,,41,1,"AchievementHideCondition#0"
1210,"Duty","Cartographe du continent : L'Aire","Découvrir toute la carte de L'Aire.",10," / ","","ui/icon/001000/001001.tex",1,8,"d2d2/00",,,,,,,,,42,1,"AchievementHideCondition#0"
1211,"Duty","Cartographe du continent : La Voûte","Découvrir toute la carte de La Voûte.",10," / ","","ui/icon/001000/001001.tex",1,8,"r2d2/01",,,,,,,,,43,1,"AchievementHideCondition#0"
1212,"Duty","Cartographe du continent : Grande bibliothèque de Gubal","Découvrir toute la carte de la Grande bibliothèque de Gubal.",10," / ","","ui/icon/001000/001001.tex",1,8,"d2d3/00",,,,,,,,,44,1,"AchievementHideCondition#0"
1213,"Duty","Cartographe du continent : Laboratoire de magismologie","Découvrir toute la carte du Laboratoire de magismologie.",10," / ","","ui/icon/001000/001001.tex",1,8,"a2d1/01",,,,,,,,,45,1,"AchievementHideCondition#0"
1214,"Duty","Cartographe du continent : Nalloncques","Découvrir toute la carte de Nalloncques.",10," / ","","ui/icon/001000/001001.tex",1,8,"a2d2/00",,,,,,,,,46,1,"AchievementHideCondition#0"
1215,"Duty","Cartographe du continent : Le Continuum fractal","Découvrir toute la carte du Continuum fractal.",10," / ","","ui/icon/001000/001001.tex",1,8,"a2d3/01",,,,,,,,,47,1,"AchievementHideCondition#0"
1216,"Duty","Cartographe du continent : Le Poing du Père","Découvrir toute la carte du Poing du Père.",10," / ","","ui/icon/001000/001001.tex",1,8,"d2a1/00",,,,,,,,,1040,36,"AchievementHideCondition#0"
1217,"Duty","Cartographe du continent : Le Poignet du Père","Découvrir toute la carte du Poignet du Père.",10," / ","","ui/icon/001000/001001.tex",1,8,"d2a2/01",,,,,,,,,1041,36,"AchievementHideCondition#0"
1218,"Duty","Cartographe du continent : Le Bras du Père","Découvrir toute la carte du Bras du Père.",10," / ","","ui/icon/001000/001001.tex",1,8,"d2a3/00",,,,,,,,,1042,36,"AchievementHideCondition#0"
1219,"","","",0," / ","",,0,0,,,,,,,,,,0,0,"AchievementHideCondition#0"
1220,"Trials","Expulser le Migrateur des brumes","Vaincre Bismarck dans le défi “L'Immensité bleue (extrême)”.",10," / ","","ui/icon/000000/000317.tex",1,14,"InstanceContent#20034",,,,,,,,,12,1,"AchievementHideCondition#0"
1221,"Trials","Limer le Maître des lames","Vaincre Ravana dans le défi “Thok ast Thok (extrême)”.",10," / ","","ui/icon/000000/000317.tex",1,14,"InstanceContent#20032",,,,,,,,,13,1,"AchievementHideCondition#0"
1222,"Dungeons","Plongeon dans les donjons IV","Finir 30 donjons ou défis différents.",20," / ","","ui/icon/000000/000801.tex",1,1,,,,,,,,,,4,1,"AchievementHideCondition#0"
1223,"Dungeons","Plongeon dans les donjons V","Finir 40 donjons ou défis différents.",20," / ","","ui/icon/000000/000801.tex",1,1,,,,,,,,,,5,1,"AchievementHideCondition#0"
1224,"Dungeons","Plongeon dans les donjons VI","Finir 50 donjons ou défis différents.",20," / ","","ui/icon/000000/000801.tex",1,1,,,,,,,,,,6,1,"AchievementHideCondition#0"
1225,"Dungeons","Légende vivante I","Finir 2 000 donjons ou défis.",20," / ","","ui/icon/000000/000151.tex",1,1,,,,,,,,,,12,1,"AchievementHideCondition#0"
1226,"Dungeons","Légende vivante II","Finir 5 000 donjons ou défis.",20," / ","","ui/icon/000000/000151.tex",1,1,,,,,,,,,,13,1,"AchievementHideCondition#0"
1227,"Dungeons","Légende vivante III","Finir 10 000 donjons ou défis.",20," / ","","ui/icon/000000/000151.tex",1,1,,,,,,,,,,14,1,"AchievementHideCondition#0"
1228,"Raids","Les péchés du Père I","Finir Gordias<Indent/>: le Père 1 fois.",5," / ","","ui/icon/000000/000467.tex",1,1,,,,,,,,,,0,36,"AchievementHideCondition#0"
1229,"Raids","Les péchés du Père II","Finir Gordias<Indent/>: le Père 5 fois.",10," / ","","ui/icon/000000/000467.tex",1,1,,,,,,,,,,0,36,"AchievementHideCondition#0"
1230,"Raids","Les péchés du Père III","Finir Gordias<Indent/>: le Père 10 fois.",20," / ","","ui/icon/000000/000467.tex",1,1,,,,,,,,,,0,36,"AchievementHideCondition#0"
1231,"Raids","Le sadisme du Père I","Finir Gordias<Indent/>: le Père (sadique) 1 fois.",5," / ","","ui/icon/000000/000467.tex",1,1,,,,,,,,,,0,36,"AchievementHideCondition#0"
1232,"Raids","Le sadisme du Père II","Finir Gordias<Indent/>: le Père (sadique) 5 fois.",10," / ","","ui/icon/000000/000467.tex",1,1,,,,,,,,,,0,36,"AchievementHideCondition#0"
1233,"Raids","Le sadisme du Père III","Finir Gordias<Indent/>: le Père (sadique) 10 fois.",20," / ","","ui/icon/000000/000467.tex",1,1,,,,,,,,,,0,36,"AchievementHideCondition#0"
1234,"","","",0," / ","",,0,0,,,,,,,,,,0,0,"AchievementHideCondition#0"
1235,"","","",0," / ","",,0,0,,,,,,,,,,0,0,"AchievementHideCondition#0"
1236,"","","",0," / ","",,0,0,,,,,,,,,,0,0,"AchievementHideCondition#0"
1237,"","","",0," / ","",,0,0,,,,,,,,,,0,0,"AchievementHideCondition#0"
1238,"","","",0," / ","",,0,0,,,,,,,,,,0,0,"AchievementHideCondition#0"
