key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
86,"Du rufst Prinz Zwiebel herbei. Er würde für dich sterben. Oder um dich weinen. Oder dich zum Weinen bringen.","Nachdem er erfahren musste, dass seine Eltern nicht aus Liebe heirateten, sondern weil sie es als ihre Pflicht ansahen, schwor sich Prinz Zwiebel, nie in ihre Fußstapfen zu treten und stattdessen mit seiner Geliebten davonzulaufen.","Mit so ein paar kleinen Gemüsezwiebeln
mach ich kurzen Prozess.
<Emphasis>Hildibrand, Meister-Kriminologe</Emphasis>","Dicke Tränen","Fügt dem nächstgelegenen gegnerischen Arkana-Stein 5 % Schaden zu.",55,30,3,False,False,True,False,False,"Dismantling"
87,"Du rufst Ritter Aubergine herbei. Sein Kindheitstraum, ein Magier zu werden, missfiel seinem strengen Vater zutiefst.","Das Haus Aubergine hat den Tomatenkönigen achtzehn Generationen lang treu gedient und war dem Thron gegenüber stets loyal ... bis dieser Ritter der neunzehnten Generation ein Auge auf die hübsche Königin
Mandragora warf.","Wer zu viele Auberginen isst,
wird selber eine.
<Emphasis>Hausfrauenweisheit</Emphasis>","Nachtschatten","Erhöht die ABW eigener Trabanten in der Nähe um 10, im Fall von Tieren um 30.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",45,50,3,False,True,True,False,False,"Enhancement"
88,"Du rufst Sir Knoblauch herbei. Jeder deiner Atemzüge wird dich daran erinnern, dass der stinkende Kerl direkt hinter dir ist.","Der Sohn eines wandernden Maskierten, der unter dem Namen Knoblauchstern auftrat. Er schwor sich, nie in die Fußstapfen seines Vaters zu treten, aber musste seinen Stolz überwinden, da er der Palastwache zu
übelriechend war.","Und dieses herrliche Aroma!
<Emphasis>Ingham</Emphasis>","Appetitanreger","Erhöht die ATT eigener Trabanten in der Nähe um 20, im Fall von Tieren um 40.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",25,60,3,False,False,True,False,False,"Enhancement"
89,"Du rufst König Tomate herbei. Hat einen königlichen Erlass verabschiedet, der es seinen Untertanen untersagt, ihn als Gemüse zu bezeichnen.","Nachdem die Katastrophe den König ohne ein Königreich hinterlassen hatte, machte sich dieser auf den Weg, um ein neues Reich zu finden, über das er herrschen könnte. Streift derzeit durch die Lande, um jede Rübe und Knolle
davon zu überzeugen,
ihm zu folgen.","Um mich zu beruhigen, genehmige ich
mir erst mal eine dieser köstlichen
gridanischen Tomatenpasteten.
<Emphasis>Ahctkoen</Emphasis>","Killerangriff","Erhöht die ATT der ausführenden Trabanten um 40.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15 Sekunden",80,45,4,False,False,False,False,False,"Enhancement"
90,"Du rufst Königin Mandragora herbei. Mit König Tomate verheiratet, um das Band zwischen den Häusern Tomate und Mandragora zu stärken. Ihr Herz gehört jedoch Ritter Aubergine. Was wird wohl aus dieser verbotenen Liebschaft werden?!","Gefangen in einem Leben mit einem Mann, den sie nicht liebt. Es verging kaum eine Nacht, in der die Königin nicht daran dachte, sich in die See zu stürzen ... bis sie eines Tages den noblen Ritter Aubergine traf.","Seit der großen Katastrophe verbreiten sich die merkwürdigen
Mandragoras wie Ungeziefer. Zuerst hielt man sie für unschädlich,
sogar niedlich, aber sie saugen Unmengen Nährstoffe aus dem Boden.
<Emphasis>Arenlona von der Gockelburg</Emphasis>","Photosynthese","Regeneriert 100 LP bei eigenen Trabanten in der Nähe, im Fall von Tieren 150.",50,75,2,False,True,False,True,False,"Restoration"
91,"Eine Puppe in der Gestalt der berühmten Exegetin. 23 Jahr, weißes Haar, so steht sie vor dir!
","Von Tataru bei der Goldschmiede-Gilde in Auftrag gegeben, ging beinahe die Hälfte der Kosten an das Atelier Fen-Yll, das die präzise gearbeiteten Lederstiefel dieser Puppe anfertigte. Sie sieht der rätselhaften Druidin in der
Tat sehr ähnlich. ","Nun werden wir sehen,
ob ich als Sharlayanerin etwas auf mich halten darf ...
<Emphasis>Y'shtola</Emphasis>","Ätherfeld","Erhöht die ABW eigener Trabanten in der Nähe um 20.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10 Sekunden",60,70,4,False,True,True,False,False,"Enhancement"
92,"Du rufst eine verhexte Puppe in Gestalt eines Zwiebelritters herbei. Treibt selbst dem härtesten Hund Tränen in die Augen!","Laut Rammbroes von der Sankt Coinach-Stiftung begannen die Allager gegen Ende ihrer Zivilisation, ihre Kriege mit solchen Puppen auszutragen, um den Frieden im Reich sicherzustellen.","Wir sollten schleunigst in die Sagolii-Wüste aufbrechen,
um den Machenschaften dieser verrückten Zombies
ein Regal, äh, eine Zwiebel vorzuschieben.
<Emphasis>Nashu Mhakaracca</Emphasis>","Zwiebelschale","Macht die ausführenden Trabanten unempfindlich für alle Angriffe.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",30,60,4,False,False,True,False,False,"Enhancement"
93,"Du rufst eine Schatzkiste herbei. Beim Öffnen schön auf die Fingerchen Acht geben!","Ursprünglich mal von einem Jagdmeister zur Aufbewahrung von Jagdabzeichen verwendet ... bis die Kiste begann, diese aufzufressen. Um die Verluste ein Stück weit wieder wettzumachen, verkaufte er die Schatzkiste.","Piraten wissen, wo ihre Schatzkiste ist.
<Emphasis>Ahtzapfyn</Emphasis>","Bleideckel","Führt eine Attacke mit Attacke-Wert 120 auf die Gegner in der Nähe aus und erhöht die ATT der ausführenden Trabanten um 20.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",50,35,3,True,False,False,False,False,"Damage"
94,"Du rufst ein Tapirjunges herbei. Man sagt, dass die Tiere sich von Träumen ernähren.","Bevor man herausfand, dass die Tapire tatsächlich die Träume ihrer Besitzer in sich aufsogen, wurden ein paar Hundert an Adelige in Ul'dah verkauft, die sich nach einem geruhsameren Schlaf sehnten. Erstaunlicherweise gab es
nur wenige Beschwerden
von den Besitzern.","Träume sind wie Pflanzen, verstehst du?
Nähre sie, hege sie - und eines Tages
werden sie fruchten.
<Emphasis>Fufucha</Emphasis>","Klartraum","Fügt Gegnern in der Nähe eine Schwäche gegen Tiere zu.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",45,25,2,False,True,True,False,False,"Enfeeblement"
95,"Du rufst deinen Nana-Stoffbären herbei. Gelehrte sind der Ansicht, dass Bären zu den tödlichsten Bestien im Reich gehören. Offensichtlich haben sie nie in die Augen <Emphasis>dieses</Emphasis> süßen kleinen Exemplars geschaut.","Der Nana-Stoffbär geht zurück auf die ul'dhische Prinzessin Nanakko, die sich zu ihrem 8. Geburtstag einen Bären von ihrem Vater wünschte. Der Sultan ließ ganz Eorzea absuchen - erfolglos. Also wurden die Goldschmiede damit
beauftragt, einen
Spielzeugbären zu bauen.","Im ganzen Honighof gibt
gibt es nicht genug Honig,
um dieses kleine Schleckermaul
zufriedenzustellen.
<Emphasis>Anonymer Imker</Emphasis>","Plüschtritt","Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus.",45,30,2,False,True,True,False,False,"Damage"
96,"Du rufst deine Miniaturlore herbei. Eignet sich am besten für verlassene Minen und Tempel des Todes.","Die Amajina Bergbau AG behauptet, ihre Spende von über Hundert dieser Gefährten an die Waisen von Steinwurf sei ein Akt der Wohltätigkeit gewesen. Kritiker vermuten jedoch, die Kinder sollen so für die Arbeit in den Minen von
Thanalan begeistert
werden.","Miiiine alles meiiins!
<Emphasis>Biggy, der Spriggan</Emphasis>","Spurlatte","Erhöht die Technikpunkte eigener Trabanten in der Nähe um 10, außer wenn sie ebenfalls diesen Effekt verursachen können.",35,60,1,False,True,False,True,True,"Enhancement"
97,"Du rufst deinen Nussfresser herbei. Komplett mit einem Paar Eicheln.","Inspiriert von den Worten von Milith Ironheart streift dieses Baumhörnchen auf der Suche nach der legendären goldenen Eichel durch die Lande. Wobei seine Über<SoftHyphen/>lebens<SoftHyphen/>chancen deutlich höher sind, wenn es dir hinterhertrottet.","Du hast all meine Bewegungen durchschaut ...
Du bist kein gewöhnliches Murmelhörnchen ...
<Emphasis>Hamon</Emphasis>","Schädelfresser","Stellt eine Falle auf, die nach 10 Sekunden ausgelöst werden kann. Bewirkt die Verlangsamung von Gegnern in der Nähe um 70<Indent/>%.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20 Sekunden",100,50,4,False,False,False,False,False,"Trap"
98,"Du rufst deine Minfilia-Puppe herbei. Im Gegensatz zur echten Minfilia begleitet sie dich wirklich auf deinen Abenteuern.","Dieser Uhrwerk-Automat wurde auf Geheiß der Aben<SoftHyphen/>teurer<SoftHyphen/>gilde für die jährliche Feier der Wiedergeburt Eorzeas angefertigt. Man hat ihr die Kontaktkreis-Privilegien entzogen, du brauchst also keine nächtlichen Anrufe
fürchten.","Freut mich sehr! Ich bin Minfilia, die
Anführerin des Bundes der Morgenröte.
<Emphasis>Minfilia</Emphasis>","Ich bin's, Minfilia","Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus.",80,40,3,False,False,True,False,False,"Damage"
99,"Du rufst deine Thancred-Puppe herbei. 200 % verträumter als frühere Modelle.","Dieser Uhrwerk-Automat wurde auf Geheiß der Aben<SoftHyphen/>teurer<SoftHyphen/>gilde für die jährliche Feier der Wiedergeburt Eorzeas angefertigt. Berichte über Thancred-Fans, die selbst von den Puppen magisch angezogen werden, sind nicht völlig an den
Haaren herbeigezogen.","Unsere Organisation heißt übrigens der „Bund der Morgenröte“
und es ist keine Übertreibung, wenn ich sage, dass wir die <Emphasis>Guten</Emphasis>
sind!
<Emphasis>Thancred</Emphasis>","Herzensbrecher","Stellt eine Falle auf, die nach 10 Sekunden ausgelöst werden kann. Bewirkt eine Attacke mit Attacke-Wert 260 auf die Gegner in der Nähe.",50,35,3,True,True,False,False,False,"Trap"
100,"Du rufst deine Aufzieh-Magitek-Drohne herbei. Eine exakte Nachbildung einer mit Erdseim betriebenen Magitek-Drohne im Maßstab 1:9 (Ultima-Waffe-Actionfigur nicht im Lieferumfang enthalten).","Dieses Wunder moderner Mechanik ist eigentlich ein Wunder antiker allagischer Technik, die man rekonstruiert und dann mit garleischer Magitek-Technologie verfeinert hat.","Vorwärts, Magitek-Frontbrecher!
Demonstriere diesen Würmern
unsere Überlegenheit.
<Emphasis>Garleischer Centurio</Emphasis>","Totalattacke","Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus. ",50,75,2,True,False,False,False,False,"Damage"
101,"Du rufst dein Wölkchen der Dunkelheit herbei. Wer sich in seiner Nähe aufhält, sollte das Husten, Niesen und Herumwedeln tunlichst vermeiden, sonst ist das Wölkchen für immer verschwunden.","Als dieser mechanische Begleiter eines Goldschmieds, der wegen schwarzer Künste gehängt worden war, gefunden wurde, war die Obrigkeit alarmiert und ließ den kürzlich Verstorbenen ausgraben. Zu ihrem
großen Schrecken war
der Sarg leer.","Wir sind die Wolke der Dunkelheit!
Alles ergreifend, alles verschlingend.
<Emphasis>Wolke der Dunkelheit</Emphasis>","Kleinstpartikelstrahl","Führt eine Attacke mit Attacke-Wert 150 auf die Gegner in der Nähe aus und verringert ihre ABW um 30 %.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",70,60,4,False,False,True,False,False,"Damage"
102,"Du rufst deine Ninki-Nanka-Puppe herbei. Genau wie seine Eltern wird sich dieses schuppige Wesen rasant fortpflanzen, wenn man es unbeaufsichtigt lässt.","Anstatt ihre Eier in einem Teich oder Fluss abzulegen, wo sie leicht anderen wilden Tieren zum Opfer fallen könnten, lagert das Ninki-Nanka-Weibchen diese auf dem Rücken des Vaters, der sie trägt und beschützt, bis der Nachwuchs schlüpft.
Sofern er nicht vorher
runterfällt ...","Eierstich und Dottergelb! Ei, viele Eier, mehr Eier, alle Eier!
Wundereierbar!
<Emphasis>Gigitty, der Spriggan</Emphasis>","Ninki-Stänker","Erhöht die ATT eigener Trabanten in der Nähe um 25.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",55,40,2,False,True,True,False,False,"Enhancement"
103,"Du rufst dein Panda-Stofftier herbei. Angenehm weich und exotisch zugleich.","Im Fernen Osten sollen Pandas so beliebt sein, dass sie angeblich sogar Positionen in der Regierung einnehmen. Andererseits gibt es auch Berichte, sie seien ganz im Gegensatz zu ihrem Aussehen wild und unbändig.","Auch im Fernen Osten, wie ihr es nennt, gibt es
Lebewesen, die wie Götter verehrt werden.
<Emphasis>Yugiri</Emphasis>","Bambusgrube","Stellt eine Falle auf, die nach 10 Sekunden ausgelöst werden kann. Bewirkt eine Attacke mit Attacke-Wert 260 auf die Feinde in der Nähe.",30,40,2,True,False,False,True,False,"Trap"
104,"Du rufst deinen Aufzieh-Ultros herbei. Hoffentlich verknotet er sich beim Laufen nicht die Arme.","Inspiriert von den fließenden Bewegungen des frechen Kopffüßers wollte der begnadete Goldschmied Godbert Manderville eigentlich einen Ring herstellen, baute in seinem Übereifer und mit
der Macht der Mandervilles
aber gleich eine
komplette Marionette.","♪ Humba, humba, humba, tätäräää ♪
<Emphasis>Ultros</Emphasis>","Tentakel","Erhöht die GSW eigener Trabanten in der Nähe um 35 %.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",50,45,2,True,False,False,False,False,"Enhancement"
105,"Du rufst deinen Zuckerschneemann herbei. Dank karamelisiertem Überzug eignet sich dieser wohlerzogene Begleiter auch für Spaziergänge durch Thanalan.","Ein rauschbärtiger Wohltäter konstruierte diese putzige Marionette in Zusammenarbeit mit Eorzeas Zuckerbäckern, um den Kindern zum Sternenlichtfest eine Freude zu bereiten. Angeblich freut sich der Schneemann, wenn man
ihn ordentlich mit
Schneebällen einseift.","Gut zielen, kräftiger werfen und niemals ducken.
Ducken ist was für Warmbader.
<Emphasis>Die Kunst der Schneeballschlacht</Emphasis>","Schmelzwasser","Erhöht den Schaden der ausführenden Trabanten gegen gegnerische Arkana-Steine.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",40,50,2,False,True,True,False,False,"Enhancement"
106,"Du rufst dein Chocopummelchen herbei. Noch kann sich dieses Küken mit Babyspeck herausreden, aber das wird nicht ewig funktionieren.","Es wäre naiv zu glauben, dass allein der Verzehr von Gizar-Kraut für ein solches Kampfgewicht sorgt. Behemoth-Knochen unter dem Nest dieses Kükens lassen vermuten, dass es auch proteinreicher Nahrung nicht abgeneigt ist.","Wenn ich groß bin,
werd ich ein Moppel!
<Emphasis>Chocopummelchen</Emphasis>","Leckermaul","Verdoppelt die LP-Regeneration der Trabanten innerhalb eines Tors.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20 Sekunden",35,75,2,False,True,False,False,False,"Special"
107,"Du rufst deine Yda-Puppe herbei. Mit unabnehmbarer Maske und unerschütterlichem Optimismus.","Ydas oft mangelnde Geistesgegenwart und ihr Talent, Schwie<SoftHyphen/>rig<SoftHyphen/>keiten anzuziehen, lässt einen oft vergessen, dass sie nicht nur dem Bund der Morgenröte angehört, sondern auch vom großen Louisoix selbst zum Mitglied
der Exegeten gemacht
wurde.","Das Jenseits!
Ich glaube, wir sind gestorben, Papalymo!
<Emphasis>Yda</Emphasis>","Entgültiges Jenseits","Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus. ",45,55,3,True,False,False,False,False,"Damage"
108,"Du rufst deine Papalymo-Puppe herbei. Stets mit einem überlegenen Lächeln auf den Lippen.","Als unverhofft eine größere Menge Gil in die Kasse des Bunds der Morgenröte gespült wurde, nutzte Tataru die Gunst der Stunde, um bei der Gold<SoftHyphen/>schmiede<SoftHyphen/>gilde in Ul'dah Puppen ihrer Lieblings-Exegeten in Auftrag zu
geben, zuallererst die
Puppe von Papalymo.","Der kleine Dickschädel würde eher seinen Stab fressen,
als einen eigenen Fehler einzugestehen!
<Emphasis>Yda</Emphasis>","Pikoblitz","Fügt Gegnern in der Nähe im Sekundentakt 10 Schaden über Zeit zu.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20 Sekunden",35,55,3,True,True,False,True,False,"Damage"
109,"Du rufst deine Urianger-Puppe herbei. Folgt deinem Ruf so gewiss, wie die Dämmerung am Morgen kommt.","Nachdem Tataru bereits sechs andere Puppen der Exegeten in Auftrag gegeben hatte, ging ihr langsam das Geld aus, sodass bei Uriangers Puppe gespart werden musste.","Uriangers Ausführungen lassen immer
so schrecklich viel Raum für Spekulationen!
<Emphasis>Papalymo</Emphasis>","Prophezeiung","Führt eine Attacke mit Attacke-Wert 90 auf die Gegner in der Nähe aus. ",55,60,2,False,True,False,True,False,"Damage"
110,"Du rufst deine dicke Katze herbei. Trotz überzeugender Studien von Spitzenwissenschaftlern aus ganz Eorzea weigern sich die meisten Miqo'te-Gelehrten, an die Theorie zu glauben, ihr Volk könnte von Katzen abstammen (egal ob dick oder nicht).","Geboren in einer namenlosen Straße einer namenlosen Stadt, musste sich dieses be<SoftHyphen/>mit<SoftHyphen/>leidens<SoftHyphen/>werte Kätzchen lange Zeit in Gossenkämpfen behaupten. Bis es herausfand, dass Gehilfen auf ihren
Streifzügen ziemlich viel
Essbares zurücklassen.","Pass auf! Das Kätzchen plant etwas.
<Emphasis>Aldis Nald-Klinge</Emphasis>","Fettpolster","Erhöht die ABW eigener Trabanten in der Nähe um 10, im Fall von Tieren um 30.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",45,25,3,False,False,False,True,False,"Enhancement"
111,"Du rufst deinen Kleinfuß herbei. Dieser niedliche Yeti hat erkannt, dass größer nicht immer gleich besser ist.","Als dein Gehilfe dieses Wesen tief im Hochland von Coerthas fand, war ihm kalt und es hatte Hunger (wenn auch Ersteres ihm kaum etwas ausgemacht haben dürfte). Ein Teller Suppe reichte aus, um es nach Hause zu locken.","Mit schönen Grüßen
von meinen Füßen.
<Emphasis>Unbekannter Mönch</Emphasis>","Absoluter Nullpunkt","Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus. ",65,25,3,False,False,True,False,False,"Damage"
112,"Du rufst deine Mini-Mumie herbei. Ungemein niedlich, aber denk daran: Mumien sind immer noch einbalsamierte Leichname, die auf ewig dazu verdammt sind, im Diesseits umherzuschlurfen. Viel Spaß!","Die uralte Technik des Mumifizierens - die die Entnahme von Organen, das Einbalsamieren, Verbinden und ein Begräbnis in einem mehrschichtigen Sarg beinhaltete - war extrem teuer. Dass sie bei einem Kind
angewandt wurde, zeugt
von elterlicher Liebe.","Guck mal, wandelndes
Klopapier!
<Emphasis>Kind auf dem Silberbasar</Emphasis>","Bandagenwechsel","Fügt Gegnern in der Nähe eine Schwäche gegen Monster zu.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15 Sekunden",35,40,1,False,True,False,True,True,"Enfeeblement"
113,"Du rufst deine Aufzieh-Enterprise herbei. Dringt mutig in Regionen vor, wo bestimmt irgendjemand schon zuvor gewesen ist.","Cid Garlond entwarf die <Emphasis>Enterprise</Emphasis> zu seiner Zeit als Militäringenieur für das Garleische Kaiserreich. Der Kran am Heck war urspünglich dafür gedacht, das Luftschiff mit Munition zu beladen.","Also dann ... Abflug!
<Emphasis>Alphinaud</Emphasis>","Ladebaum","Führt eine Attacke mit Attacke-Wert 90 auf die Gegner in der Nähe aus. ",45,60,2,False,False,True,False,False,"Damage"
114,"Du rufst deinen Mogry-Stoffpostboten herbei. Mit solch einem flauschig-knuddeligen Begleiter an deiner Seite macht das Briefeaustragen gleich doppelt so viel Spaß.","Kein Weg ist ihnen zu weit, kein Botengang zu gefährlich und keine Bitte zuwider. Sie sind erst zufrieden, wenn Sender und Empfänger es sind. Mit diesem Stofftier wurde den unermüdlich Briefe austragenden Mogrys ein
Denkmal gesetzt.","Als Zeichen meiner Aufrichtigkeit
werde ich Euch nun den Mogry-Tanz
der unnachahmlichen Integrität vorführen ...
<Emphasis>Mogry-Postdirektor</Emphasis>","Unglücksbotschaft","Verringert die ABW von Gegnern in der Nähe um 25 %.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",45,60,3,True,True,False,False,False,"Enfeeblement"
115,"Du rufst deinen fliegenden Kampffisch herbei. Es war mal 'n Kampffisch, der schluckte 'ne Fliege. Warum, weiß der Wind, und nun seh'n wir ihn fliegen.","Nach mehreren Sonnen im Bauch eines Ninja-Kampffisches hat dieser frisch geschlüpfte Kampffisch das Schwimmen komplett an den Nagel gehängt und fliegt dafür. Warum, weiß wohl nur jemand, der schon mal längere Zeit in einem
Bauch verbracht hat.","Fisch schwimmt am liebsten
 in Dunkelbier, hehe.
<Emphasis>Trinkfester Fischfreund</Emphasis>","Meuchelmord","Fügt Gegnern in der Nähe Schaden in 5-facher Höhe des Attacke-Werts zu.",40,25,3,False,False,False,False,False,"Damage"
116,"Du rufst ein Geschenkpäckchen herbei, das ein Eigenleben zu haben scheint. Möge es dich am Glück des Schenkers teilhaben lassen!","In Ermangelung fort<SoftHyphen/>ge<SoftHyphen/>schrit<SoftHyphen/>te<SoftHyphen/>ner magischer Techniken schnitt der Schöpfer dieser kuriosen Kreation kurzerhand zwei Löcher in einen Karton und stülpte ihn einem Spriggan über. Auch eine Art, unbelebter Materie Leben
einzuhauchen.","Ziggy sooo fröööhlich!
<Emphasis>Ziggy</Emphasis>","Bescherung","Entfernt eine vom Gegner aufgestellte Falle.",40,70,2,True,False,False,False,False,"Disarming"
117,"Du rufst deinen Flusskobold als Begleiter herbei.","Jedes Kind weiß, dass es keine Flusskobolde gibt ... Aber wenn das wahr ist, was stellt dein Begleiter dann dar? Eine unbekannte Kreuzung aus Karpfenkröte und Salamander vielleicht? Oder doch bloß ein Opfer eines fehlgelenkten
Imp-Zaubers?","Schwippdischwapp, schwippdischwapp,
ohne Wasser mach ich schlapp.
<Emphasis>Flusskobold-Weise</Emphasis>","Schwippschwapp","Verringert die ATT von Gegnern in der Nähe um 40 %.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",60,30,2,True,False,False,True,False,"Enfeeblement"
118,"Du rufst deinen Aufzieh-Louisoix herbei. Rundumschutz vor Primae in der Siebten Ära des Lichts bietet dieser putzige Begleiter aus der Exegeten-Kollektion!","Als sie gefragt wurde, warum die Gilde der Goldschmiede mit dem Bau von Mogry-Stofftieren begonnen hatte, bevor überhaupt an einen Aufzieh-Louisoix gedacht wurde, kam Seredipitys Antwort wie aus der Pistole geschossen:
„Mogrys sind einfach
süßer!“","Und Louisoix! Wollt ihr den
krepieren lassen, ja?
<Emphasis>Raubahn</Emphasis>","Flammen der Wiedergeburt","Regeneriert 100 LP bei eigenen Trabanten in der Nähe, im Fall von Puppen 150.",50,40,4,False,True,True,False,False,"Restoration"
119,"Du rufst Midgardsormr herbei. Nicht den großen. Die kleine Variante.","Der Vater aller Drachen macht in Puppenform eine ganz niedliche Figur, von der man sich aber nicht täuschen lassen sollte: Seine Stimme klingt so ehrfurchtseinflößend wie die des großen Originals. Schließlich trägt er
einen Teil von
Midgardsormr in sich.","Wer schreitet über mich hinweg
und reißt mich aus meinem Schlaf?
<Emphasis>Midgardsormr</Emphasis>","Geht ins Auge","Fügt einem gegnerischen Suchenden Auge 90 % Schaden zu. Kein Effekt, falls es schon zerstört ist.",60,45,2,True,False,False,False,False,"Dismantling"
120,"","","","","",0,0,0,False,False,False,False,False,""
121,"Du rufst deine kleine Elster herbei. Angeblich kündet ihr Zwitschern von glorreichen Siegen.","Der Legende nach ist sie eine Botin der Mondgöttin Menphina und fliegt durch den Sternenhimmel, um ihre Liebe zu überbringen. Eine im Fernen Osten heimische Vogelart, die als „Sagenvogel“ beworben nach Eorzea gebracht
wurde.","Eine Elster macht noch keinen Sieg.
<Emphasis>Altes Sprichwort</Emphasis>","Liebesserenade","Erhöht die ABW der ausführenden Trabanten um 40.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10 Sekunden",60,45,3,False,True,False,False,False,"Enhancement"
122,"Du rufst deinen Aufzieh-Enkidu als Begleiter herbei. Auch als Wecker benutzbar. Und selbst bei Kochwäsche geht die grüne Farbe nicht raus!","Beeindruckt von der Stärke dieses Huhns, das Gilgamesch eigentlich zum Mittagessen verspeisen wollte, verpasste der Fechtmeister ihm einen frischen Anstrich und ernannte es zu seinem offiziellen Aushilfsbegleiter.","Ich wollt, ich wär ein Huhn,
ich hätt nicht viel zu tun.
<Emphasis>Alte Volksweise</Emphasis>","Ekplexie","Entfernt alle positiven Effekte von den gegnerischen Trabanten in der Nähe.",55,45,4,False,False,True,False,False,"Disarming"
123,"Von Ramuh besessen und bis auf den Grund ihres violetten Herzens böse - und doch herzallerliebst.","Geplagt von den ständigen Angriffen ihrer bösen Schwestern, bauten die Sylphen der Zuflucht diese Puppe, um die Finstrigen fernzuhalten.","Die Farben!
Der Wald ist voller Farben!
<Emphasis>Böse Sylphe</Emphasis>","Listige Zauberei","Macht eigene Trabanten in der Nähe unempfindlich für Angriffe von Tieren.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5 Sekunden",50,35,2,False,False,False,False,False,"Enhancement"
124,"Einst träumten die Amalj'aa-Gründerväter davon, dass possierliche Begleiter ihnen auf Schritt und Tritt folgen würden. Dieser Tag ist endlich gekommen!","Amalj'aa-Legenden berichten von dem legendären Krieger Kerigg „Weißknöchel“ Roh, der unbesiegt aus all seinen Kämpfen hervorgegangen sein soll. Selbst Hamujj Gah verehrt diesen Helden. Kerigg Rohs
brachialer Kampfstil
wird noch heute von
den Amalj'aa gepflegt.","Wir Amalj'aa sind starke und
stolze Krieger. Doch weißt du,
was unsere Schwäche ist?
<Emphasis>Narujj Boh</Emphasis>","Unbesiegt","Erhöht die ABW der ausführenden Trabanten um 40.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10 Sekunden",40,45,3,False,False,True,False,False,"Enhancement"
